CodigoGrupo,NombreGrupo,Anilla,InfoAnilla,AnillaSustituida,NombreEspecie,CodigoEspecie,FechaCaptura,HoraCaptura,CodigoEdad,CodigoSexo,CodigoModoStatus,NombreLocalidad,MUNICIPIO,CodigoLocalidad,CodigoPROVINCIA,Observaciones,CodigoHabitat,CodigoMetodo,NumRedes,LongitudRed,HoraDesde,HoraHasta,Campanna,CodigoEstacion,MannanaCodigoFuerza,MannanaCodigoDireccion,MannanaCodigoNubosidad,MannanaCodigoLluvia,TardeCodigoFuerza,TardeCodigoDireccion,TardeCodigoNubosidad,TardeCodigoLluvia,PVC,MARCA,Color Marca,Color Digitos,Dato5,Dato6,Parentesco,TipoRegistro,CodigoCentro,CodigoCondicion,CodigoCircunstancia,CodigoReclamo,Ala,F8,Peso,Tarso,CodigoPlaca,CodigoGrasa,CodigoMusculo,CodigoPrecision,CodigoEstado,CodigoTamañoNidada,CodigoMuda,Manipulacion,Transporte,IniAnillador
660130,FRANCISCO JAMARDO SANCHEZ,DT7845,2,,Serinus serinus,16400,24/12/07,----,3,2,U,Dehesa La Atalaya,Coria del Río,ES66941,,,B2,A,,,0:00,0:00,,,,,,,,,,,,,,,,,,A,ESI,,,U,,,,,,,,,,,,,,
660130,FRANCISCO JAMARDO SANCHEZ,DT7846,2,,Serinus serinus,16400,24/12/07,----,3,2,U,Dehesa La Atalaya,Coria del Río,ES66941,,,B2,A,,,0:00,0:00,,,,,,,,,,,,,,,,,,A,ESI,,,U,,,,,,,,,,,,,,
660130,FRANCISCO JAMARDO SANCHEZ,DT7847,2,,Serinus serinus,16400,24/12/07,----,4,1,U,Dehesa La Atalaya,Coria del Río,ES66941,,,B2,A,,,0:00,0:00,,,,,,,,,,,,,,,,,,A,ESI,,,U,,,,,,,,,,,,,,
660130,FRANCISCO JAMARDO SANCHEZ,DT7848,2,,Serinus serinus,16400,24/12/07,----,4,1,U,Dehesa La Atalaya,Coria del Río,ES66941,,,B2,A,,,0:00,0:00,,,,,,,,,,,,,,,,,,A,ESI,,,U,,,,,,,,,,,,,,
660130,FRANCISCO JAMARDO SANCHEZ,DT7849,2,,Serinus serinus,16400,24/12/07,----,3,1,U,Dehesa La Atalaya,Coria del Río,ES66941,,,B2,A,,,0:00,0:00,,,,,,,,,,,,,,,,,,A,ESI,,,U,,,,,,,,,,,,,,
660130,FRANCISCO JAMARDO SANCHEZ,DT7850,2,,Serinus serinus,16400,24/12/07,----,3,2,U,Dehesa La Atalaya,Coria del Río,ES66941,,,B2,A,,,0:00,0:00,,,,,,,,,,,,,,,,,,A,ESI,,,U,,,,,,,,,,,,,,
660130,FRANCISCO JAMARDO SANCHEZ,DT7851,2,,Serinus serinus,16400,24/12/07,----,4,1,U,Dehesa La Atalaya,Coria del Río,ES66941,,,B2,A,,,0:00,0:00,,,,,,,,,,,,,,,,,,A,ESI,,,U,,,,,,,,,,,,,,
660130,FRANCISCO JAMARDO SANCHEZ,DT7852,2,,Serinus serinus,16400,24/12/07,----,3,2,U,Dehesa La Atalaya,Coria del Río,ES66941,,,B2,A,,,0:00,0:00,,,,,,,,,,,,,,,,,,A,ESI,,,U,,,,,,,,,,,,,,
660130,FRANCISCO JAMARDO SANCHEZ,DT7853,2,,Serinus serinus,16400,24/12/07,----,4,2,U,Dehesa La Atalaya,Coria del Río,ES66941,,,B2,A,,,0:00,0:00,,,,,,,,,,,,,,,,,,A,ESI,,,U,,,,,,,,,,,,,,
660130,FRANCISCO JAMARDO SANCHEZ,DT7854,2,,Serinus serinus,16400,24/12/07,----,4,1,U,Dehesa La Atalaya,Coria del Río,ES66941,,,B2,A,,,0:00,0:00,,,,,,,,,,,,,,,,,,A,ESI,,,U,,,,,,,,,,,,,,
660130,FRANCISCO JAMARDO SANCHEZ,DT7855,2,,Serinus serinus,16400,24/12/07,----,4,2,U,Dehesa La Atalaya,Coria del Río,ES66941,,,B2,A,,,0:00,0:00,,,,,,,,,,,,,,,,,,A,ESI,,,U,,,,,,,,,,,,,,
660130,FRANCISCO JAMARDO SANCHEZ,DT7856,2,,Serinus serinus,16400,24/12/07,----,3,1,U,Dehesa La Atalaya,Coria del Río,ES66941,,,B2,A,,,0:00,0:00,,,,,,,,,,,,,,,,,,A,ESI,,,U,,,,,,,,,,,,,,
660130,FRANCISCO JAMARDO SANCHEZ,DT7857,2,,Serinus serinus,16400,24/12/07,----,3,2,U,Dehesa La Atalaya,Coria del Río,ES66941,,,B2,A,,,0:00,0:00,,,,,,,,,,,,,,,,,,A,ESI,,,U,,,,,,,,,,,,,,
660130,FRANCISCO JAMARDO SANCHEZ,DT7858,2,,Serinus serinus,16400,24/12/07,----,4,1,U,Dehesa La Atalaya,Coria del Río,ES66941,,,B2,A,,,0:00,0:00,,,,,,,,,,,,,,,,,,A,ESI,,,U,,,,,,,,,,,,,,
660130,FRANCISCO JAMARDO SANCHEZ,DT7859,2,,Serinus serinus,16400,24/12/07,----,4,2,U,Dehesa La Atalaya,Coria del Río,ES66941,,,B2,A,,,0:00,0:00,,,,,,,,,,,,,,,,,,A,ESI,,,U,,,,,,,,,,,,,,
660130,FRANCISCO JAMARDO SANCHEZ,DT7860,2,,Serinus serinus,16400,24/12/07,----,3,2,U,Dehesa La Atalaya,Coria del Río,ES66941,,,B2,A,,,0:00,0:00,,,,,,,,,,,,,,,,,,A,ESI,,,U,,,,,,,,,,,,,,
660130,FRANCISCO JAMARDO SANCHEZ,DT7861,2,,Serinus serinus,16400,24/12/07,----,3,2,U,Dehesa La Atalaya,Coria del Río,ES66941,,,B2,A,,,0:00,0:00,,,,,,,,,,,,,,,,,,A,ESI,,,U,,,,,,,,,,,,,,
660130,FRANCISCO JAMARDO SANCHEZ,DT7862,2,,Serinus serinus,16400,24/12/07,----,3,1,U,Dehesa La Atalaya,Coria del Río,ES66941,,,B2,A,,,0:00,0:00,,,,,,,,,,,,,,,,,,A,ESI,,,U,,,,,,,,,,,,,,
660130,FRANCISCO JAMARDO SANCHEZ,DT7863,2,,Serinus serinus,16400,24/12/07,----,4,2,U,Dehesa La Atalaya,Coria del Río,ES66941,,,B2,A,,,0:00,0:00,,,,,,,,,,,,,,,,,,A,ESI,,,U,,,,,,,,,,,,,,
660130,FRANCISCO JAMARDO SANCHEZ,DT7864,2,,Serinus serinus,16400,24/12/07,----,3,1,U,Dehesa La Atalaya,Coria del Río,ES66941,,,B2,A,,,0:00,0:00,,,,,,,,,,,,,,,,,,A,ESI,,,U,,,,,,,,,,,,,,
660130,FRANCISCO JAMARDO SANCHEZ,DT7865,2,,Serinus serinus,16400,24/12/07,----,3,1,U,Dehesa La Atalaya,Coria del Río,ES66941,,,B2,A,,,0:00,0:00,,,,,,,,,,,,,,,,,,A,ESI,,,U,,,,,,,,,,,,,,
660130,FRANCISCO JAMARDO SANCHEZ,DT7866,2,,Serinus serinus,16400,24/12/07,----,3,1,U,Dehesa La Atalaya,Coria del Río,ES66941,,,B2,A,,,0:00,0:00,,,,,,,,,,,,,,,,,,A,ESI,,,U,,,,,,,,,,,,,,
660130,FRANCISCO JAMARDO SANCHEZ,DT7867,2,,Serinus serinus,16400,24/12/07,----,3,1,U,Dehesa La Atalaya,Coria del Río,ES66941,,,B2,A,,,0:00,0:00,,,,,,,,,,,,,,,,,,A,ESI,,,U,,,,,,,,,,,,,,
660130,FRANCISCO JAMARDO SANCHEZ,DT7868,2,,Serinus serinus,16400,24/12/07,----,4,1,U,Dehesa La Atalaya,Coria del Río,ES66941,,,B2,A,,,0:00,0:00,,,,,,,,,,,,,,,,,,A,ESI,,,U,,,,,,,,,,,,,,
