MODO,METAL,NOMBRE_COMUN,ESPECIE,FAMILIA,ORDEN,GRUPO,DIA,MES,AÑO,LUGAR,MUNICIPIO,PROVINCIA,EDAD,SEXO,ANILLADOR,Grasa,Ala,peso,tarso,pico,cola,Hora,Dias,Kms,Observaciones,FECHA
A,T027361,Kentish Plover,Charadrius alexandrinus,Charadriidae (Plovers and Lapwings),Charadriiformes,Shorebirds,26,6,2000,Laguna de Fuente de Piedra,Fuente de Piedra,Malaga,1,0.0,J. Aguilar,,,,,,,,,,anillamiento,06/26/2000
C,T027361,Kentish Plover,Charadrius alexandrinus,Charadriidae (Plovers and Lapwings),Charadriiformes,Shorebirds,1,10,2000,Laguna del Gobierno,La Lantejuela,Sevilla,3,0.0,M. Vazquez,,,,,,,,98.0,49.0,muerto,10/01/2000
A,2549731,Kentish Plover,Charadrius alexandrinus,Charadriidae (Plovers and Lapwings),Charadriiformes,Shorebirds,27,7,1993,Veta La Palma,Puebla del Rio,Sevilla,4,0.0,L. Garcia,,,,,,,,,,anillamiento,07/27/1993
C,2549731,Kentish Plover,Charadrius alexandrinus,Charadriidae (Plovers and Lapwings),Charadriiformes,Shorebirds,24,8,2007,Puebla del Rio,Puebla del Rio,Sevilla,4,0.0,M. Vazquez,,,,,,,,5141.0,35.0,control,08/24/2007
A,T040609,Kentish Plover,Charadrius alexandrinus,Charadriidae (Plovers and Lapwings),Charadriiformes,Shorebirds,9,7,2005,La Quintanilla,Puebla del Rio,Sevilla,1,0.0,GOSUR,,,,,,,,,,anillamiento,07/09/2005
C,T040609,Kentish Plover,Charadrius alexandrinus,Charadriidae (Plovers and Lapwings),Charadriiformes,Shorebirds,28,7,2005,Brazo del Este,Puebla del Rio,Sevilla,3,0.0,M. Vazquez,,,,,,,,19.0,4.0,control,07/28/2005
A,T039335,Kentish Plover,Charadrius alexandrinus,Charadriidae (Plovers and Lapwings),Charadriiformes,Shorebirds,18,7,2003,Brazo del Este,Puebla del Rio,Sevilla,1,0.0,GOSUR,,,,,,,,,,anillamiento,07/18/2003
C,T039335,Kentish Plover,Charadrius alexandrinus,Charadriidae (Plovers and Lapwings),Charadriiformes,Shorebirds,2,6,2005,La Margazuela,Puebla del Rio,Sevilla,7,1.0,M. Vazquez,,,,,,,,685.0,6.0,control,06/02/2005
A,Y22765,Wood Sandpiper,Tringa glareola,Scolopacidae (Sandpipers and Allies),Charadriiformes,Shorebirds,3,2,1985,El Rocio,Almonte,Huelva,2,0.0,EBD,,,,,,,,,,anillamiento,02/03/1985
C,Y22765,Wood Sandpiper,Tringa glareola,Scolopacidae (Sandpipers and Allies),Charadriiformes,Shorebirds,3,11,1988,Puebla del Rio,Puebla del Rio,Sevilla,2,0.0,LEO BIAGGI,,,,,,,,,,control,11/03/1988
A,T014001,Dunlin,Calidris alpina,Scolopacidae (Sandpipers and Allies),Charadriiformes,Shorebirds,30,10,1997,Marismas del Odiel,Huelva,Huelva,4,0.0,JM Sayago,,,,,,,,,,anillamiento,10/30/1997
C,T014001,Dunlin,Calidris alpina,Scolopacidae (Sandpipers and Allies),Charadriiformes,Shorebirds,14,9,2001,Salinas de Santa Teresa,Sanlucar de Barrameda,Cadiz,A,0.0,M. Vazquez,,,,,,,,1415.0,115.0,control,09/14/2001
A,5012735,Pied Avocet,Recurvirostra avosetta,Recurvirostridae (Stilts and Avocets),Charadriiformes,Shorebirds,6,5,1999,Salina del Pilar,Puerto Real,Cadiz,4,0.0,Zamalla,,,,,,,,,,anillamiento,05/06/1999
C,5012735,Pied Avocet,Recurvirostra avosetta,Recurvirostridae (Stilts and Avocets),Charadriiformes,Shorebirds,21,3,2006,Salinas de la Tapa,Puerto de Santa Maria,Cadiz,A,0.0,CREA,,,,,,,,2511.0,9.0,muerto,03/21/2006
A,4003266,Black-winged Stilt,Himantopus himantopus,Recurvirostridae (Stilts and Avocets),Charadriiformes,Shorebirds,25,6,1988,Isla Mayor,Isla Mayor,Sevilla,1,0.0,L. Garcia,,,,,,,,,,anillamiento,06/25/1988
C,4003266,Black-winged Stilt,Himantopus himantopus,Recurvirostridae (Stilts and Avocets),Charadriiformes,Shorebirds,15,11,1988,Puebla del Rio,Puebla del Rio,Sevilla,3,0.0,LEO BIAGGI,,,,,,,,,,control,11/15/1988
A,4013817,Black-winged Stilt,Himantopus himantopus,Recurvirostridae (Stilts and Avocets),Charadriiformes,Shorebirds,3,6,1988,Isla Mayor,Isla Mayor,Sevilla,1,0.0,EBD,,,,,,,,,,anillamiento,06/03/1988
C,4013817,Black-winged Stilt,Himantopus himantopus,Recurvirostridae (Stilts and Avocets),Charadriiformes,Shorebirds,12,7,1988,Puebla del Rio,Puebla del Rio,Sevilla,3,0.0,LEO BIAGGI,,,,,,,,,,muerto,07/12/1988
A,4013835,Black-winged Stilt,Himantopus himantopus,Recurvirostridae (Stilts and Avocets),Charadriiformes,Shorebirds,20,6,1989,Isla Mayor,Isla Mayor,Sevilla,1,0.0,J. Cuervo,,,,,,,,,,anillamiento,06/20/1989
C,4013835,Black-winged Stilt,Himantopus himantopus,Recurvirostridae (Stilts and Avocets),Charadriiformes,Shorebirds,6,7,1989,Puebla del Rio,Puebla del Rio,Sevilla,3,0.0,LEO BIAGGI,,,,,,,,,,muerto,07/06/1989
A,4003416,Black-winged Stilt,Himantopus himantopus,Recurvirostridae (Stilts and Avocets),Charadriiformes,Shorebirds,1,7,1987,Aznalcazar,Aznalcazar,Sevilla,1,0.0,LEO BIAGGI,,,,,,,,,,anillamiento,07/01/1987
C,4003416,Black-winged Stilt,Himantopus himantopus,Recurvirostridae (Stilts and Avocets),Charadriiformes,Shorebirds,10,1,1988,Chiclana de la Frontera,Chiclana de la Frontera,Cadiz,5,0.0,Particular,,,,,,,,,,muerto,01/10/1988
A,3062641,Collared Pratincole,Glareola pratincola,Glareolidae (Pratincoles and Coursers),Charadriiformes,Shorebirds,12,7,1996,Los Palacios,Los Palacios,Sevilla,1,0.0,M. Vazquez,,,,,,,,,,anillamiento,07/12/1996
C,3062641,Collared Pratincole,Glareola pratincola,Glareolidae (Pratincoles and Coursers),Charadriiformes,Shorebirds,15,1,1998,Poblado de Trajano,Utrera,Sevilla,7,0.0,Particular,,,,,,,,552.0,11.0,muerto,01/15/1998
A,3064486,Collared Pratincole,Glareola pratincola,Glareolidae (Pratincoles and Coursers),Charadriiformes,Shorebirds,9,6,1994,Brazo del Este,Puebla del Rio,Sevilla,1,0.0,M. Vazquez,,,,,,,,,,anillamiento,06/09/1994
C,3064486,Collared Pratincole,Glareola pratincola,Glareolidae (Pratincoles and Coursers),Charadriiformes,Shorebirds,27,7,1994,Casablanca,Los Palacios,Sevilla,3,0.0,Particular,,,,,,,,49.0,8.0,muerto,07/27/1994
A,5059804,Slender-billed Gull,Chroicocephalus genei,"Laridae (Gulls, Terns, and Skimmers)",Charadriiformes,"Gulls, Terns, and Skimmers",22,7,1998,Veta la Palma,Puebla del Rio,Sevilla,1,0.0,L. Garcia,,,,,,,,,,anillamiento,07/22/1998
C,5059804,Slender-billed Gull,Chroicocephalus genei,"Laridae (Gulls, Terns, and Skimmers)",Charadriiformes,"Gulls, Terns, and Skimmers",19,5,2001,Salinas de Santa Teresa,Sanlucar de Barrameda,Cadiz,9,0.0,M. Vazquez,,,,,,,,1032.0,41.0,control,05/19/2001
A,6004364,Slender-billed Gull,Chroicocephalus genei,"Laridae (Gulls, Terns, and Skimmers)",Charadriiformes,"Gulls, Terns, and Skimmers",29,6,1995,Veta la Palma,Puebla del Rio,Sevilla,1,0.0,L. Garcia,,,,,,,,,,anillamiento,06/29/1995
C,6004364,Slender-billed Gull,Chroicocephalus genei,"Laridae (Gulls, Terns, and Skimmers)",Charadriiformes,"Gulls, Terns, and Skimmers",19,5,2001,Salinas de Santa Teresa,Sanlucar de Barrameda,Cadiz,A,0.0,M. Vazquez,,,,,,,,2151.0,41.0,control,05/19/2001
A,4035768,Black-headed Gull,Chroicocephalus ridibundus,"Laridae (Gulls, Terns, and Skimmers)",Charadriiformes,"Gulls, Terns, and Skimmers",2,10,1994,Colmenar Viejo,Colmenar Viejo,Madrid,4,2.0,EMA,,,,,,,,,,anillamiento,10/02/1994
C,4035768,Black-headed Gull,Chroicocephalus ridibundus,"Laridae (Gulls, Terns, and Skimmers)",Charadriiformes,"Gulls, Terns, and Skimmers",20,10,1998,Salinas de Bonanza,Sanlucar de Barrameda,Cadiz,4,0.0,M. Vazquez,,,,,,,,1479.0,490.0,control,10/20/1998
A,4051366,Black-headed Gull,Chroicocephalus ridibundus,"Laridae (Gulls, Terns, and Skimmers)",Charadriiformes,"Gulls, Terns, and Skimmers",13,6,1998,Miguel Esteban,Miguel Esteban,Toledo,1,0.0,GO El Pardo,,,,,,,,,,anillamiento,06/13/1998
C,4051366,Black-headed Gull,Chroicocephalus ridibundus,"Laridae (Gulls, Terns, and Skimmers)",Charadriiformes,"Gulls, Terns, and Skimmers",10,8,2000,Salinas de Bonanza,Sanlucar de Barrameda,Cadiz,7,0.0,M. Vazquez,,,,,,,,789.0,412.0,control,08/10/2000
A,4074612,Gull-billed Tern,Gelochelidon nilotica,"Laridae (Gulls, Terns, and Skimmers)",Charadriiformes,"Gulls, Terns, and Skimmers",26,6,1997,Veta La Palma,Puebla del Rio,Sevilla,1,0.0,L. Garcia,,,,,,,,,,anillamiento,06/26/1997
C,4074612,Gull-billed Tern,Gelochelidon nilotica,"Laridae (Gulls, Terns, and Skimmers)",Charadriiformes,"Gulls, Terns, and Skimmers",29,4,2000,Laguna del Gobierno,La Lantejuela,Sevilla,9,0.0,Zamalla,,,,,,,,1026.0,100.0,muerto,04/29/2000
A,4041442,Great Spotted Cuckoo,Clamator glandarius,Cuculidae (Cuckoos),Cuculiformes,Cuckoos,11,6,1993,Chimeneas,Chimeneas,Granada,1,0.0,M. Vazquez,,,,,,,,,,anillamiento,06/11/1993
C,4041442,Great Spotted Cuckoo,Clamator glandarius,Cuculidae (Cuckoos),Cuculiformes,Cuckoos,11,7,1993,Pinar de La Algaida,Sanlucar de Barrameda,Cadiz,3,0.0,Particular,,,,,,,,30.0,228.0,muerto,07/11/1993
A,1004921,Eurasian Eagle-Owl,Bubo bubo,Strigidae (Owls),Strigiformes,Owls,20,10,1998,Rio Huesna,El Pedroso,Sevilla,3,0.0,M. Vazquez,,,,,,,,,,anillamiento,10/20/1998
C,1004921,Eurasian Eagle-Owl,Bubo bubo,Strigidae (Owls),Strigiformes,Owls,7,11,1998,Cantillana,Cantillana,Sevilla,3,0.0,PND,,,,,,,,18.0,19.0,muerto,11/07/1998
A,7028355,Barn Owl,Tyto alba,Tytonidae (Barn-Owls),Strigiformes,Owls,11,2,1996,Cañada de los Pajaros,Puebla del Rio,Sevilla,4,0.0,CDP,,,,,,,,,,anillamiento,02/11/1996
C,7028355,Barn Owl,Tyto alba,Tytonidae (Barn-Owls),Strigiformes,Owls,25,2,1996,Villanueva del Ariscal,Villanueva del Ariscal,Sevilla,4,0.0,M. Vazquez,,,,,,,,14.0,14.0,control,02/25/1996
A,V027251,Eurasian Nightjar,Caprimulgus europaeus,Caprimulgidae (Nightjars and Allies),Caprimulgiformes,Nightjars,9,6,2001,Monte Castelo Darbo,Cangas de Morrazo,Pontevedra,4,1.0,Anduriña,,,,,,,,,,anillamiento,06/09/2001
C,V027251,Eurasian Nightjar,Caprimulgus europaeus,Caprimulgidae (Nightjars and Allies),Caprimulgiformes,Nightjars,11,5,2004,Torrebalnca de los Caños,Sevilla,Sevilla,4,0.0,M. Vazquez,,,,,,,,1067.0,596.0,control,05/11/2004
A,3027096,Red-necked Nightjar,Caprimulgus ruficollis,Caprimulgidae (Nightjars and Allies),Caprimulgiformes,Nightjars,23,8,1990,PN Doñana,Almonte,Huelva,6,1.0,L. Garcia,,,,,,,,,,anillamiento,08/23/1990
C,3027096,Red-necked Nightjar,Caprimulgus ruficollis,Caprimulgidae (Nightjars and Allies),Caprimulgiformes,Nightjars,2,10,2001,Villamanrique,Villamanrique,Sevilla,4,0.0,M. Vazquez,,,,,,,,4058.0,29.0,muerto,10/02/2001
A,3036226,Red-necked Nightjar,Caprimulgus ruficollis,Caprimulgidae (Nightjars and Allies),Caprimulgiformes,Nightjars,28,8,1996,El Alcornocal,Los Palacios,Sevilla,1,0.0,M. Vazquez,,,,,,,,,,anillamiento,08/28/1996
C,3036226,Red-necked Nightjar,Caprimulgus ruficollis,Caprimulgidae (Nightjars and Allies),Caprimulgiformes,Nightjars,15,10,1996,Jerez de la Frontera,Jerez de la Frontera,Cadiz,3,0.0,Particular,,,,,,,,48.0,57.0,control,10/15/1996
A,A44940,Common Kingfisher,Alcedo atthis,Alcedinidae (Kingfishers),Coraciiformes,Kingfishers,31,5,1985,Los Palacios,Los Palacios,Sevilla,4,0.0,GOSUR,,,,,,,,,,anillamiento,05/31/1985
C,A44940,Common Kingfisher,Alcedo atthis,Alcedinidae (Kingfishers),Coraciiformes,Kingfishers,19,7,1987,Cañada de los Pajaros,Puebla del Rio,Sevilla,4,0.0,M. Vazquez,,,,,,,,898.0,18.0,control,07/19/1987
A,4031313,European Roller,Coracias garrulus,Coraciidae (Rollers),Coraciiformes,"Bee-eaters, Rollers, and Allies",29,6,1991,Carmona,Carmona,Sevilla,1,0.0,EBD,,,,,,,,,,anillamiento,06/29/1991
C,4031313,European Roller,Coracias garrulus,Coraciidae (Rollers),Coraciiformes,"Bee-eaters, Rollers, and Allies",2,9,1993,Osuna,Osuna,Sevilla,2,0.0,LEO BIAGGI,,,,,,,,796.0,49.0,muerto,09/02/1993
A,4041068,European Roller,Coracias garrulus,Coraciidae (Rollers),Coraciiformes,"Bee-eaters, Rollers, and Allies",18,7,1993,Marchena,Marchena,Sevilla,1,0.0,LEO BIAGGI,,,,,,,,,,anillamiento,07/18/1993
C,4041068,European Roller,Coracias garrulus,Coraciidae (Rollers),Coraciiformes,"Bee-eaters, Rollers, and Allies",11,6,1994,San Sebastian de Ballesteros,San Sebastian de Ballesteros,Cordoba,4,0.0,Particular,,,,,,,,328.0,62.0,control,06/11/1994
A,9006627,American Flamingo,Phoenicopterus ruber,Phoenicopteridae (Flamingos),Phoenicopteriformes,Flamingos,21,8,1988,Laguna de Fuente de Piedra,Fuente de Piedra,Malaga,1,0.0,EBD,,,,,,,,,,anillamiento,08/21/1988
C,9006627,American Flamingo,Phoenicopterus ruber,Phoenicopteridae (Flamingos),Phoenicopteriformes,Flamingos,5,5,2005,Trebujena,Trebujena,Cadiz,A,0.0,M. Vazquez,,,,,,,,6101.0,131.0,muerto,05/05/2005
A,1005849,American Flamingo,Phoenicopterus ruber,Phoenicopteridae (Flamingos),Phoenicopteriformes,Flamingos,15,8,1998,Laguna de Fuente de Piedra,Fuente de Piedra,Malaga,1,0.0,EBD,,,,,,,,,,anillamiento,08/15/1998
C,1005849,American Flamingo,Phoenicopterus ruber,Phoenicopteridae (Flamingos),Phoenicopteriformes,Flamingos,5,5,2005,Trebujena,Trebujena,Cadiz,A,0.0,M. Vazquez,,,,,,,,2455.0,131.0,muerto,05/05/2005
A,1005554,American Flamingo,Phoenicopterus ruber,Phoenicopteridae (Flamingos),Phoenicopteriformes,Flamingos,15,8,1998,Laguna de Fuente de Piedra,Fuente de Piedra,Malaga,1,0.0,EBD,,,,,,,,,,anillamiento,08/15/1998
C,1005554,American Flamingo,Phoenicopterus ruber,Phoenicopteridae (Flamingos),Phoenicopteriformes,Flamingos,5,5,2005,Trebujena,Trebujena,Cadiz,A,0.0,M. Vazquez,,,,,,,,2455.0,131.0,muerto,05/05/2005
A,1009532,American Flamingo,Phoenicopterus ruber,Phoenicopteridae (Flamingos),Phoenicopteriformes,Flamingos,25,6,2001,Caño Cardales PND,Aznalcazar,Sevilla,1,0.0,EBD,,,,,,,,,,anillamiento,06/25/2001
C,1009532,American Flamingo,Phoenicopterus ruber,Phoenicopteridae (Flamingos),Phoenicopteriformes,Flamingos,5,5,2005,Trebujena,Trebujena,Cadiz,A,0.0,M. Vazquez,,,,,,,,1410.0,24.0,muerto,05/05/2005
A,7067180,Glossy Ibis,Plegadis falcinellus,Threskiornithidae (Ibises and Spoonbills),Pelecaniformes,"Herons, Ibis, and Allies",19,6,2003,La Fao PND,Aznalcazar,Sevilla,1,0.0,L. Garcia,,,,,,,,,,anillamiento,06/19/2003
C,7067180,Glossy Ibis,Plegadis falcinellus,Threskiornithidae (Ibises and Spoonbills),Pelecaniformes,"Herons, Ibis, and Allies",5,5,2005,Trebujena,Trebujena,Cadiz,7,0.0,M. Vazquez,,,,,,,,686.0,24.0,muerto,05/05/2005
A,9038650,White Stork,Ciconia ciconia,Ciconiidae (Storks),Ciconiiformes,Storks,10,8,2004,CF Vallcalent,Lleida,Lleida,3,0.0,ICO,,,,,,,,,,anillamiento,08/10/2004
C,9038650,White Stork,Ciconia ciconia,Ciconiidae (Storks),Ciconiiformes,Storks,15,2,2005,Trebujena,Trebujena,Cadiz,5,0.0,M. Vazquez,,,,,,,,189.0,788.0,control,02/15/2005
A,9025091,White Stork,Ciconia ciconia,Ciconiidae (Storks),Ciconiiformes,Storks,21,7,2006,Cañada de los Pajaros,Puebla del Rio,Sevilla,3,0.0,M. Vazquez,,,,,,,,,,anillamiento,07/21/2006
C,9025091,White Stork,Ciconia ciconia,Ciconiidae (Storks),Ciconiiformes,Storks,15,11,2006,Chiclana de la Frontera,Chiclana de la Frontera,Cadiz,3,0.0,EBD,,,,,,,,187.0,82.0,muerto,11/15/2006
A,8002503,Black Kite,Milvus migrans,"Accipitridae (Hawks, Eagles, and Kites)",Accipitriformes,"Vultures, Hawks, and Allies",12,6,2006,Dehesa de Abajo,Puebla del Rio,Sevilla,1,0.0,M. Vazquez,,,,,,,,,,anillamiento,06/12/2006
C,8002503,Black Kite,Milvus migrans,"Accipitridae (Hawks, Eagles, and Kites)",Accipitriformes,"Vultures, Hawks, and Allies",25,6,2008,La Cascajera,Coria del Rio,Sevilla,3,0.0,GOSUR,,,,,,,,744.0,22.0,muerto,06/25/2008
A,7059614,Black Kite,Milvus migrans,"Accipitridae (Hawks, Eagles, and Kites)",Accipitriformes,"Vultures, Hawks, and Allies",5,6,2000,PN Doñana,Almonte,Huelva,1,0.0,FG Vilches,,,,,,,,,,anillamiento,06/05/2000
C,7059614,Black Kite,Milvus migrans,"Accipitridae (Hawks, Eagles, and Kites)",Accipitriformes,"Vultures, Hawks, and Allies",22,6,2000,Coria del Rio,Coria del Rio,Sevilla,3,0.0,M. Vazquez,,,,,,,,17.0,54.0,control,06/22/2000
A,7037233,Black Kite,Milvus migrans,"Accipitridae (Hawks, Eagles, and Kites)",Accipitriformes,"Vultures, Hawks, and Allies",12,6,1996,PN Doñana,Almonte,Huelva,1,0.0,FG Vilches,,,,,,,,,,anillamiento,06/12/1996
C,7037233,Black Kite,Milvus migrans,"Accipitridae (Hawks, Eagles, and Kites)",Accipitriformes,"Vultures, Hawks, and Allies",15,12,2004,Trebujena,Trebujena,Cadiz,A,0.0,M. Vazquez,,,,,,,,3108.0,24.0,control,12/15/2004
A,7095082,Common Buzzard,Buteo buteo,"Accipitridae (Hawks, Eagles, and Kites)",Accipitriformes,"Vultures, Hawks, and Allies",21,5,2007,RB Doñana,Almonte,Huelva,1,0.0,MM,,,,,,,,,,anillamiento,05/21/2007
C,7095082,Common Buzzard,Buteo buteo,"Accipitridae (Hawks, Eagles, and Kites)",Accipitriformes,"Vultures, Hawks, and Allies",2,1,2008,Entremuros,Aznalcazar,Sevilla,5,0.0,M. Vazquez,,,,,,,,226.0,28.0,control,01/02/2008
A,7036561,Western Swamphen,Porphyrio porphyrio,"Rallidae (Rails, Gallinules, and Coots)",Gruiformes,"Rails, Gallinules, and Allies",21,2,2000,Veta La Palma,Puebla del Rio,Sevilla,6,1.0,L. Garcia,,,,,,,,,,anillamiento,02/21/2000
C,7036561,Western Swamphen,Porphyrio porphyrio,"Rallidae (Rails, Gallinules, and Coots)",Gruiformes,"Rails, Gallinules, and Allies",5,5,2005,Trebujena,Trebujena,Cadiz,A,0.0,M. Vazquez,,,,,,,,1900.0,26.0,muerto,05/05/2005
A,4058404,Black-headed Gull,Chroicocephalus ridibundus,"Laridae (Gulls, Terns, and Skimmers)",Charadriiformes,"Gulls, Terns, and Skimmers",3,12,1994,Colmenar Viejo,Colmenar Viejo,Madrid,4,2.0,EMA,,,,,,,,,,anillamiento,12/03/1994
C,4058404,Black-headed Gull,Chroicocephalus ridibundus,"Laridae (Gulls, Terns, and Skimmers)",Charadriiformes,"Gulls, Terns, and Skimmers",15,11,2002,Trebujena,Trebujena,Cadiz,2,0.0,M. Vazquez,,,,,,,,2904.0,472.0,control,11/15/2002
A,5059612,Slender-billed Gull,Chroicocephalus genei,"Laridae (Gulls, Terns, and Skimmers)",Charadriiformes,"Gulls, Terns, and Skimmers",22,7,1998,Veta La Palma,Puebla del Rio,Sevilla,1,0.0,L. Garcia,,,,,,,,,,anillamiento,07/22/1998
C,5059612,Slender-billed Gull,Chroicocephalus genei,"Laridae (Gulls, Terns, and Skimmers)",Charadriiformes,"Gulls, Terns, and Skimmers",15,11,2003,Trebujena,Trebujena,Cadiz,A,0.0,M. Vazquez,,,,,,,,1942.0,26.0,control,11/15/2003
A,7029236,Mallard,Anas platyrhynchos,"Anatidae (Ducks, Geese, and Waterfowl)",Anseriformes,Waterfowl,29,7,1990,PN Doñana,Almonte,Huelva,3,1.0,L. Garcia,,,,,,,,,,anillamiento,07/29/1990
C,7029236,Mallard,Anas platyrhynchos,"Anatidae (Ducks, Geese, and Waterfowl)",Anseriformes,Waterfowl,15,6,2005,Trebujena,Trebujena,Cadiz,A,0.0,M. Vazquez,,,,,,,,5435.0,24.0,control,06/15/2005
A,4110470,Gull-billed Tern,Gelochelidon nilotica,"Laridae (Gulls, Terns, and Skimmers)",Charadriiformes,"Gulls, Terns, and Skimmers",30,6,2004,PN Doñana,Aznalcazar,Sevilla,1,0.0,L. Garcia,,,,,,,,,,anillamiento,06/30/2004
C,4110470,Gull-billed Tern,Gelochelidon nilotica,"Laridae (Gulls, Terns, and Skimmers)",Charadriiformes,"Gulls, Terns, and Skimmers",8,10,2004,Trebujena,Trebujena,Cadiz,3,0.0,M. Vazquez,,,,,,,,100.0,27.0,muerto,10/08/2004
A,5072455,Pied Avocet,Recurvirostra avosetta,Recurvirostridae (Stilts and Avocets),Charadriiformes,Shorebirds,27,6,2002,Veta La Palma,Puebla del Rio,Sevilla,1,0.0,L. Garcia,,,,,,,,,,anillamiento,06/27/2002
C,5072455,Pied Avocet,Recurvirostra avosetta,Recurvirostridae (Stilts and Avocets),Charadriiformes,Shorebirds,15,11,2008,Huelva,Huelva,Huelva,A,0.0,M. Vazquez,,,,,,,,2333.0,70.0,muerto,11/15/2008
A,6050376,Little Egret,Egretta garzetta,"Ardeidae (Herons, Egrets, and Bitterns)",Pelecaniformes,"Herons, Ibis, and Allies",7,7,1989,Corta de la Isleta,Puebla del Rio,Sevilla,1,0.0,Catedra de Vertebrados,,,,,,,,,,anillamiento,07/07/1989
C,6050376,Little Egret,Egretta garzetta,"Ardeidae (Herons, Egrets, and Bitterns)",Pelecaniformes,"Herons, Ibis, and Allies",20,8,1991,Puebla del Rio,Puebla del Rio,Sevilla,2,0.0,LEO BIAGGI,,,,,,,,733.0,1.0,muerto,08/20/1991
A,7015867,Mallard,Anas platyrhynchos,"Anatidae (Ducks, Geese, and Waterfowl)",Anseriformes,Waterfowl,23,6,1986,Caño Cardales PND,Aznalcazar,Sevilla,1,2.0,A. Herrera,,,,,,,,,,anillamiento,06/23/1986
C,7015867,Mallard,Anas platyrhynchos,"Anatidae (Ducks, Geese, and Waterfowl)",Anseriformes,Waterfowl,26,9,1987,Lucio del Italiano,Puebla del Rio,Sevilla,5,2.0,LEO BIAGGI,,,,,,,,,,control,09/26/1987
A,7021718,Mallard,Anas platyrhynchos,"Anatidae (Ducks, Geese, and Waterfowl)",Anseriformes,Waterfowl,29,7,1988,El Desierto PND,Aznalcazar,Sevilla,6,2.0,A. Herrera,,,,,,,,,,anillamiento,07/29/1988
C,7021718,Mallard,Anas platyrhynchos,"Anatidae (Ducks, Geese, and Waterfowl)",Anseriformes,Waterfowl,30,7,1989,Lucio de las Gavetas,Puebla del Rio,Sevilla,6,2.0,LEO BIAGGI,,,,,,,,,,control,07/30/1989
A,7017911,Eurasian Coot,Fulica atra,"Rallidae (Rails, Gallinules, and Coots)",Gruiformes,"Rails, Gallinules, and Allies",20,6,1987,Caño Travieso PND,Aznalcazar,Sevilla,4,0.0,F. Ibañez,,,,,,,,,,anillamiento,06/20/1987
C,7017911,Eurasian Coot,Fulica atra,"Rallidae (Rails, Gallinules, and Coots)",Gruiformes,"Rails, Gallinules, and Allies",10,8,1987,Laguna Salada,Puerto de Santa Maria,Cadiz,4,0.0,LEO BIAGGI,,,,,,,,,,control,08/10/1987
A,R81870,Bank Swallow,Riparia riparia,Hirundinidae (Swallows),Passeriformes,Martins and Swallows,21,7,1986,Cabanillas,Cabanillas,Navarra,3,0.0,Kaskabelza,,,,,,,,,,anillamiento,07/21/1986
C,R81870,Bank Swallow,Riparia riparia,Hirundinidae (Swallows),Passeriformes,Martins and Swallows,27,3,1988,La Isleta,Puebla del Rio,Sevilla,7,0.0,M. Vazquez,,,,,,,,615.0,720.0,control,03/27/1988
A,110733,Bank Swallow,Riparia riparia,Hirundinidae (Swallows),Passeriformes,Martins and Swallows,16,4,1987,Guillena,Guillena,Sevilla,4,2.0,R. Carmona,,,,,,,,,,anillamiento,04/16/1987
C,110733,Bank Swallow,Riparia riparia,Hirundinidae (Swallows),Passeriformes,Martins and Swallows,31,3,1988,La Isleta,Puebla del Rio,Sevilla,6,0.0,M. Vazquez,,,,,,,,,,control,03/31/1988
A,116442,Bank Swallow,Riparia riparia,Hirundinidae (Swallows),Passeriformes,Martins and Swallows,21,3,1987,Corta de la Cartuja,Sevilla,Sevilla,4,0.0,FG Vilches,,,,,,,,,,anillamiento,03/21/1987
C,116442,Bank Swallow,Riparia riparia,Hirundinidae (Swallows),Passeriformes,Martins and Swallows,31,3,1988,La Isleta,Puebla del Rio,Sevilla,6,0.0,M. Vazquez,,,,,,,,,,control,03/31/1988
A,117348,Bank Swallow,Riparia riparia,Hirundinidae (Swallows),Passeriformes,Martins and Swallows,10,5,1987,Brazo de la Torre,Puebla del Rio,Sevilla,3,,G Phillo,,,,,,,,,,anillamiento,05/10/1987
C,117348,Bank Swallow,Riparia riparia,Hirundinidae (Swallows),Passeriformes,Martins and Swallows,27,3,1988,La Isleta,Puebla del Rio,Sevilla,5,2.0,M. Vazquez,,,,,,,,,,control,03/27/1988
A,157918,Bank Swallow,Riparia riparia,Hirundinidae (Swallows),Passeriformes,Martins and Swallows,10,5,1987,Aeropuerto de Sevilla,Sevilla,Sevilla,6,2.0,GOSUR,,,,,,,,,,anillamiento,05/10/1987
C,157918,Bank Swallow,Riparia riparia,Hirundinidae (Swallows),Passeriformes,Martins and Swallows,31,3,1988,La Isleta,Puebla del Rio,Sevilla,8,2.0,M. Vazquez,,,,,,,,,,control,03/31/1988
A,157982,Bank Swallow,Riparia riparia,Hirundinidae (Swallows),Passeriformes,Martins and Swallows,10,5,1987,Aeropuerto de Sevilla,Sevilla,Sevilla,6,2.0,GOSUR,,,,,,,,,,anillamiento,05/10/1987
C,157982,Bank Swallow,Riparia riparia,Hirundinidae (Swallows),Passeriformes,Martins and Swallows,27,3,1988,La Isleta,Puebla del Rio,Sevilla,8,2.0,M. Vazquez,,,,,,,,,,control,03/27/1988
A,175052,Bank Swallow,Riparia riparia,Hirundinidae (Swallows),Passeriformes,Martins and Swallows,21,3,1987,Corta de la Cartuja,Sevilla,Sevilla,4,0.0,FG Vilches,,,,,,,,,,anillamiento,03/21/1987
