"MODO","METAL","NOMBRE_COMUN","ESPECIE","FAMILIA","ORDEN","GRUPO","DIA","MES","AÑO","LOCALIDAD","PAIS","EDAD","SEXO","ANILLADOR","Grasa","Ala","peso","tarso","pico","cola","Hora","Dias","Kms","Observaciones","FECHA","LATITUD","LONGITUD"
"A","AD29919","Common Reed Warbler","Acrocephalus scirpaceus","Acrocephalidae (Reed Warblers and Allies)","Passeriformes","Reed Warblers and Allies",31,7,2001,"Agelo, Overijssel","Holanda","1",0,"Extranjero",NA,NA,NA,NA,NA,NA,NA,NA,NA,"anillamiento","07/31/2001",52.3848158,6.8870491
"C","AD29919","Common Reed Warbler","Acrocephalus scirpaceus","Acrocephalidae (Reed Warblers and Allies)","Passeriformes","Reed Warblers and Allies",24,10,2001,"El Alamillo, Sevilla","España","3",0,"M. Vazquez",NA,NA,NA,NA,NA,NA,NA,85,1943,"control","10/24/2001",37.4175931,-5.9933135
"A","AF57499","Common Reed Warbler","Acrocephalus scirpaceus","Acrocephalidae (Reed Warblers and Allies)","Passeriformes","Reed Warblers and Allies",19,8,2002,"Elburg, Gelderland","Holanda","3",0,"M. Vega",NA,NA,NA,NA,NA,NA,NA,NA,NA,"anillamiento","08/19/2002",52.4492631,5.8345193
"C","AF57499","Common Reed Warbler","Acrocephalus scirpaceus","Acrocephalidae (Reed Warblers and Allies)","Passeriformes","Reed Warblers and Allies",10,8,2003,"Laguna del Gobierno, Lantejuela,Sevilla","España","4",0,"Extranjero",NA,NA,NA,NA,NA,NA,NA,356,1885,"control","08/10/2003",37.3626595,-5.2270807
"A","AG13008","Common Reed Warbler","Acrocephalus scirpaceus","Acrocephalidae (Reed Warblers and Allies)","Passeriformes","Reed Warblers and Allies",28,7,2004,"Castricum, Noord Holland","Holanda","3",0,"Extranjero",NA,NA,NA,NA,NA,NA,NA,NA,NA,"anillamiento","07/28/2004",52.5495874,4.6695055
"C","AG13008","Common Reed Warbler","Acrocephalus scirpaceus","Acrocephalidae (Reed Warblers and Allies)","Passeriformes","Reed Warblers and Allies",24,8,2005,"Caño Navarro, Coria del Rio, Sevilla","España","4",0,"M. Vazquez",6,65.5,15.6,NA,NA,NA,NA,392,1888,"control","08/24/2005",37.2882628,-6.0533598
"A","AE40211","Common Reed Warbler","Acrocephalus scirpaceus","Acrocephalidae (Reed Warblers and Allies)","Passeriformes","Reed Warblers and Allies",10,8,1999,"Vrhinika, Ljubljansko Barje, Slovenia","Eslovenia","3",0,"Extranjero",NA,NA,NA,NA,NA,NA,NA,NA,NA,"anillamiento","08/10/1999",45.9870296,14.4536009
"C","AE40211","Common Reed Warbler","Acrocephalus scirpaceus","Acrocephalidae (Reed Warblers and Allies)","Passeriformes","Reed Warblers and Allies",24,8,2003,"Laguna del Gobierno, Lantejuela,Sevilla","España","4",0,"M. Vega",3,64,11.3,NA,NA,NA,NA,1475,1875,"control","08/24/2003",37.3626595,-5.2270807
"A","2524255","Great Reed Warbler","Acrocephalus arundinaceus","Acrocephalidae (Reed Warblers and Allies)","Passeriformes","Reed Warblers and Allies",29,8,1993,"Rio Blanco, Ecija, Sevilla","España","3",2,"E. Gomez",NA,NA,NA,NA,NA,NA,NA,NA,NA,"anillamiento","08/29/1993",37.535495,-5.0739044
"C","2524255","Great Reed Warbler","Acrocephalus arundinaceus","Acrocephalidae (Reed Warblers and Allies)","Passeriformes","Reed Warblers and Allies",24,4,1997,"Ghadira","Malta","4",0,"Extranjero",NA,NA,NA,NA,NA,NA,NA,1334,1734,"control","04/24/1997",35.9671945,14.3486429
"A","TA84159","Garden Warbler","Sylvia borin","Sylviidae (Sylviid Warblers, Parrotbills, and Allies)","Passeriformes","Sylviid Warblers",30,8,2003,"Sudislavice, Praha","Republica Checa","4",0,"Extranjero",NA,NA,NA,NA,NA,NA,NA,NA,NA,"anillamiento","08/30/2003",50.0755381,14.4378005
"C","TA84159","Garden Warbler","Sylvia borin","Sylviidae (Sylviid Warblers, Parrotbills, and Allies)","Passeriformes","Sylviid Warblers",28,4,2004,"El Alamillo, Sevilla","España","4",0,"M. Vazquez",NA,NA,NA,NA,NA,NA,NA,242,2156,"control","04/28/2004",37.4175931,-5.9933135
"A","B902778","Garden Warbler","Sylvia borin","Sylviidae (Sylviid Warblers, Parrotbills, and Allies)","Passeriformes","Sylviid Warblers",20,8,1994,"Lelystad, Houtrib Sluizen, Ijsselmeerpolders","Holanda","3",0,"Extranjero",NA,NA,NA,NA,NA,NA,NA,NA,NA,"anillamiento","08/20/1994",52.5277353,5.4343593
"C","B902778","Garden Warbler","Sylvia borin","Sylviidae (Sylviid Warblers, Parrotbills, and Allies)","Passeriformes","Sylviid Warblers",15,4,1997,"Dos Hermanas, Sevilla","España","2",0,"M. Vazquez",NA,NA,NA,NA,NA,NA,NA,969,1912,"control","04/15/1997",37.2865803,-5.9242391
"A","F127254","Eurasian Blackcap","Sylvia atricapilla","Sylviidae (Sylviid Warblers, Parrotbills, and Allies)","Passeriformes","Sylviid Warblers",2,10,1988,"Roerdomp, Noord Brabant","Holanda","4",2,"Extranjero",NA,NA,NA,NA,NA,NA,NA,NA,NA,"anillamiento","10/02/1988",51.4826537,5.2321687
"C","F127254","Eurasian Blackcap","Sylvia atricapilla","Sylviidae (Sylviid Warblers, Parrotbills, and Allies)","Passeriformes","Sylviid Warblers",16,11,1988,"Coria del Rio, Sevilla","España","2",0,"M. Vazquez",NA,NA,NA,NA,NA,NA,NA,46,1800,"muerto","11/16/1988",37.2882628,-6.0533598
"A","29V98698","Eurasian Blackcap","Sylvia atricapilla","Sylviidae (Sylviid Warblers, Parrotbills, and Allies)","Passeriformes","Sylviid Warblers",30,9,1988,"Clabecq, Brabant","Belgica","4",1,"Extranjero",NA,NA,NA,NA,NA,NA,NA,NA,NA,"anillamiento","09/30/1988",50.69212,4.22163
"C","29V98698","Eurasian Blackcap","Sylvia atricapilla","Sylviidae (Sylviid Warblers, Parrotbills, and Allies)","Passeriformes","Sylviid Warblers",29,11,1988,"Sevilla, Sevilla","España","2",0,"M. Vazquez",NA,NA,NA,NA,NA,NA,NA,59,1682,"muerto","11/29/1988",37.3890924,-5.9844589
"A","3764737","Eurasian Blackcap","Sylvia atricapilla","Sylviidae (Sylviid Warblers, Parrotbills, and Allies)","Passeriformes","Sylviid Warblers",11,9,1990,"Grembergen, Oost Vlaanderen, Flandes Oriental","Belgica","3",1,"Extranjero",NA,NA,NA,NA,NA,NA,NA,NA,NA,"anillamiento","09/11/1990",51.0550925,4.1056631
"C","3764738","Eurasian Blackcap","Sylvia atricapilla","Sylviidae (Sylviid Warblers, Parrotbills, and Allies)","Passeriformes","Sylviid Warblers",23,10,1993,"Castellar de la Frontera, Cadiz","España","2",0,"M. Vazquez",NA,NA,NA,NA,NA,NA,NA,1138,1803,"muerto","10/23/1993",36.2853497,-5.4202804
"A","7V4057","Eurasian Blackcap","Sylvia atricapilla","Sylviidae (Sylviid Warblers, Parrotbills, and Allies)","Passeriformes","Sylviid Warblers",17,7,1970,"Brasschaat, Antwerpen, Amberes","Belgica","4",1,"Extranjero",NA,NA,NA,NA,NA,NA,NA,NA,NA,"anillamiento","07/17/1970",51.2901086,4.4915511
"C","7V4057","Eurasian Blackcap","Sylvia atricapilla","Sylviidae (Sylviid Warblers, Parrotbills, and Allies)","Passeriformes","Sylviid Warblers",15,1,2000,"Marchena, Sevilla","España","A",0,"Zamalla",NA,NA,NA,NA,NA,NA,NA,10774,1733,"muerto","01/15/2000",37.3271048,-5.4162096
"A","3427860","Eurasian Blackcap","Sylvia atricapilla","Sylviidae (Sylviid Warblers, Parrotbills, and Allies)","Passeriformes","Sylviid Warblers",30,7,1990,"Pirincen, Limburg","Belgica","3",0,"Extranjero",NA,NA,NA,NA,NA,NA,NA,NA,NA,"anillamiento","07/30/1990",51.4427238,6.0608726
"C","3427860","Eurasian Blackcap","Sylvia atricapilla","Sylviidae (Sylviid Warblers, Parrotbills, and Allies)","Passeriformes","Sylviid Warblers",11,11,1990,"Cantera del Duende, El Rubio, Sevilla","España","3",0,"M. Vazquez",NA,NA,NA,NA,NA,NA,NA,104,1702,"control","11/11/1990",37.353777,-4.9909478
"A","4483981","Eurasian Blackcap","Sylvia atricapilla","Sylviidae (Sylviid Warblers, Parrotbills, and Allies)","Passeriformes","Sylviid Warblers",2,9,1992,"Boitsfort, Brabant","Belgica","3",2,"Extranjero",NA,NA,NA,NA,NA,NA,NA,NA,NA,"anillamiento","09/02/1992",50.7966762,4.417794
"C","4483981","Eurasian Blackcap","Sylvia atricapilla","Sylviidae (Sylviid Warblers, Parrotbills, and Allies)","Passeriformes","Sylviid Warblers",27,12,1992,"Arroyo Gascon, Marchena, Sevilla","España","3",2,"M. Vazquez",NA,NA,NA,NA,NA,NA,NA,116,1685,"control","12/27/1992",37.3271048,-5.4162096
"A","4667722","Eurasian Blackcap","Sylvia atricapilla","Sylviidae (Sylviid Warblers, Parrotbills, and Allies)","Passeriformes","Sylviid Warblers",22,10,1992,"Zwin, West Vlaanderen, Flandes Occidental","Belgica","3",1,"Extranjero",NA,NA,NA,NA,NA,NA,NA,NA,NA,"anillamiento","10/22/1992",51.3589788,3.3491624
"C","4667722","Eurasian Blackcap","Sylvia atricapilla","Sylviidae (Sylviid Warblers, Parrotbills, and Allies)","Passeriformes","Sylviid Warblers",29,11,1992,"Arroyo Gascon, Marchena, Sevilla","España","3",1,"M. Vazquez",NA,NA,NA,NA,NA,NA,NA,38,1705,"control","11/29/1992",37.3271048,-5.4162096
"A","5875357","Eurasian Blackcap","Sylvia atricapilla","Sylviidae (Sylviid Warblers, Parrotbills, and Allies)","Passeriformes","Sylviid Warblers",16,9,1996,"Meetkeerke, West Vlaanderen, Flandes Occidental","Belgica","3",1,"Extranjero",NA,NA,NA,NA,NA,NA,NA,NA,NA,"anillamiento","09/16/1996",51.2350824,3.1514099
"C","5875357","Eurasian Blackcap","Sylvia atricapilla","Sylviidae (Sylviid Warblers, Parrotbills, and Allies)","Passeriformes","Sylviid Warblers",21,2,1999,"Arroyo Gascon, Marchena, Sevilla","España","4",1,"M. Vazquez",NA,NA,NA,NA,NA,NA,NA,843,1821,"control","02/21/1999",37.3271048,-5.4162096
"A","5954776","Eurasian Blackcap","Sylvia atricapilla","Sylviidae (Sylviid Warblers, Parrotbills, and Allies)","Passeriformes","Sylviid Warblers",10,10,1996,"Rijkevorsel, Antwerpen, Amberes","Belgica","3",1,"Extranjero",NA,NA,NA,NA,NA,NA,NA,NA,NA,"anillamiento","10/10/1996",51.3493012,4.7604695
"C","5954776","Eurasian Blackcap","Sylvia atricapilla","Sylviidae (Sylviid Warblers, Parrotbills, and Allies)","Passeriformes","Sylviid Warblers",1,1,1999,"El Cuervo, Lebrija, Sevilla","España","4",0,"M. Vazquez",NA,NA,NA,NA,NA,NA,NA,843,1821,"muerto","01/01/1999",36.8527976,-6.0385235
"A","6115344","Eurasian Blackcap","Sylvia atricapilla","Sylviidae (Sylviid Warblers, Parrotbills, and Allies)","Passeriformes","Sylviid Warblers",15,9,1996,"Grembergen, Oost Vlaanderen, Flandes Oriental","Belgica","3",1,"Extranjero",NA,NA,NA,NA,NA,NA,NA,NA,NA,"anillamiento","09/15/1996",51.0550925,4.1056631
"C","6115344","Eurasian Blackcap","Sylvia atricapilla","Sylviidae (Sylviid Warblers, Parrotbills, and Allies)","Passeriformes","Sylviid Warblers",1,1,1999,"El Cuervo, Lebrija, Sevilla","España","4",0,"M. Vazquez",NA,NA,NA,NA,NA,NA,NA,838,1768,"muerto","01/01/1999",36.8527976,-6.0385235
"A","6253862","Eurasian Blackcap","Sylvia atricapilla","Sylviidae (Sylviid Warblers, Parrotbills, and Allies)","Passeriformes","Sylviid Warblers",20,9,1997,"Pontaury, Namen, Namur","Belgica","2",2,"Extranjero",NA,NA,NA,NA,NA,NA,NA,NA,NA,"anillamiento","09/20/1997",50.33926,4.66383
"C","6253862","Eurasian Blackcap","Sylvia atricapilla","Sylviidae (Sylviid Warblers, Parrotbills, and Allies)","Passeriformes","Sylviid Warblers",1,1,1999,"El Cuervo, Lebrija, Sevilla","España","4",0,"M. Vazquez",NA,NA,NA,NA,NA,NA,NA,468,1722,"muerto","01/01/1999",36.8527976,-6.0385235
"A","6506119","Eurasian Blackcap","Sylvia atricapilla","Sylviidae (Sylviid Warblers, Parrotbills, and Allies)","Passeriformes","Sylviid Warblers",25,9,1997,"Messelbroek, Brabant","Belgica","3",1,"Extranjero",NA,NA,NA,NA,NA,NA,NA,NA,NA,"anillamiento","09/25/1997",50.9933331,4.9274801
"C","6506119","Eurasian Blackcap","Sylvia atricapilla","Sylviidae (Sylviid Warblers, Parrotbills, and Allies)","Passeriformes","Sylviid Warblers",16,11,1997,"Cantera del Duende, El Rubio, Sevilla","España","3",1,"M. Vazquez",NA,NA,NA,NA,NA,NA,NA,52,1707,"control","11/16/1997",37.353777,-4.9909478
"A","6924546","Eurasian Blackcap","Sylvia atricapilla","Sylviidae (Sylviid Warblers, Parrotbills, and Allies)","Passeriformes","Sylviid Warblers",9,9,1999,"Hertsberge, West Vlaanderen, Flandes Occidental","Belgica","3",2,"Extranjero",NA,NA,NA,NA,NA,NA,NA,NA,NA,"anillamiento","09/09/1999",51.1053969,3.2730671
"C","6924546","Eurasian Blackcap","Sylvia atricapilla","Sylviidae (Sylviid Warblers, Parrotbills, and Allies)","Passeriformes","Sylviid Warblers",1,11,1999,"El Alamillo, Sevilla","España","3",2,"M. Vazquez",NA,NA,NA,NA,NA,NA,NA,53,1688,"control","11/01/1999",37.4175931,-5.9933135
"A","7013900","Eurasian Blackcap","Sylvia atricapilla","Sylviidae (Sylviid Warblers, Parrotbills, and Allies)","Passeriformes","Sylviid Warblers",4,9,1999,"ST Laurenis, Oost Vlaanderen, Flandes","Belgica","3",2,"Extranjero",NA,NA,NA,NA,NA,NA,NA,NA,NA,"anillamiento","09/04/1999",51.2418159,3.5249276
"C","7013900","Eurasian Blackcap","Sylvia atricapilla","Sylviidae (Sylviid Warblers, Parrotbills, and Allies)","Passeriformes","Sylviid Warblers",4,1,2000,"Laguna de Medina, Jerez de la Frontera, Cadiz","España","5",2,"Zamalla",NA,NA,NA,NA,NA,NA,NA,122,1789,"control","01/04/2000",36.616468,-6.0507129
"A","7124164","Eurasian Blackcap","Sylvia atricapilla","Sylviidae (Sylviid Warblers, Parrotbills, and Allies)","Passeriformes","Sylviid Warblers",20,9,2000,"Cerexhe, Heuseux, Luik Lieja","Belgica","3",1,"Extranjero",NA,NA,NA,NA,NA,NA,NA,NA,NA,"anillamiento","09/20/2000",50.6541483,5.7264702
"C","7124164","Eurasian Blackcap","Sylvia atricapilla","Sylviidae (Sylviid Warblers, Parrotbills, and Allies)","Passeriformes","Sylviid Warblers",12,11,2000,"El Alamillo, Sevilla","España","3",1,"M. Vazquez",NA,NA,NA,NA,NA,NA,NA,53,1739,"control","11/12/2000",37.4175931,-5.9933135
"A","8650459","Eurasian Blackcap","Sylvia atricapilla","Sylviidae (Sylviid Warblers, Parrotbills, and Allies)","Passeriformes","Sylviid Warblers",9,9,2003,"Grembergen, Oost Vlaanderen, Flandes Oriental","Belgica","3",2,"Extranjero",NA,NA,NA,NA,NA,NA,NA,NA,NA,"anillamiento","09/09/2003",51.0550925,4.1056631
"C","8650459","Eurasian Blackcap","Sylvia atricapilla","Sylviidae (Sylviid Warblers, Parrotbills, and Allies)","Passeriformes","Sylviid Warblers",18,12,2004,"Arroyo Gascon, Marchena, Sevilla","España","4",2,"M. Vazquez",NA,NA,NA,NA,NA,NA,NA,466,1688,"control","12/18/2004",37.3271048,-5.4162096
"A","L044195","Eurasian Blackcap","Sylvia atricapilla","Sylviidae (Sylviid Warblers, Parrotbills, and Allies)","Passeriformes","Sylviid Warblers",4,10,1996,"Torrecuadros, Hinojos, Huelva","España","3",1,"M. Vazquez",NA,NA,NA,NA,NA,NA,NA,NA,NA,"anillamiento","10/04/1996",37.3172487,-6.3810333
"C","L044195","Eurasian Blackcap","Sylvia atricapilla","Sylviidae (Sylviid Warblers, Parrotbills, and Allies)","Passeriformes","Sylviid Warblers",3,5,1997,"Aschaffenburg, Unterfranken","Alemania","2",0,"Extranjero",NA,NA,NA,NA,NA,NA,NA,211,1876,"muerto","05/03/1997",49.9806625,9.1355554
"A","L450270","Eurasian Blackcap","Sylvia atricapilla","Sylviidae (Sylviid Warblers, Parrotbills, and Allies)","Passeriformes","Sylviid Warblers",9,11,2000,"El Alamillo, Sevilla","España","3",2,"M. Vazquez",NA,NA,NA,NA,NA,NA,NA,NA,NA,"anillamiento","11/09/2000",37.4175931,-5.9933135
"C","L450270","Eurasian Blackcap","Sylvia atricapilla","Sylviidae (Sylviid Warblers, Parrotbills, and Allies)","Passeriformes","Sylviid Warblers",9,4,2004,"Awirs, Luik, Lieja","Belgica","4",2,"Extranjero",NA,NA,NA,NA,NA,NA,NA,1274,1722,"control","04/09/2004",50.5999117,5.4061097
"A","2286630","Eurasian Blackcap","Sylvia atricapilla","Sylviidae (Sylviid Warblers, Parrotbills, and Allies)","Passeriformes","Sylviid Warblers",16,11,1990,"Casa Neves, Aznalcazar, Sevilla","España","2",2,"M. Vazquez",NA,NA,NA,NA,NA,NA,NA,NA,NA,"anillamiento","11/16/1990",37.3047112,-6.2495425
"C","2286630","Eurasian Blackcap","Sylvia atricapilla","Sylviidae (Sylviid Warblers, Parrotbills, and Allies)","Passeriformes","Sylviid Warblers",24,4,1991,"Chevrense, Sena, Paris","Francia","2",0,"Extranjero",NA,NA,NA,NA,NA,NA,NA,163,1433,"muerto","04/24/1991",48.853797,2.355566
"A","2550519","Eurasian Blackcap","Sylvia atricapilla","Sylviidae (Sylviid Warblers, Parrotbills, and Allies)","Passeriformes","Sylviid Warblers",3,12,1996,"Valle de Hecho, Huesca","España","2",2,"Zamalla",NA,NA,NA,NA,NA,NA,NA,NA,NA,"anillamiento","12/03/1996",42.7248135,-0.7342734
"C","2550519","Eurasian Blackcap","Sylvia atricapilla","Sylviidae (Sylviid Warblers, Parrotbills, and Allies)","Passeriformes","Sylviid Warblers",30,3,1998,"Salleboeuf, Gironde","Francia","2",0,"Extranjero",NA,NA,NA,NA,NA,NA,NA,482,235,"muerto","03/30/1998",44.842793,-0.39731
"A","2A050667","Eurasian Blackcap","Sylvia atricapilla","Sylviidae (Sylviid Warblers, Parrotbills, and Allies)","Passeriformes","Sylviid Warblers",28,3,2004,"El Alamillo, Sevilla","España","4",1,"M. Vazquez",NA,NA,NA,NA,NA,NA,NA,NA,NA,"anillamiento","03/28/2004",37.4175931,-5.9933135
"C","2A050667","Eurasian Blackcap","Sylvia atricapilla","Sylviidae (Sylviid Warblers, Parrotbills, and Allies)","Passeriformes","Sylviid Warblers",19,4,2004,"Weybourne, Norfolk","Gran Bretaña","4",1,"BTO",NA,72,NA,NA,NA,NA,NA,22,1813,"control","04/19/2004",52.9433269,1.141423
"A","2A082663","Eurasian Blackcap","Sylvia atricapilla","Sylviidae (Sylviid Warblers, Parrotbills, and Allies)","Passeriformes","Sylviid Warblers",3,2,2005,"El Hampa, Coria del Rio, Sevilla","España","5",1,"M. Vazquez",NA,NA,NA,NA,NA,NA,NA,NA,NA,"anillamiento","02/03/2005",37.2882628,-6.0533598
"C","2A082663","Eurasian Blackcap","Sylvia atricapilla","Sylviidae (Sylviid Warblers, Parrotbills, and Allies)","Passeriformes","Sylviid Warblers",6,4,2005,"Welton, Humberside","Gran Bretaña","2",0,"BTO",NA,NA,NA,NA,NA,NA,NA,62,1876,"muerto","04/06/2005",NA,NA
"A","3862150","Eurasian Blackcap","Sylvia atricapilla","Sylviidae (Sylviid Warblers, Parrotbills, and Allies)","Passeriformes","Sylviid Warblers",6,9,1992,"Reserve la Maziere, Villeton, Lot et Garonne","Francia","3",2,"Extranjero",NA,NA,NA,NA,NA,NA,NA,NA,NA,"anillamiento","09/06/1992",44.3804076,0.2837351
"C","3862150","Eurasian Blackcap","Sylvia atricapilla","Sylviidae (Sylviid Warblers, Parrotbills, and Allies)","Passeriformes","Sylviid Warblers",2,2,1995,"Rio Blanco, Ecija, Sevilla","España","2",0,"LEO BIAGGI",NA,NA,NA,NA,NA,NA,NA,879,893,"muerto","02/02/1995",37.535495,-5.0739044
"A","4045343","Eurasian Blackcap","Sylvia atricapilla","Sylviidae (Sylviid Warblers, Parrotbills, and Allies)","Passeriformes","Sylviid Warblers",12,7,2001,"Oncy Sur Ecole, Essonne","Francia","3",0,"Extranjero",NA,NA,NA,NA,NA,NA,NA,NA,NA,"anillamiento","07/12/2001",48.381548,2.475284
"C","4045343","Eurasian Blackcap","Sylvia atricapilla","Sylviidae (Sylviid Warblers, Parrotbills, and Allies)","Passeriformes","Sylviid Warblers",20,3,2004,"El Alamillo, Sevilla","España","4",0,"M. Vazquez",NA,NA,NA,NA,NA,NA,NA,982,1398,"control","03/20/2004",37.4175931,-5.9933135
"A","BC59550","Eurasian Blackcap","Sylvia atricapilla","Sylviidae (Sylviid Warblers, Parrotbills, and Allies)","Passeriformes","Sylviid Warblers",25,9,2005,"Villeton, Lot et Garonne","Francia","3",1,"Extranjero",NA,NA,NA,NA,NA,NA,NA,NA,NA,"anillamiento","09/25/2005",44.3753342,0.2760903
"C","BC59550","Eurasian Blackcap","Sylvia atricapilla","Sylviidae (Sylviid Warblers, Parrotbills, and Allies)","Passeriformes","Sylviid Warblers",5,11,2006,"Coria del Rio, Sevilla","España","4",1,"M. Vazquez",1,NA,NA,NA,NA,NA,NA,406,947,"control","11/05/2006",37.2882628,-6.0533598
"A","F220001","Eurasian Blackcap","Sylvia atricapilla","Sylviidae (Sylviid Warblers, Parrotbills, and Allies)","Passeriformes","Sylviid Warblers",18,6,1989,"West Stafford, Dorset","Gran Bretaña","3",2,"Extranjero",NA,NA,NA,NA,NA,NA,NA,NA,NA,"anillamiento","06/18/1989",50.705099,-2.3876821
"C","F220001","Eurasian Blackcap","Sylvia atricapilla","Sylviidae (Sylviid Warblers, Parrotbills, and Allies)","Passeriformes","Sylviid Warblers",18,4,1993,"Lora del Rio, Sevilla","España","4",2,"M. Vazquez",NA,NA,NA,NA,NA,NA,NA,1400,1471,"control","04/18/1993",37.6556349,-5.52761
"A","J263585","Eurasian Blackcap","Sylvia atricapilla","Sylviidae (Sylviid Warblers, Parrotbills, and Allies)","Passeriformes","Sylviid Warblers",2,9,1993,"Wales Farm, Plumptom Sussex, West & East","Gran Bretaña","4",2,"Extranjero",NA,NA,NA,NA,NA,NA,NA,NA,NA,"anillamiento","09/02/1993",50.9065225,-0.0748708
"C","J263585","Eurasian Blackcap","Sylvia atricapilla","Sylviidae (Sylviid Warblers, Parrotbills, and Allies)","Passeriformes","Sylviid Warblers",20,10,1993,"Isla Redonda, Ecija, Sevilla","España","2",0,"M. Vazquez",NA,NA,NA,NA,NA,NA,NA,48,1800,"muerto","10/20/1993",37.4494549,-4.8827083
"A","N822451","Eurasian Blackcap","Sylvia atricapilla","Sylviidae (Sylviid Warblers, Parrotbills, and Allies)","Passeriformes","Sylviid Warblers",4,10,1998,"Walton in Gordano, Avon","Gran Bretaña","3",1,"Extranjero",NA,NA,NA,NA,NA,NA,NA,NA,NA,"anillamiento","10/04/1998",51.4542511,-2.827555
"C","N822451","Eurasian Blackcap","Sylvia atricapilla","Sylviidae (Sylviid Warblers, Parrotbills, and Allies)","Passeriformes","Sylviid Warblers",21,3,1999,"Utrera, Sevilla","España","4",0,"M. Vazquez",NA,NA,NA,NA,NA,NA,NA,168,1604,"control","03/21/1999",37.1848134,-5.7795147
"A","K896341","Eurasian Blackcap","Sylvia atricapilla","Sylviidae (Sylviid Warblers, Parrotbills, and Allies)","Passeriformes","Sylviid Warblers",5,9,1999,"Watlington Hilol, Oxford","Gran Bretaña","4",2,"Extranjero",NA,NA,NA,NA,NA,NA,NA,NA,NA,"anillamiento","09/05/1999",51.6359044,-0.979207
"C","K896341","Eurasian Blackcap","Sylvia atricapilla","Sylviidae (Sylviid Warblers, Parrotbills, and Allies)","Passeriformes","Sylviid Warblers",1,2,2002,"Torrecuadros, Hinojos, Huelva","España","4",2,"M. Vazquez",NA,NA,NA,NA,NA,NA,NA,880,1663,"control","02/01/2002",37.3172487,-6.3810333
