MODO,METAL,ESPECIE,DIA,MES,AÑO,LOCALIDAD,PAIS,EDAD,SEXO,ANILLADOR,Dias,Kms,Observaciones,FECHA CONTROL 1,Observaciones simple,FECHA CONTROL 2,LOCALIDAD CONTROL 2,PAIS CONTROL 2,LONGITUDE CONTROL 1,LATITUDE CONTROL 1,LONGITUDE CONTROL 2,LATITUDE CONTROL 2,EDAD CONTROL 2,SEXO CONTROL 2,ANILLADOR CONTROL 2,Dias anotados,Kms anotados,Observaciones control 2,Observaciones simple control 2
A,T013291,Calidris alpina,19,8,1998,"Salina del Pilar,Puerto Real, Cadiz",España,3,0,Zamalla,1809,1886.3460827752776,Anillamiento,1998-08-19,anillamiento,2003-08-02,"Admiral´S Farm, Norfolk",Gran Bretaña,-6.1969018,36.5333349,0.5223387,52.836575,A,0,Extranjero,1809,1877,control ,control
A,T027624,Calidris alpina,15,9,2001,"Salinas de Santa Teresa,Sanlucar de Barrameda, Cadiz",España,4,0,Zamalla,563,1108.520050504673,Anillamiento,2001-09-15,anillamiento,2003-04-01,"Res Nat de Moeze, Charente Maritime",Francia,-6.3733181,36.7688684,-1.037033,45.910503,4,0,Extranjero,563,1110,control ,control
A,NR44714,Calidris alpina,14,7,1993,"Seal Sands, Teesmoth, Cleveland",Gran Bretaña,4,0,Extranjero,2014,2045.873110467166,Anillamiento,1993-07-14,anillamiento,1999-01-18,"Salina del Pilar,Puerto Real, Cadiz",España,-1.1689767,54.6110624,-6.1969018,36.5333349,4,0,Zamalla,2014,2045,control ,control
A,NR47760,Calidris alpina,13,5,1998,"Biggar Bank, Walney Islands, Cumbria",Gran Bretaña,6,0,Extranjero,366,1964.447028283448,Anillamiento,1998-05-13,anillamiento,1999-05-14,"Salina del Pilar,Puerto Real, Cadiz",España,-3.2600031,54.09114870000001,-6.1969018,36.5333349,4,0,Zamalla,366,1963,control ,control
A,NR60648,Calidris alpina,10,5,1994,"North Gare Sands, Teesmooth, Cleveland",Gran Bretaña,6,0,Extranjero,1946,2105.084304766159,Anillamiento,1994-05-10,anillamiento,1999-09-07,"Salina del Pilar,Puerto Real, Cadiz",España,-3.435973,55.378051,-6.1969018,36.5333349,4,0,Zamalla,1946,2047,control ,control
A,NR78854,Calidris alpina,24,8,1996,"Seal Sands, Teesmoth, Cleveland",Gran Bretaña,3,0,Extranjero,1114,2045.873110467166,Anillamiento,1996-08-24,anillamiento,1999-09-12,"Salina del Pilar,Puerto Real, Cadiz",España,-1.1689767,54.6110624,-6.1969018,36.5333349,9,0,Zamalla,1114,2045,control ,control
A,NS54701,Calidris alpina,11,5,1996,"Waterfoot, Dumfries, Galloway Region",Gran Bretaña,6,2,Extranjero,713,1987.479442631701,Anillamiento,1996-05-11,anillamiento,1998-04-24,"Lucio Poco abrigo, Puebla del Rio, Sevilla",España,-3.60512,55.070859,-6.063133,37.2694065,4,0,M. Vazquez,713,1978,control ,control
A,C8628956,Calidris alpina,6,10,1997,"Jomfruland, Kragero, Telenark",Noruega,3,0,Extranjero,495,2732.317427767079,Anillamiento,1997-10-06,anillamiento,1999-02-13,"Salina del Pilar,Puerto Real, Cadiz",España,9.566408299999999,58.8428406,-6.1969018,36.5333349,7,0,Zamalla,495,2734,control ,control
A,JN56998,Calidris alpina,30,8,1993,"Ujscie Wisly K Swibna, Gdansk",Polonia,3,0,Extranjero,2047,2762.5077029454133,Anillamiento,1993-08-30,anillamiento,1999-04-08,"Salina del Pilar,Puerto Real, Cadiz",España,18.947157,54.351689,-6.1969018,36.5333349,A,0,Zamalla,2047,2757,control ,control
A,T007727,Calidris ferruginea,17,8,1996,"Marismas del Odiel, Huelva",España,4,0,M. Vazquez,1436,2743.4632078556224,Anillamiento,1996-08-17,anillamiento,2000-07-23,"Ottenby, Oland",Suecia,-6.967282399999999,37.2088292,16.4528946,56.2380746,4,0,Extranjero,1436,2728,control ,control
A,81482239,Calidris ferruginea,15,5,1993,"Central Sivash II, Crimea",Ucrania,6,0,Extranjero,2182,3513.156226659861,Anillamiento,1993-05-15,anillamiento,1999-05-06,"Salina del Pilar,Puerto Real, Cadiz",España,34.333333,46.083333,-6.1969018,36.5333349,4,0,Zamalla,2182,3493,control ,control
A,2286797,Calidris minuta,7,8,1991,"Veta la Palma, Puebla del Rio, Sevilla",España,4,1,M. Vazquez,721,3259.416133614654,Anillamiento,1991-08-07,anillamiento,1993-07-28,"Sappi Luvia, Turku Pori, Abo Bjorneborg",Finlandia,-6.063133,37.2694065,22.2666303,60.4518126,6,1,Extranjero,721,3309,control ,control
A,E81599,Recurvirostra avosetta,11,6,1980,"Apetlon, Nez Neusiedl, Burgenland",Austria,1,0,Extranjero,3321,2199.618256143212,Anillamiento,1980-06-11,anillamiento,1989-07-15,"Lucio de las Gavetas, Puebla del Rio",España,16.8305366,47.7458991,-6.063133,37.2694065,A,0,LEO BIAGGI,NA,NA,Encontrado muerto,muerto
A,3415965,Recurvirostra avosetta,22,7,1996,"Wormer-En Jisperveld, Noord Holland",Holanda,3,0,Extranjero,411,1903.2912507771791,Anillamiento,1996-07-22,anillamiento,1997-09-06,"Dehesa de Abajo, Puebla del Rio, Sevilla",España,4.7974775,52.5024285,-6.171473199999999,37.2056808,5,0,M. Vazquez,411,1893,Encontrado muerto,muerto
A,4071886,Himantopus himantopus,25,6,1998,"Los Palacios, Sevilla",España,1,0,M. Vazquez,2207,771.5011967905998,Anillamiento,1998-06-25,anillamiento,2004-07-10,"Ksar Chellala, Argelia otras Provincias",Argelia,-5.9244808,37.1584636,2.3153581,35.2181066,A,0,Extranjero,2207,769,Encontrado muerto,muerto
A,EC89687,Burhinus oedicnemus,3,8,1994,Norfolk,Gran Bretaña,1,0,Extranjero,165,1773.873591994127,Anillamiento,1994-08-03,anillamiento,1995-01-15,"La Roda, Sevilla",España,0.8864021,52.6139686,-5.981247,37.3949104,5,0,M. Vazquez,165,1744,Cazado con escopeta,muerto
A,5202873,Larus fuscus,25,6,1987,"ECT Terrein, Maasulakte, Zuid Holland",Holanda,1,0,Extranjero,509,1813.8438946560739,Anillamiento,1987-06-25,anillamiento,1988-11-15,"Puebla del Rio, Sevilla",España,4.0289854,51.9543831,-6.063133,37.2694065,5,0,LEO BIAGGI,505,1815,Cazado con escopeta,muerto
A,4076860,Larus fuscus,25,7,1989,"Mikladi, Jylland, Jutland",Dinamarca,1,0,Extranjero,143,2383.170354038364,Anillamiento,1989-07-25,anillamiento,1989-12-15,"Puebla del Rio, Sevilla",España,9.335822799999999,56.029287,-6.063133,37.2694065,3,0,LEO BIAGGI,157,2818,Cazado con escopeta,muerto
A,GG44185,Larus fuscus,8,7,1990,"Ordfordness, Suffolk",Gran Bretaña,1,0,Extranjero,428,1735.3347866618622,Anillamiento,1990-07-08,anillamiento,1991-09-09,"Isla Mayor, Sevilla",España,1.5340168,52.0945787,-5.9127402,37.3868107,5,0,LEO BIAGGI,426,1770,Encontrado muerto,muerto
A,4167111,Larus fuscus,18,6,1991,"Rauna, Farsund, Vest Agder",Noruega,1,0,Extranjero,1838,2523.445532934764,Anillamiento,1991-06-18,anillamiento,1996-06-29,"Marismas del Odiel, Huelva",España,6.673594199999999,58.0582757,-6.967282399999999,37.2088292,A,0,M. Vazquez,1960,2523,control ,control
A,4224148,Larus fuscus,12,7,2002,"Rauna, Farsund, Vest Agder",Noruega,1,0,Extranjero,436,2459.698396307347,Anillamiento,2002-07-12,anillamiento,2003-09-21,"Laguna del Gobierno, Lantejuela,Sevilla",España,6.673594199999999,58.0582757,-5.2270807,37.3626595,5,0,M. Vazquez,436,2457,control ,control
A,6017280,Larus fuscus,30,8,1990,"Cañada de los Pajaros, Puebla del Rio, Sevilla",España,4,0,LEO BIAGGI,729,2062.788838279222,Anillamiento,1990-08-30,anillamiento,1992-08-28,"Merrynton, Near Larkhall, Strathclyde Region",Gran Bretaña,-6.129244,37.2385346,-3.971699,55.737744,8,0,Extranjero,729,2060,Colision con tendido electrico,muerto
A,MA11008,Larus canus,5,7,1985,"Skurvene, Hisoy, Aust Agder",Noruega,1,0,Extranjero,579,2573.4481346316206,Anillamiento,1985-07-05,anillamiento,1987-02-04,"Corta de la Cartuja, Sevilla",España,8.7562765,58.4399527,-6.007222,37.398611,7,0,LEO BIAGGI,NA,NA,Encontrado herida y no liberada,control
A,4T65312,Larus ridibundus,10,6,1989,"Genk, Limburg",Belgica,1,0,Extranjero,453,1782.3125553933583,Anillamiento,1989-06-10,anillamiento,1990-09-06,"Cañada de los Pajaros, Puebla del Rio, Sevilla",España,5.5021822,50.9662102,-6.129244,37.2385346,5,0,LEO BIAGGI,451,1775,Encontrado muerto,muerto
A,FS11577,Larus ridibundus,1,6,1988,"Clepe, Loire",Francia,1,0,Extranjero,830,1278.0779306652428,Anillamiento,1988-06-01,anillamiento,1990-09-09,"Cañada de los Pajaros, Puebla del Rio, Sevilla",España,4.181789999999999,45.770135,-6.129244,37.2385346,7,0,LEO BIAGGI,828,1272,Encontrado muerto,muerto
A,3438899,Larus ridibundus,8,6,1988,"Hellegatsplein, Noord Brabant",Holanda,1,0,Extranjero,1153,1816.835664982187,Anillamiento,1988-06-08,anillamiento,1991-08-05,"Aznalcazar, Sevilla",España,5.2321687,51.4826537,-6.2495424999999996,37.3047112,9,0,LEO BIAGGI,1152,1806,Encontrado muerto,muerto
A,311365,Larus ridibundus,2,6,1988,"Gagzdai, Klaipeda",Lituania,1,0,Extranjero,458,2903.1693354952863,Anillamiento,1988-06-02,anillamiento,1989-09-03,"Puebla del Rio, Sevilla",España,21.3806819,55.7059659,-6.063133,37.2694065,5,0,LEO BIAGGI,456,2901,Encontrado muerto,muerto
A,375328,Larus ridibundus,1,6,1991,"Zatysiai, Jonava",Lituania,1,0,Extranjero,192,3016.3930060002294,Anillamiento,1991-06-01,anillamiento,1991-12-10,"Puebla del Rio, Sevilla",España,24.1469808,55.051641,-6.063133,37.2694065,3,0,LEO BIAGGI,189,3008,Encontrado muerto,muerto
A,4003721,Larus ridibundus,7,9,1989,"Cañada de los Pajaros, Puebla del Rio, Sevilla",España,4,0,LEO BIAGGI,1662,1845.4386891785036,Anillamiento,1989-09-07,anillamiento,1994-03-27,"Koln Longerich, Koln",Alemania,-6.129244,37.2385346,6.9160488,50.9985042,A,0,Extranjero,1662,1837,Encontrado muerto,muerto
A,4030527,Larus ridibundus,3,9,1990,"Cañada de los Pajaros, Puebla del Rio, Sevilla",España,3,0,LEO BIAGGI,615,1741.4101207792346,Anillamiento,1990-09-03,anillamiento,1992-05-10,"Moerbeke Waas, Flandes Oriental",Belgica,-6.129244,37.2385346,3.9407302,51.17429809999999,7,0,Extranjero,NA,NA,Encontrado muerto,muerto
A,ST52707,Larus ridibundus,30,6,1988,"Lieksa, Phojois Karjalan, Mikkili San Miguel",Finlandia,4,0,Extranjero,200,3723.7386381105666,Anillamiento,1988-06-30,anillamiento,1989-01-16,"El Rubio, Sevilla",España,30.0264527,63.3185051,-4.9909478,37.353777,4,0,LEO BIAGGI,200,3707,Cazado con escopeta,muerto
A,1373245,Sterna sandvicensis,29,5,1998,"Griend, Griend",Holanda,1,0,Extranjero,1204,2042.281481828851,Anillamiento,1998-05-29,anillamiento,2001-09-14,"Salinas de Santa Teresa,Sanlucar de Barrameda, Cadiz",España,5.2544388,53.2519072,-6.3733181,36.7688684,4,0,M. Vazquez,1204,2040,control ,control
A,5063406,Streptopelia decaocto,4,10,2003,"Cañada de los Pajaros, Puebla del Rio, Sevilla",España,3,0,M. Vazquez,355,161.89147981212574,Anillamiento,2003-10-04,anillamiento,2004-09-23,"Ria de Alvor, Faro, Algarve",Portugal,-6.129244,37.2385346,-7.9304397,37.0193548,5,0,Extranjero,355,216,control ,control
A,H78185,Tyto alba,23,6,1996,"Biwer, Luxemburgo",Luxemburgo,1,0,Extranjero,161,1796.725797334947,Anillamiento,1996-06-23,anillamiento,1996-12-01,"Vejer de la Frontera, Cadiz",España,6.370933,49.706594,-5.9667359,36.252034,3,0,M. Vazquez,161,1797,Atropellado,muerto
A,SA34145,Apus apus,22,6,1973,"Knresborogh, North Yorkshire",Gran Bretaña,4,0,Extranjero,4133,1816.5684128809955,Anillamiento,1973-06-22,anillamiento,1984-10-15,"Cazalla de la Sierra, Sevilla",España,-1.4645728,54.0074396,-5.759653900000001,37.9330547,A,0,LEO BIAGGI,3414,1819,Cazado con escopeta,muerto
A,3194350,Upupa epops,24,3,2005,"Laguna del Gobierno, Lantejuela,Sevilla",España,4,0,Zamalla,762,798.5261791686318,Anillamiento,2005-03-24,anillamiento,2007-04-25,"Monsegur, Landes",Francia,-5.2270807,37.3626595,-0.5419349,43.604236,4,0,Extranjero,762,799,Atropellado,muerto
A,220413,Anser anser,11,8,1983,Gulper See,Alemania,3,1,Extranjero,7981,2269.790047460233,Anillamiento,1983-08-11,anillamiento,2005-06-17,"Moguer, Huelva",España,12.2516128,52.7376486,-6.8369079,37.27464,A,0,M. Vazquez,7981,2273,Encontrada solo anilla,muerto
A,9030456,Ciconia ciconia,17,6,2004,"Dehesa de Abajo, Puebla del Rio, Sevilla",España,1,0,M. Vazquez,2209,2301.673501193361,Anillamiento,2004-06-17,anillamiento,2010-07-05,Ayoun El Atrouss,Mauritania,-6.171473199999999,37.2056808,-9.606300599999999,16.6592113,A,0,CRBPO,2209,2297,Encontrado muerto,muerto
A,A5114,Ciconia ciconia,13,6,2006,"Manhein, Nordbaden, Karlsruhe",Alemania,1,0,M. Vazquez,68,1863.422670096952,Anillamiento,2006-06-13,anillamiento,2006-08-20,"Puerto Real, Cadiz",España,8.466039499999999,49.4874592,-6.1831947,36.5316485,3,0,Extranjero,68,1860,Colision con tendido electrico,muerto
A,DD62652,Sterna sandvicensis,1,7,2006,"Ogilby Island, Down",Gran Bretaña,1,0,M. Vazquez,255,2022.6845182106447,Anillamiento,2006-07-01,anillamiento,2007-03-13,"Veta la Palma, Puebla del Rio, Sevilla",España,-3.435973,55.378051,-6.063133,37.2694065,4,0,Extranjero,255,1938,Encontrado muerto,muerto
A,2E1108,Phalacrocorax carbo,14,6,1999,"Yderste Holm, Stavns Fjord, Samso",Dinamarca,1,0,Extranjero,885,2506.2008573700714,Anillamiento,1999-06-14,anillamiento,2001-11-15,"San Fernando,Cadiz",España,10.6538478,55.9025536,-6.196594800000001,36.4718646,5,0,M. Vazquez,885,2499,Cazado con escopeta,muerto
A,GG25935,Larus fuscus,21,5,1989,"Swomer Island, Dyfed, Wales",Gran Bretaña,1,0,Extranjero,101,1661.1055453108968,Anillamiento,1989-05-21,anillamiento,1989-08-30,"Veta la Palma, Puebla del Rio, Sevilla",España,-3.7837117,52.1306607,-6.063133,37.2694065,3,0,LEO BIAGGI,NA,NA,Encontrado enfermo y  liberado,control
A,FS16993,Larus ridibundus,2,6,1990,"Craintilleux, Loire",Francia,1,0,Extranjero,105,1260.3471377439187,Anillamiento,1990-06-02,anillamiento,1990-09-15,"Puebla del Rio, Sevilla",España,4.235228,45.583538,-6.063133,37.2694065,3,0,LEO BIAGGI,103,1258,Encontrado enfermo y  liberado,control
A,379265,Sterna caspia,17,6,1986,Tombamaa,Estonia,1,0,Extranjero,1893,3110.650703426993,Anillamiento,1986-06-17,anillamiento,1991-08-23,"Isla Mayor, Sevilla",España,22.808611,58.15555599999999,-5.9127402,37.3868107,6,0,LEO BIAGGI,1891,3144,Encontrado enfermo y  liberado,control
A,SA867098,Alauda arvensis,18,10,1994,"Tremblay sur Mauldre, Yvelines, Paris",Francia,4,2,Extranjero,131,1413.2538346648062,Anillamiento,1994-10-18,anillamiento,1995-02-26,"Isla Mayor, Sevilla",España,1.878826,48.771953,-5.9127402,37.3868107,2,0,LEO BIAGGI,131,1448,Cazado con escopeta,muerto
A,232903,Riparia riparia,15,5,1988,"La Isleta, Puebla del Rio, Sevilla",España,4,0,M. Vazquez,1041,2552.555722283279,Anillamiento,1988-05-15,anillamiento,1991-03-22,"PN Djoudj, Fleuve",Senegal,-6.0618749,37.2642283,-13.66742148218044,15.24782419915751,4,0,Extranjero,1042,2528,control ,control
A,832254,Riparia riparia,14,8,1997,"El Pantano, Los Palacios, Sevilla",España,2,0,M. Vazquez,279,289.07509374220047,Anillamiento,1997-08-14,anillamiento,1998-05-20,"Marateca, Setubal, Estremadura",Portugal,-5.9244808,37.1584636,-8.6778791,38.5796755,4,0,Extranjero,279,298,control ,control
A,AF1338,Riparia riparia,4,9,1999,"Laguna Cerro de las Cigüeñas, Los Palacios, Sevilla",España,3,0,M. Vazquez,289,2255.2033845808905,Anillamiento,1999-09-04,anillamiento,2000-06-19,"Mid Lairgs, Daviot, Highland Region",Gran Bretaña,-5.9584516,37.1756121,-4.137949,57.424586,4,2,Extranjero,289,2252,control ,control
A,A161871,Riparia riparia,25,6,1998,"Paul da Madriz, Coimbra, Beira Litoral",Portugal,3,0,Extranjero,423,402.4273704826957,Anillamiento,1998-06-25,anillamiento,1999-08-22,"Laguna Cerro de las Cigüeñas, Los Palacios, Sevilla",España,-8.6397172,40.1293302,-5.9584516,37.1756121,4,0,M. Vazquez,423,402,control ,control
A,A166280,Riparia riparia,5,7,1999,"Paul da Madriz, Coimbra, Beira Litoral",Portugal,3,0,Extranjero,48,402.4273704826957,Anillamiento,1999-07-05,anillamiento,1999-08-22,"Laguna Cerro de las Cigüeñas, Los Palacios, Sevilla",España,-8.6397172,40.1293302,-5.9584516,37.1756121,3,0,M. Vazquez,48,404,Muerto en red japonesa ahogado,muerto
A,229553,Hirundo rustica,19,4,1988,"Puebla del Rio, Sevilla",España,1,0,LEO BIAGGI,1114,504.9641483498507,Anillamiento,1988-04-19,anillamiento,1991-05-08,Missour,Marruecos,-6.063133,37.2694065,-3.9954969,33.0460809,2,0,Extranjero,1114,504,Encontrado muerto,muerto
A,309387,Hirundo rustica,4,5,1991,"Cortijo Saballo, Marinaleda, Sevilla",España,1,0,M. Vazquez,325,572.764147085891,Anillamiento,1991-05-04,anillamiento,1992-03-24,Beni Mellal,Marruecos,-4.9591166,37.37177010000001,-6.375799,32.342443,5,0,Particular,325,575,control ,control
A,AC5521,Hirundo rustica,21,8,1999,"Laguna Cerro de las Cigüeñas, Los Palacios, Sevilla",España,3,0,M. Vazquez,156,3737.595281280175,Anillamiento,1999-08-21,anillamiento,2000-01-24,"Ebbajen, Boje",Nigeria,-5.9584516,37.1756121,8.8803925,6.2894715,5,0,Particular,156,3747,control ,control
A,AF1523,Hirundo rustica,4,9,1999,"Laguna Cerro de las Cigüeñas, Los Palacios, Sevilla",España,3,0,M. Vazquez,228,791.4311178580842,Anillamiento,1999-09-04,anillamiento,2000-04-19,PN de Souss Massa,Marruecos,-5.9584516,37.1756121,-8.1338558,30.2750611,2,0,CRBPO,228,869,Colision con un avion,muerto
A,N207694,Hirundo rustica,6,10,2005,"Caño Navarro, Coria del Rio, Sevilla",España,3,0,M. Vazquez,219,1854.7174698909582,Anillamiento,2005-10-06,anillamiento,2006-05-13,"Norton, South Yorks",Gran Bretaña,-6.0533598,37.2882628,-1.1748209,53.629497,5,0,BTO,219,1855,control ,control
A,1184479,Anthus pratensis,1,10,1982,"Overijse, Brabant",Belgica,4,0,Extranjero,1891,1717.84431612974,Anillamiento,1982-10-01,anillamiento,1987-12-05,"Coria del Rio, Sevilla",España,4.5342712,50.7708411,-6.0533598,37.2882628,4,0,M. Vazquez,1889,1706,Cazada,muerto
A,1235157,Anthus pratensis,9,10,1980,"Lokeren, Cost VL",Belgica,2,0,Extranjero,24,1728.7016345446407,Anillamiento,1980-10-09,anillamiento,1980-11-02,"Coria del Rio, Sevilla",España,3.9895048,51.1040179,-6.0533598,37.2882628,2,0,M. Vazquez,NA,NA,Cazada red de suelo,muerto
A,2265107,Anthus pratensis,23,9,1986,"Awirs, Luik, Lieja",Belgica,3,0,Extranjero,280,1739.5472723947626,Anillamiento,1986-09-23,anillamiento,1987-06-30,"Puebla del Rio, Sevilla",España,5.4061097,50.5999117,-6.063133,37.2694065,2,0,M. Vazquez,260,1758,Solo anilla,muerto
A,2279724,Anthus pratensis,13,10,1986,"Bellers, Henegouwen",Belgica,4,0,Extranjero,769,1679.0549406741084,Anillamiento,1986-10-13,anillamiento,1988-11-20,"Puebla del Rio, Sevilla",España,4.062101699999999,50.5257076,-6.063133,37.2694065,2,0,M. Vazquez,767,1668,Cazada,muerto
A,2083874,Anthus pratensis,2,10,1988,"Neerpelt, Limburg",Belgica,4,0,Extranjero,41,1760.0606606938543,Anillamiento,1988-10-02,anillamiento,1988-11-12,"Carmona, Sevilla",España,5.43173,51.22723999999999,-5.6037465,37.4634739,2,0,M. Vazquez,40,1760,Cazada con percha,muerto
A,2722123,Anthus pratensis,11,10,1987,"Merksplas, Antwerpen, Amberes",Belgica,4,0,Extranjero,398,1750.2986745911246,Anillamiento,1987-10-11,anillamiento,1988-11-12,"Carmona, Sevilla",España,4.8643467,51.3541789,-5.6037465,37.4634739,2,0,M. Vazquez,396,1753,Cazada con percha,muerto
A,3482480,Anthus pratensis,30,9,1989,"Sourbrodt, Luik, Lieja",Belgica,3,0,Extranjero,1858,1756.7149274149556,Anillamiento,1989-09-30,anillamiento,1994-11-01,"Coria del Rio, Sevilla",España,6.11175,50.47895,-6.0533598,37.2882628,2,0,M. Vazquez,1858,1756,Cazada,muerto
A,8305694,Anthus pratensis,27,9,2002,"Hamme St Anna, Oost Vlaanderen, Flandes",Belgica,3,0,Extranjero,780,1777.6070445222908,Anillamiento,2002-09-27,anillamiento,2004-11-15,"Trebujena, Cadiz",España,4.07273,51.09491000000001,-6.175237699999999,36.8704663,2,0,M. Vazquez,780,1780,Cazada,muerto
A,XC743076,Anthus pratensis,29,7,1988,"Kandalakshskiy Zap-K, Bolshoy, Murmansk",Rusia,3,0,Extranjero,128,4252.505871234241,Anillamiento,1988-07-29,anillamiento,1988-12-04,"Los Palacios, Sevilla",España,33.0855848,68.97331129999999,-5.9244808,37.1584636,2,0,M. Vazquez,128,4255,Cazada,muerto
A,XD973232,Anthus pratensis,4,7,1991,"Kandalakshskiy, Barentsevo, Mor Murmansk",Rusia,1,0,Extranjero,530,4239.269780195123,Anillamiento,1991-07-04,anillamiento,1992-12-15,"Dos Hermanas, Sevilla",España,33.0855848,68.97331129999999,-5.924239099999999,37.2865803,5,0,M. Vazquez,530,4244,Cazada,muerto
A,XD973239,Anthus pratensis,6,7,1991,"Kandalakshskiy, Barentsevo, Mor Murmansk",Rusia,1,0,Extranjero,528,4239.269780195123,Anillamiento,1991-07-06,anillamiento,1992-12-15,"Dos Hermanas, Sevilla",España,33.0855848,68.97331129999999,-5.924239099999999,37.2865803,5,0,M. Vazquez,528,4246,Cazada,muerto
A,E225608,Anthus pratensis,15,9,1987,"Sporn Point, Humberside",Gran Bretaña,3,0,Extranjero,406,2020.526665296509,Anillamiento,1987-09-15,anillamiento,1988-10-25,"Coria del Rio, Sevilla",España,-3.435973,55.378051,-6.0533598,37.2882628,2,0,M. Vazquez,405,1872,Cazada,muerto
A,H559564,Anthus pratensis,13,9,1992,"Spurn Head, Humberside",Gran Bretaña,3,0,Extranjero,65,1857.585755022576,Anillamiento,1992-09-13,anillamiento,1992-11-17,"Colegio El Rocio, Torreblanca, Sevilla",España,0.1083142,53.5736612,-5.903761100000001,37.3884092,2,0,M. Vazquez,65,1856,Encontrado muerto,muerto
A,E117353,Anthus pratensis,5,9,1989,"Finset, Hemsedal, Buskerund",Noruega,4,0,Extranjero,785,2813.919764854854,Anillamiento,1989-09-05,anillamiento,1991-10-30,"Huevar, Sevilla",España,8.527954500000002,60.867869,-6.2773395,37.3566551,2,0,M. Vazquez,815,2815,Cazada,muerto
A,E193569,Anthus pratensis,14,8,1989,"Fraena, More Og Romsdal",Noruega,3,0,Extranjero,1905,2992.5894031116704,Anillamiento,1989-08-14,anillamiento,1994-11-01,"Coria del Rio, Sevilla",España,6.9705698,62.98444929999999,-6.0533598,37.2882628,2,0,M. Vazquez,1905,2988,Cazada,muerto
A,A997542,Anthus pratensis,22,9,1988,"Kennmerduinen, Harlen, Noord Holland",Holanda,4,0,Extranjero,44,1841.1295179049887,Anillamiento,1988-09-22,anillamiento,1988-11-05,"Carmona, Sevilla",España,4.6462194,52.3873878,-5.6037465,37.4634739,2,0,M. Vazquez,43,1842,Cazada con percha,muerto
A,3924820,Motacilla flava,10,3,1993,"PN Djoudj, Fleuve",Senegal,4,2,Extranjero,962,2553.062079392403,Anillamiento,1993-03-10,anillamiento,1995-10-28,"Puebla del Rio, Sevilla",España,-13.66742148218044,15.24782419915751,-6.063133,37.2694065,2,0,M. Vazquez,962,2525,Encontrado muerto,muerto
A,9004398,Ciconia ciconia,29,5,1992,"Cañada de los Pajaros, Puebla del Rio, Sevilla",España,1,0,M. Vazquez,2471,2289.23450027858,Anillamiento,1992-05-29,anillamiento,1999-03-05,Tombouctou,Mali,-6.129244,37.2385346,-3.0025615,16.7665887,A,0,Extranjero,NA,NA,Encontrado muerto,muerto
A,23V12140,Motacilla alba,7,4,1983,"St Amande, Antwerpen",Belgica,4,1,Extranjero,1306,1755.0861149948616,Anillamiento,1983-04-07,anillamiento,1986-11-03,"Coria del Rio, Sevilla",España,4.4051485,51.2213404,-6.0533598,37.2882628,2,0,M. Vazquez,NA,NA,Cazada,muerto
A,33V12675,Motacilla alba,18,9,1990,"Zele Heikant, Flandes Occidental",Belgica,3,0,Extranjero,463,1694.0106145787263,Anillamiento,1990-09-18,anillamiento,1991-12-25,"Puñana, Almensilla, Sevilla",España,3.1457942,51.0536024,-6.1136061,37.3098113,5,0,M. Vazquez,464,1650,Cazada,muerto
A,4262822,Motacilla alba,30,9,1992,"Boortmeerbeek, Brabant",Belgica,3,0,Extranjero,76,1733.2264202613137,Anillamiento,1992-09-30,anillamiento,1992-12-15,"Dos Hermanas, Sevilla",España,4.5611679,50.9760115,-5.924239099999999,37.2865803,3,0,M. Vazquez,76,1734,Atropellado,muerto
A,80710173,Motacilla alba,13,6,1987,"Plau Appelburg, Schwerin",Alemania,1,0,Extranjero,185,2259.4360613762324,Anillamiento,1987-06-13,anillamiento,1987-12-15,"Coria del Rio, Sevilla",España,11.4012499,53.6355022,-6.0533598,37.2882628,3,0,M. Vazquez,182,2286,Cazada,muerto
A,3196662,Sturnus vulgaris,24,11,2001,"La Fao, Aznalcazar, Sevilla",España,3,2,M. Vazquez,330,1160.2483822886256,Anillamiento,2001-11-24,anillamiento,2002-10-20,"Mas Thibert, Bouches du Rhone",Francia,-6.2495424999999996,37.3047112,4.729189,43.558055,2,0,Extranjero,330,1203,Cazado con escopeta,muerto
A,1E87964,Prunella modularis,15,9,2001,"Jabekk, Mandal, Vest Agder",Noruega,3,0,M. Vazquez,57,2494.9274678250267,Anillamiento,2001-09-15,anillamiento,2001-11-11,"El Alamillo, Sevilla",España,7.509726199999998,58.0311657,-5.993313499999999,37.4175931,3,0,Extranjero,57,2495,control ,control
A,N216363,Acrocephalus schoenobaenus,9,4,2006,"Laguna del Gobierno, Lantejuela,Sevilla",España,4,0,M. Vega,14,1674.5327563930573,Anillamiento,2006-04-09,anillamiento,2006-04-23,"Sewage Treatment Works, Bedfordshire",Gran Bretaña,-5.2270807,37.3626595,-0.5292091,52.0627394,4,0,BTO,14,1662,control ,control
C,N216363,Acrocephalus schoenobaenus,23,4,2006,"Sewage Treatment Works, Bedfordshire",Gran Bretaña,4,0,BTO,406,0,control ,2006-04-23,control,2007-06-03,"Sewage Treatment Works, Bedfordshire",Gran Bretaña,-0.5292091,52.0627394,-0.5292091,52.0627394,4,0,BTO,420,1662,control ,control
