Anilla,NombreEspecie,E,S,G,Ala,Peso,Tarso,Dia,Mes,Año,Hora.C,Hora.F,Ancho.tarso,Cola,Pico,Lugar,Municipio,Provincia,Anillador,Observaciones,FECHA,Observaciones simple
2168436,Sylvia atricapilla,5,2,2,NA,NA,NA,30,1,1988,18,19,NA,NA,NA,Casa Neves,Aznalcazar,Sevilla,Manuel Vazquez,,1988-01-30,control
2168458,Sylvia atricapilla,5,2,2,NA,NA,NA,14,2,1988,9,10,NA,NA,NA,Casa Neves,Aznalcazar,Sevilla,Manuel Vazquez,,1988-02-14,control
2168459,Sylvia atricapilla,5,2,3,NA,NA,NA,14,2,1988,10,11,NA,NA,NA,Casa Neves,Aznalcazar,Sevilla,Manuel Vazquez,,1988-02-14,control
2168466,Sylvia atricapilla,5,2,2,NA,NA,NA,31,1,1988,18,19,NA,NA,NA,Casa Neves,Aznalcazar,Sevilla,Manuel Vazquez,,1988-01-31,control
2168484,Sylvia atricapilla,5,1,3,NA,NA,NA,14,2,1988,18,19,NA,NA,NA,Casa Neves,Aznalcazar,Sevilla,Manuel Vazquez,,1988-02-14,control
2169066,Sylvia atricapilla,2,2,1,NA,NA,NA,20,12,1987,10,11,NA,NA,NA,Dehesa de Carchena,Coria del Rio,Sevilla,Manuel Vazquez,,1987-12-20,control
2169066,Sylvia atricapilla,4,2,2,NA,NA,NA,21,2,1988,15,16,NA,NA,NA,Dehesa de Carchena,Coria del Rio,Sevilla,Manuel Vazquez,,1988-02-21,control
2169066,Sylvia atricapilla,4,2,3,NA,NA,NA,6,3,1988,14,15,NA,NA,NA,Dehesa de Carchena,Coria del Rio,Sevilla,Manuel Vazquez,,1988-03-06,control
2169068,Sylvia atricapilla,2,2,2,NA,NA,NA,1,1,1988,17,18,NA,NA,NA,Dehesa de Carchena,Coria del Rio,Sevilla,Manuel Vazquez,,1988-01-01,control
2169068,Sylvia atricapilla,4,2,4,NA,NA,NA,31,1,1988,17,18,NA,NA,NA,Dehesa de Carchena,Coria del Rio,Sevilla,Manuel Vazquez,,1988-01-31,control
2169101,Sylvia atricapilla,3,1,2,NA,NA,NA,1,1,1988,17,18,NA,NA,NA,Dehesa de Carchena,Coria del Rio,Sevilla,Manuel Vazquez,,1988-01-01,control
2169106,Sylvia atricapilla,5,1,4,NA,NA,NA,24,1,1988,17,18,NA,NA,NA,Dehesa de Carchena,Coria del Rio,Sevilla,Manuel Vazquez,,1988-01-24,control
2169114,Sylvia atricapilla,4,1,3,NA,NA,NA,21,2,1988,16,17,NA,NA,NA,Dehesa de Carchena,Coria del Rio,Sevilla,Manuel Vazquez,,1988-02-21,control
2169141,Sylvia atricapilla,6,2,3,NA,NA,NA,13,2,1988,18,19,NA,NA,NA,Caño Real,Palomares del Rio,Sevilla,Manuel Vazquez,,1988-02-13,control
2169143,Sylvia atricapilla,5,1,4,NA,NA,NA,13,2,1988,16,17,NA,NA,NA,Caño Real,Palomares del Rio,Sevilla,Manuel Vazquez,,1988-02-13,control
2169145,Sylvia atricapilla,5,2,3,NA,NA,NA,13,2,1988,18,19,NA,NA,NA,Caño Real,Palomares del Rio,Sevilla,Manuel Vazquez,,1988-02-13,control
2169147,Sylvia atricapilla,5,2,3,NA,NA,NA,13,2,1988,18,19,NA,NA,NA,Caño Real,Palomares del Rio,Sevilla,Manuel Vazquez,,1988-02-13,control
2169149,Sylvia atricapilla,5,2,2,NA,NA,NA,13,2,1988,18,19,NA,NA,NA,Caño Real,Palomares del Rio,Sevilla,Manuel Vazquez,,1988-02-13,control
2169783,Sylvia atricapilla,5,2,0,NA,NA,NA,30,1,1988,9,10,NA,NA,NA,Casa Neves,Aznalcazar,Sevilla,Manuel Vazquez,,1988-01-30,control
2169790,Sylvia atricapilla,3,1,0,NA,NA,NA,5,12,1987,10,11,NA,NA,NA,Casa Neves,Aznalcazar,Sevilla,Manuel Vazquez,,1987-12-05,control
2169792,Sylvia atricapilla,6,1,2,NA,NA,NA,30,1,1988,9,10,NA,NA,NA,Casa Neves,Aznalcazar,Sevilla,Manuel Vazquez,,1988-01-30,control
2169851,Sylvia atricapilla,6,1,3,NA,NA,NA,12,2,1988,18,19,NA,NA,NA,Casa Neves,Aznalcazar,Sevilla,Manuel Vazquez,,1988-02-12,control
2169853,Sylvia atricapilla,6,2,5,NA,NA,NA,12,2,1988,18,19,NA,NA,NA,Casa Neves,Aznalcazar,Sevilla,Manuel Vazquez,,1988-02-12,control
2220885,Sylvia atricapilla,5,1,2,NA,NA,NA,14,2,1988,18,19,NA,NA,NA,Casa Neves,Aznalcazar,Sevilla,Manuel Vazquez,,1988-02-14,control
2255150,Sylvia atricapilla,4,1,3,74.5,19.5,NA,6,11,1990,16,17,NA,NA,NA,Huerta El Torno,Dos Hermanas ,Sevilla,Manuel Vazquez,,1990-11-06,control
2255263,Sylvia atricapilla,4,2,3,70,NA,NA,14,1,1990,19,20,NA,NA,NA,Huerta El Torno,Dos Hermanas ,Sevilla,Manuel Vazquez,,1990-01-14,control
2255272,Sylvia atricapilla,5,1,3,NA,NA,NA,24,3,1990,18,19,NA,NA,NA,Huerta El Torno,Dos Hermanas ,Sevilla,Manuel Vazquez,,1990-03-24,control
2286625,Sylvia atricapilla,4,2,0,70.5,17.5,NA,4,1,1990,12,13,NA,NA,NA,Casa Neves,Aznalcazar,Sevilla,Manuel Vazquez,,1990-01-04,control
2286627,Sylvia atricapilla,4,2,1,75,19.5,NA,4,1,1990,11,12,NA,NA,NA,Casa Neves,Aznalcazar,Sevilla,Manuel Vazquez,,1990-01-04,control
2286631,Sylvia atricapilla,4,2,0,73.5,17.5,NA,4,1,1990,9,10,NA,NA,NA,Casa Neves,Aznalcazar,Sevilla,Manuel Vazquez,,1990-01-04,control
2286634,Sylvia atricapilla,4,2,1,71.5,19.5,NA,4,1,1990,10,11,NA,NA,NA,Casa Neves,Aznalcazar,Sevilla,Manuel Vazquez,,1990-01-04,control
33854,Sylvia melanocephala,6,1,0,NA,NA,NA,30,1,1988,9,10,NA,NA,NA,Casa Neves,Aznalcazar,Sevilla,Manuel Vazquez,,1988-01-30,control
191314,Sylvia melanocephala,6,1,2,NA,NA,NA,12,2,1988,18,19,NA,NA,NA,Casa Neves,Aznalcazar,Sevilla,Manuel Vazquez,,1988-02-12,control
191364,Sylvia melanocephala,5,1,3,NA,NA,NA,26,12,1988,12,13,NA,NA,NA,Casa Neves,Aznalcazar,Sevilla,Manuel Vazquez,,1988-12-26,control
268004,Sylvia melanocephala,3,2,2,NA,NA,NA,30,10,1988,11,12,NA,NA,NA,Huerta La Libertad,Puebla del Rio,Sevilla,Manuel Vazquez,,1988-10-30,control
309100,Sylvia melanocephala,6,1,5,NA,NA,NA,10,2,1990,18,19,NA,NA,NA,Valcaliente,Constantina,Sevilla,Manuel Vazquez,,1990-02-10,control
309317,Sylvia melanocephala,4,1,0,58,NA,NA,29,7,1990,18,19,NA,NA,NA,Cantera del Duende,El Rubio,Sevilla,Manuel Vazquez,,1990-07-29,control
309317,Sylvia melanocephala,4,1,1,58,NA,NA,9,9,1990,19,20,NA,NA,NA,Cantera del Duende,El Rubio,Sevilla,Manuel Vazquez,,1990-09-09,control
4003522,Pica pica,4,0,NA,NA,NA,NA,17,11,1992,NA,NA,NA,NA,NA,El Acebuche,Almonte,Huelva,Hector Garrido,,1992-11-17,control
4003522,Pica pica,4,0,NA,NA,NA,NA,19,10,1993,NA,NA,NA,NA,NA,El Acebuche,Almonte,Huelva,Hector Garrido,,1993-10-19,control
2223884,Lanius senator,2,0,NA,NA,NA,NA,20,7,1989,NA,NA,NA,NA,NA,Valcaliente,Constantina,Sevilla,Manuel Vazquez,Ahogado en alberca,1989-07-20,control
191310,Phylloscopus collybita,4,0,1,56,NA,NA,12,2,1988,18,19,NA,NA,NA,Casa Neves,Aznalcazar,Sevilla,Manuel Vazquez,,1988-02-12,control
191317,Phylloscopus collybita,4,0,4,54,NA,NA,12,2,1988,17,18,NA,NA,NA,Casa Neves,Aznalcazar,Sevilla,Manuel Vazquez,,1988-02-12,control
191348,Phylloscopus collybita,4,0,3,NA,NA,NA,19,1,1988,18,19,NA,NA,NA,Vuelta Cojo,Puebla del Rio,Sevilla,Manuel Vazquez,,1988-01-19,control
191382,Phylloscopus collybita,4,0,2,51,NA,NA,11,3,1988,16,17,NA,NA,NA,Casa Neves,Aznalcazar,Sevilla,Manuel Vazquez,,1988-03-11,control
191395,Phylloscopus collybita,4,0,4,54,NA,NA,11,3,1988,18,19,NA,NA,NA,Cerrado Chico,Puebla del Rio,Sevilla,Manuel Vazquez,,1988-03-11,control
191410,Phylloscopus collybita,4,0,2,NA,NA,NA,31,1,1988,17,18,NA,NA,NA,Dehesa Carchena,Coria del Rio,Sevilla,Manuel Vazquez,,1988-01-31,control
191428,Phylloscopus collybita,4,0,1,57,NA,NA,13,2,1988,18,19,NA,NA,NA,Caño Real,Palomares del Rio,Sevilla,Manuel Vazquez,,1988-02-13,control
191430,Phylloscopus collybita,4,0,1,57,NA,NA,13,2,1988,18,19,NA,NA,NA,Caño Real,Palomares del Rio,Sevilla,Manuel Vazquez,,1988-02-13,control
191617,Phylloscopus collybita,4,0,3,NA,NA,NA,31,8,1988,17,18,NA,NA,NA,Dehesa Carchena,Coria del Rio,Sevilla,Manuel Vazquez,,1988-08-31,control
230369,Phylloscopus collybita,4,0,4,56,7,NA,26,12,1988,18,19,NA,NA,NA,Lucio Poco Abrigo,Puebla del Rio,Sevilla,Manuel Vazquez,,1988-12-26,control
230369,Phylloscopus collybita,4,0,1,55,NA,NA,4,2,1989,19,20,NA,NA,NA,Lucio Poco Abrigo,Puebla del Rio,Sevilla,Manuel Vazquez,,1989-02-04,control
230398,Phylloscopus collybita,3,0,2,55,6.5,NA,26,12,1988,18,19,NA,NA,NA,Lucio Poco Abrigo,Puebla del Rio,Sevilla,Manuel Vazquez,,1988-12-26,control
231653,Phylloscopus collybita,4,0,3,55,NA,NA,11,3,1988,16,17,NA,NA,NA,Cerrado Chico,Puebla del Rio,Sevilla,Manuel Vazquez,,1988-03-11,control
231699,Phylloscopus collybita,2,0,2,59,6.5,NA,26,12,1988,18,19,NA,NA,NA,Lucio Poco Abrigo,Puebla del Rio,Sevilla,Manuel Vazquez,,1988-12-26,control
268014,Phylloscopus collybita,2,0,5,NA,NA,NA,30,10,1988,13,14,NA,NA,NA,Huerta La Libertad,Puebla del Rio,Sevilla,Manuel Vazquez,,1988-10-30,control
268196,Phylloscopus collybita,2,0,1,NA,NA,NA,3,2,1989,13,14,NA,NA,NA,La Estrella,Palomares del Rio,Sevilla,Manuel Vazquez,,1989-02-03,control
271043,Phylloscopus collybita,2,0,1,NA,NA,NA,25,1,1989,19,20,NA,NA,NA,Lucio Poco Abrigo,Puebla del Rio,Sevilla,Manuel Vazquez,,1989-01-25,control
271093,Phylloscopus collybita,2,0,2,61,NA,NA,29,12,1988,18,19,NA,NA,NA,Lucio Poco Abrigo,Puebla del Rio,Sevilla,Manuel Vazquez,,1988-12-29,control
272343,Phylloscopus collybita,4,0,3,54,NA,NA,10,12,1989,19,20,NA,NA,NA,Huerta El Torno,Dos Hermanas ,Sevilla,Manuel Vazquez,,1989-12-10,control
272369,Phylloscopus collybita,4,0,0,54.5,NA,NA,2,1,1989,19,20,NA,NA,NA,Huerta El Torno,Dos Hermanas ,Sevilla,Manuel Vazquez,,1989-01-02,control
272377,Phylloscopus collybita,4,0,3,53.5,NA,NA,2,1,1989,19,20,NA,NA,NA,Huerta El Torno,Dos Hermanas ,Sevilla,Manuel Vazquez,,1989-01-02,control
309633,Phylloscopus collybita,4,0,4,57,7.5,NA,6,11,1990,17,18,NA,NA,NA,Huerta El Torno,Dos Hermanas ,Sevilla,Manuel Vazquez,,1990-11-06,control
309704,Phylloscopus collybita,4,0,2,55,7,NA,6,11,1990,17,18,NA,NA,NA,Huerta El Torno,Dos Hermanas ,Sevilla,Manuel Vazquez,,1990-11-06,control
403294,Phylloscopus collybita,2,0,2,NA,NA,NA,16,12,1990,19,20,NA,NA,NA,Lucio Poco Abrigo,Puebla del Rio,Sevilla,Manuel Vazquez,,1990-12-16,control
473006,Erithacus rubecula,5,0,NA,NA,NA,NA,29,1,1992,NA,NA,NA,NA,NA,La Algaida,Sanlucar de Barrameda,Cadiz,Particular,Cazada ,1992-01-29,muerto
2195591,Erithacus rubecula,4,0,2,NA,NA,NA,5,12,1987,8,9,NA,NA,NA,Casa Neves,Aznalcazar,Sevilla,Manuel Vazquez,,1987-12-05,control
2195581,Erithacus rubecula,3,0,0,NA,NA,NA,5,12,1987,9,10,NA,NA,NA,Casa Neves,Aznalcazar,Sevilla,Manuel Vazquez,,1987-12-05,control
2255287,Erithacus rubecula,4,0,NA,NA,NA,NA,15,1,1991,NA,NA,NA,NA,NA,Valcaliente,Constantina,Sevilla,Manuel Vazquez,Cazada por gato,1991-01-15,control
2550945,Luscinia megarhynchos,2,0,NA,NA,NA,NA,1,9,1994,NA,NA,NA,NA,NA,Manecorro,Almonte,Huelva,JL Arroyo,,1994-09-01,control
2550947,Luscinia megarhynchos,2,0,NA,NA,NA,NA,3,9,1994,NA,NA,NA,NA,NA,Manecorro,Almonte,Huelva,JL Arroyo,,1994-09-03,control
309228,Muscicapa striata,4,0,1,NA,NA,NA,9,5,1990,13,14,NA,NA,NA,Valcaliente,Constantina,Sevilla,Manuel Vazquez,,1990-05-09,control
2168443,Phoenicurus ochruros,2,0,2,NA,NA,NA,3,1,1988,17,18,NA,NA,NA,Casa Neves,Aznalcazar,Sevilla,Manuel Vazquez,,1988-01-03,control
2168444,Phoenicurus ochruros,6,1,1,NA,NA,NA,6,2,1988,17,18,NA,NA,NA,Casa Neves,Aznalcazar,Sevilla,Manuel Vazquez,,1988-02-06,control
2168461,Phoenicurus ochruros,4,0,2,NA,NA,NA,31,1,1988,18,19,NA,NA,NA,Casa Neves,Aznalcazar,Sevilla,Manuel Vazquez,,1988-01-31,control
2168462,Phoenicurus ochruros,4,0,1,NA,NA,NA,6,2,1988,17,18,NA,NA,NA,Casa Neves,Aznalcazar,Sevilla,Manuel Vazquez,,1988-02-06,control
2220856,Phoenicurus ochruros,4,2,NA,NA,NA,NA,26,12,1988,12,13,NA,NA,NA,Casa Neves,Aznalcazar,Sevilla,Manuel Vazquez,,1988-12-26,control
231697,Luscinia svecica,6,1,2,71,NA,NA,28,2,1990,19,20,NA,NA,NA,Cerrado Chico,Puebla del Rio,Sevilla,Manuel Vazquez,,1990-02-28,control
2219910,Luscinia svecica,4,2,3,72,16.5,NA,14,12,1988,18,19,NA,NA,NA,Lucio Poco Abrigo,Puebla del Rio,Sevilla,Manuel Vazquez,,1988-12-14,control
271018,Erithacus rubecula,5,0,1,NA,NA,NA,25,1,1989,19,20,NA,NA,NA,Lucio Poco Abrigo,Puebla del Rio,Sevilla,Manuel Vazquez,,1989-01-25,control
401183,Erithacus rubecula,5,0,0,NA,NA,NA,16,11,1990,11,12,NA,NA,NA,Casa Neves,Aznalcazar,Sevilla,Manuel Vazquez,,1990-11-16,control
403207,Erithacus rubecula,3,0,0,NA,NA,NA,23,12,1990,13,14,NA,NA,NA,Cantera del Duende,El Rubio,Sevilla,Manuel Vazquez,,1990-12-23,control
403212,Erithacus rubecula,3,0,1,NA,NA,NA,23,12,1990,12,13,NA,NA,NA,Cantera del Duende,El Rubio,Sevilla,Manuel Vazquez,,1990-12-23,control
403228,Erithacus rubecula,2,0,2,NA,NA,NA,23,12,1990,18,19,NA,NA,NA,Cantera del Duende,El Rubio,Sevilla,Manuel Vazquez,,1990-12-23,control
403249,Erithacus rubecula,4,0,0,71,16.5,NA,4,1,1991,9,10,NA,NA,NA,Casa Neves,Aznalcazar,Sevilla,Manuel Vazquez,,1991-01-04,control
403707,Erithacus rubecula,4,0,1,NA,NA,NA,26,1,1991,13,14,NA,NA,NA,Cantera del Duende,El Rubio,Sevilla,Manuel Vazquez,,1991-01-26,control
2035276,Erithacus rubecula,4,0,0,NA,NA,NA,5,12,1987,8,9,NA,NA,NA,Casa Neves,Aznalcazar,Sevilla,Manuel Vazquez,,1987-12-05,control
2168474,Erithacus rubecula,5,0,3,NA,NA,NA,14,2,1988,17,18,NA,NA,NA,Casa Neves,Aznalcazar,Sevilla,Manuel Vazquez,,1988-02-14,control
2168475,Erithacus rubecula,5,0,2,NA,NA,NA,14,2,1988,15,16,NA,NA,NA,Casa Neves,Aznalcazar,Sevilla,Manuel Vazquez,,1988-02-14,control
2169070,Erithacus rubecula,2,0,0,NA,NA,NA,20,12,1987,12,13,NA,NA,NA,Dehesa Carchena,Coria del Rio,Sevilla,Manuel Vazquez,,1987-12-20,control
2169861,Erithacus rubecula,5,0,2,NA,NA,NA,12,2,1987,17,18,NA,NA,NA,Casa Neves,Aznalcazar,Sevilla,Manuel Vazquez,,1987-02-12,control
2219908,Erithacus rubecula,4,0,1,NA,NA,NA,11,3,1988,16,17,NA,NA,NA,Cerrado Chico,Puebla del Rio,Sevilla,Manuel Vazquez,,1988-03-11,control
2255832,Erithacus rubecula,6,0,2,NA,NA,NA,27,12,1989,17,18,NA,NA,NA,Huerta El Torno,Dos Hermanas ,Sevilla,Manuel Vazquez,,1989-12-27,control
2255833,Erithacus rubecula,4,0,0,NA,NA,NA,14,12,1988,17,18,NA,NA,NA,Huerta El Torno,Dos Hermanas ,Sevilla,Manuel Vazquez,,1988-12-14,control
2285910,Erithacus rubecula,2,0,1,NA,NA,NA,23,12,1990,13,14,NA,NA,NA,Cantera del Duende,El Rubio,Sevilla,Manuel Vazquez,,1990-12-23,control
2168717,Luscinia megarhynchos,3,0,2,NA,NA,NA,15,8,1988,8,9,NA,NA,NA,Huerta Santa Eufemia,Coria del Rio,Sevilla,Manuel Vazquez,,1988-08-15,control
3005570,Turdus merula,3,2,3,NA,NA,NA,5,7,1987,7,8,NA,NA,NA,Huerta Daniel,Puebla del Rio,Sevilla,Manuel Vazquez,,1987-07-05,control
3005661,Turdus merula,5,2,0,120,NA,NA,26,8,1990,8,9,NA,NA,NA,Huerta El Torno,Dos Hermanas ,Sevilla,Manuel Vazquez,,1990-08-26,control
3005663,Turdus merula,5,1,2,120,NA,NA,14,1,1990,19,20,NA,NA,NA,Huerta El Torno,Dos Hermanas ,Sevilla,Manuel Vazquez,,1990-01-14,control
3005667,Turdus merula,6,2,1,NA,NA,NA,30,3,1991,18,19,NA,NA,NA,Huerta El Torno,Dos Hermanas ,Sevilla,Manuel Vazquez,,1991-03-30,control
3005682,Turdus merula,3,0,1,NA,NA,NA,17,9,1990,13,14,NA,NA,NA,Huerta El Torno,Dos Hermanas ,Sevilla,Manuel Vazquez,,1990-09-17,control
3005690,Turdus merula,3,1,1,NA,NA,NA,4,10,1990,11,12,NA,NA,NA,Huerta El Torno,Dos Hermanas ,Sevilla,Manuel Vazquez,,1990-10-04,control
3027711,Turdus merula,5,2,1,NA,NA,NA,26,1,1991,18,19,NA,NA,NA,Huerta El Torno,Dos Hermanas ,Sevilla,Manuel Vazquez,,1991-01-26,control
3027803,Turdus merula,5,2,2,NA,NA,NA,7,2,1988,16,17,NA,NA,NA,Casa Neves,Aznalcazar,Sevilla,Manuel Vazquez,,1988-02-07,control
3027803,Turdus merula,5,2,2,NA,NA,NA,7,5,1988,17,18,NA,NA,NA,Casa Neves,Aznalcazar,Sevilla,Manuel Vazquez,,1988-05-07,control
3027807,Turdus merula,4,1,2,NA,NA,NA,13,2,1988,17,18,NA,NA,NA,Caño Real,Palomares del Rio,Sevilla,Manuel Vazquez,,1988-02-13,control
3027856,Turdus merula,3,0,1,NA,NA,NA,9,4,1988,18,19,NA,NA,NA,Casa Neves,Aznalcazar,Sevilla,Manuel Vazquez,,1988-04-09,control
3027868,Turdus merula,5,1,1,NA,NA,NA,2,1,1989,19,20,NA,NA,NA,Huerta El Torno,Dos Hermanas ,Sevilla,Manuel Vazquez,,1989-01-02,control
3027874,Turdus merula,4,1,1,NA,NA,NA,2,1,1989,19,20,NA,NA,NA,Huerta El Torno,Dos Hermanas ,Sevilla,Manuel Vazquez,,1989-01-02,control
3027874,Turdus merula,6,1,1,NA,NA,NA,29,3,1991,18,19,NA,NA,NA,Huerta El Torno,Dos Hermanas ,Sevilla,Manuel Vazquez,,1991-03-29,control
3027877,Turdus merula,6,2,3,NA,NA,NA,28,1,1989,18,19,NA,NA,NA,El Copero,Dos Hermanas ,Sevilla,Manuel Vazquez,,1989-01-28,control
3027877,Turdus merula,6,2,1,NA,NA,NA,25,2,1990,19,20,NA,NA,NA,El Copero,Dos Hermanas ,Sevilla,Manuel Vazquez,,1990-02-25,control
3090233,Turdus merula,2,0,NA,NA,NA,NA,4,9,1994,NA,NA,NA,NA,NA,Manecorro,Almonte,Huelva,JL Arroyo,,1994-09-04,control
3090208,Turdus merula,4,2,NA,NA,NA,NA,12,8,1995,NA,NA,NA,NA,NA,El Rincon,Almonte,Huelva,JL Arroyo,,1995-08-12,control
3005568,Turdus merula,3,1,NA,NA,NA,NA,8,9,1987,NA,NA,NA,NA,NA,Huerta Daniel,Puebla del Rio,Sevilla,Manuel Vazquez,Cazado,1987-09-08,muerto
3090277,Turdus merula,4,0,NA,NA,NA,NA,13,6,1997,NA,NA,NA,NA,NA,La Escribana,Coria del Rio,Sevilla,Manuel Vazquez,Encontrado muerto,1997-06-13,muerto
3027881,Turdus philomelos,4,0,1,113,NA,NA,8,11,1989,17,18,NA,NA,NA,Huerta El Torno,Dos Hermanas ,Sevilla,Manuel Vazquez,,1989-11-08,control
3027895,Turdus viscivorus,4,2,0,NA,NA,NA,11,5,1989,11,12,NA,NA,NA,Valcaliente,Constantina,Sevilla,Manuel Vazquez,,1989-05-11,control
3064443,Turdus philomelos,2,0,NA,NA,NA,NA,19,1,1994,NA,NA,NA,NA,NA,Torrecuadros,Hinojos,Huelva,J Ayala,Cazado con escopeta,1994-01-19,muerto
2372782,Parus major,4,2,NA,NA,NA,NA,12,1,1992,NA,NA,NA,NA,NA,Cantera del Duende,El Rubio,Sevilla,Manuel Vazquez,Muerto en red,1992-01-12,control
2550948,Parus major,3,0,NA,NA,NA,NA,7,9,1994,NA,NA,NA,NA,NA,Manecorro,Almonte,Huelva,JL Arroyo,,1994-09-07,control
230550,Parus cristatus,4,2,2,55,NA,NA,17,5,1989,19,20,NA,NA,NA,Valcaliente,Constantina,Sevilla,Manuel Vazquez,,1989-05-17,control
309246,Parus cristatus,3,0,1,NA,NA,NA,12,8,1989,9,10,NA,NA,NA,Valcaliente,Constantina,Sevilla,Manuel Vazquez,,1989-08-12,control
401026,Parus cristatus,4,0,1,NA,NA,NA,27,7,1990,8,9,NA,NA,NA,Valcaliente,Constantina,Sevilla,Manuel Vazquez,,1990-07-27,control
230527,Parus caeruleus,4,2,0,59.5,NA,NA,20,5,1989,18,19,NA,NA,NA,Valcaliente,Constantina,Sevilla,Manuel Vazquez,,1989-05-20,control
230535,Parus caeruleus,3,0,1,63,9.5,NA,5,12,1988,10,11,NA,NA,NA,Valcaliente,Constantina,Sevilla,Manuel Vazquez,,1988-12-05,control
230544,Parus caeruleus,5,0,0,NA,NA,NA,27,7,1989,7,8,NA,NA,NA,Valcaliente,Constantina,Sevilla,Manuel Vazquez,,1989-07-27,control
230554,Parus caeruleus,5,1,1,NA,NA,NA,27,7,1989,9,10,NA,NA,NA,Valcaliente,Constantina,Sevilla,Manuel Vazquez,,1989-07-27,control
230557,Parus caeruleus,5,0,2,NA,NA,NA,20,4,1989,10,11,NA,NA,NA,Valcaliente,Constantina,Sevilla,Manuel Vazquez,,1989-04-20,control
268305,Parus caeruleus,4,2,1,NA,NA,NA,27,7,1989,11,12,NA,NA,NA,Valcaliente,Constantina,Sevilla,Manuel Vazquez,,1989-07-27,control
268331,Parus caeruleus,6,2,4,NA,NA,NA,20,4,1990,18,19,NA,NA,NA,Valcaliente,Constantina,Sevilla,Manuel Vazquez,,1990-04-20,control
268340,Parus caeruleus,6,0,0,NA,NA,NA,29,8,1990,8,9,NA,NA,NA,Valcaliente,Constantina,Sevilla,Manuel Vazquez,,1990-08-29,control
268342,Parus caeruleus,4,1,1,NA,NA,NA,27,7,1989,9,10,NA,NA,NA,Valcaliente,Constantina,Sevilla,Manuel Vazquez,,1989-07-27,control
268351,Parus caeruleus,6,2,0,NA,NA,NA,27,7,1990,10,11,NA,NA,NA,Valcaliente,Constantina,Sevilla,Manuel Vazquez,,1990-07-27,control
268366,Parus caeruleus,4,1,1,NA,NA,NA,27,7,1989,9,10,NA,NA,NA,Valcaliente,Constantina,Sevilla,Manuel Vazquez,,1989-07-27,control
268380,Parus caeruleus,5,0,1,NA,NA,NA,2,7,1990,13,14,NA,NA,NA,Valcaliente,Constantina,Sevilla,Manuel Vazquez,,1990-07-02,control
271380,Parus caeruleus,4,1,1,NA,NA,NA,27,7,1989,10,11,NA,NA,NA,Valcaliente,Constantina,Sevilla,Manuel Vazquez,,1989-07-27,control
271384,Parus caeruleus,4,2,3,NA,NA,NA,20,4,1989,NA,NA,NA,NA,NA,Valcaliente,Constantina,Sevilla,Manuel Vazquez,,1989-04-20,control
272335,Parus caeruleus,5,1,1,60,NA,NA,22,8,1989,11,12,NA,NA,NA,Valcaliente,Constantina,Sevilla,Manuel Vazquez,,1989-08-22,control
309268,Parus caeruleus,5,0,0,NA,NA,NA,29,8,1990,9,10,NA,NA,NA,Valcaliente,Constantina,Sevilla,Manuel Vazquez,,1990-08-29,control
309757,Parus caeruleus,4,0,0,NA,NA,NA,29,8,1990,8,9,NA,NA,NA,Valcaliente,Constantina,Sevilla,Manuel Vazquez,,1990-08-29,control
309795,Parus caeruleus,3,0,0,NA,NA,NA,29,8,1990,8,9,NA,NA,NA,Valcaliente,Constantina,Sevilla,Manuel Vazquez,,1990-08-29,control
401001,Parus caeruleus,3,0,1,59,9,NA,24,7,1990,11,12,NA,NA,NA,Valcaliente,Constantina,Sevilla,Manuel Vazquez,,1990-07-24,control
401006,Parus caeruleus,3,0,2,61.5,9,NA,27,7,1990,10,11,NA,NA,NA,Valcaliente,Constantina,Sevilla,Manuel Vazquez,,1990-07-27,control
401019,Parus caeruleus,4,0,1,NA,NA,NA,27,7,1990,10,11,NA,NA,NA,Valcaliente,Constantina,Sevilla,Manuel Vazquez,,1990-07-27,control
401040,Parus caeruleus,3,0,1,NA,NA,NA,27,7,1990,12,13,NA,NA,NA,Valcaliente,Constantina,Sevilla,Manuel Vazquez,,1990-07-27,control
3090212,Miliaria calandra,3,0,NA,NA,NA,NA,25,8,1994,NA,NA,NA,NA,NA,El Rincon,Almonte,Huelva,JL Arroyo,Atropellado,1994-08-25,muerto
2035353,Parus major,3,0,2,NA,NA,NA,24,10,1987,17,18,NA,NA,NA,Casa Neves,Aznalcazar,Sevilla,Manuel Vazquez,,1987-10-24,control
2168088,Parus major,5,0,2,NA,NA,NA,19,3,1988,17,18,NA,NA,NA,Casa Neves,Aznalcazar,Sevilla,Manuel Vazquez,,1988-03-19,control
2168828,Parus major,4,2,0,NA,NA,NA,24,3,1989,17,18,NA,NA,NA,La Estrella,Palomares del Rio,Sevilla,Manuel Vazquez,,1989-03-24,control
2285903,Parus major,4,2,NA,NA,NA,NA,31,3,1991,10,11,NA,NA,NA,Cantera del Duende,El Rubio,Sevilla,Manuel Vazquez,,1991-03-31,control
2286616,Parus major,2,2,3,NA,NA,NA,23,12,1990,13,14,NA,NA,NA,Cantera del Duende,El Rubio,Sevilla,Manuel Vazquez,,1990-12-23,control
2286648,Parus major,4,1,1,NA,17,NA,31,3,1991,11,12,NA,NA,NA,Cantera del Duende,El Rubio,Sevilla,Manuel Vazquez,,1991-03-31,control
309250,Aegithalos caudatus,3,0,1,NA,NA,NA,29,8,1989,8,9,NA,NA,NA,Valcaliente,Constantina,Sevilla,Manuel Vazquez,,1989-08-29,control
