MODO,METAL,ESPECIE,DIA,MES,AÑO,LUGAR,MUNICIPIO,PROVINCIA,EDAD,SEXO,ANILLADOR,Dias,Kms,Observaciones,FECHA CONTROL 1,Observaciones simple,FECHA CONTROL 2,LUGAR CONTROL 2,MUNICIPIO CONTROL 2,PROVINCIA CONTROL 2,LONGITUDE CONTROL 1,LATITUDE CONTROL 1,LONGITUDE CONTROL 2,LATITUDE CONTROL 2,EDAD CONTROL 2,SEXO CONTROL 2,ANILLADOR CONTROL 2,Dias anotados,Kms anotados,Observaciones control 2,Observaciones simple control 2
A,233445,Riparia riparia,19,3,1988,Garvera del Naranjal,Torre La Reina,Sevilla,4,0,FG Vilches,57,407.4810089617044,Anillamiento,1988-03-19,anillamiento,1988-05-15,La Isleta,Puebla del Rio,Sevilla,-6.063133,37.2694065,-3.74922,40.46366700000001,4,1,M. Vazquez,NA,NA,control,control
A,233469,Riparia riparia,19,3,1988,Garvera del Naranjal,Torre La Reina,Sevilla,4,0,FG Vilches,8,407.4810089617044,Anillamiento,1988-03-19,anillamiento,1988-03-27,La Isleta,Puebla del Rio,Sevilla,-6.063133,37.2694065,-3.74922,40.46366700000001,4,0,M. Vazquez,NA,NA,control,control
A,832112,Riparia riparia,14,8,1997,El Pantano,Los Palacios,Sevilla,2,0,M. Vazquez,29,407.4810089617044,Anillamiento,1997-08-14,anillamiento,1997-09-12,Puebla del Rio,Puebla del Rio,Sevilla,-6.063133,37.2694065,-3.74922,40.46366700000001,2,0,GOSUR,29,17,control,control
A,866873,Riparia riparia,12,9,1997,Puebla del Rio,Puebla del Rio,Sevilla,3,0,GOSUR,709,407.4810089617044,Anillamiento,1997-09-12,anillamiento,1999-08-22,Laguna Cerro de las Cigüeñas,Los Palacios,Sevilla,-6.063133,37.2694065,-3.74922,40.46366700000001,4,0,M. Vazquez,709,19,control,control
A,930992,Riparia riparia,11,9,1998,El Convento,Las Cabezas de San Juan,Sevilla,3,0,GOSUR,358,430.97312743180424,Anillamiento,1998-09-11,anillamiento,1999-09-04,Laguna Cerro de las Cigüeñas,Los Palacios,Sevilla,-5.9383291,36.9802873,-3.74922,40.46366700000001,4,0,M. Vazquez,358,19,control,control
A,AE2233,Riparia riparia,30,7,1999,El Convento,Las Cabezas de San Juan,Sevilla,4,0,GOSUR,23,430.97312743180424,Anillamiento,1999-07-30,anillamiento,1999-08-22,Laguna Cerro de las Cigüeñas,Los Palacios,Sevilla,-5.9383291,36.9802873,-3.74922,40.46366700000001,4,0,M. Vazquez,23,19,control,control
A,AE2377,Riparia riparia,20,8,1999,El Convento,Las Cabezas de San Juan,Sevilla,4,0,GOSUR,15,430.97312743180424,Anillamiento,1999-08-20,anillamiento,1999-09-04,Laguna Cerro de las Cigüeñas,Los Palacios,Sevilla,-5.9383291,36.9802873,-3.74922,40.46366700000001,4,0,M. Vazquez,15,19,control,control
A,AF9539,Riparia riparia,27,7,1999,Laguna de San Juan,Chinchon,Madrid,3,0,G Troglodytes,39,45.4165598373616,Anillamiento,1999-07-27,anillamiento,1999-09-04,Laguna Cerro de las Cigüeñas,Los Palacios,Sevilla,-3.4221687,40.1402665,-3.74922,40.46366700000001,4,0,M. Vazquez,39,395,control,control
A,DM1512,Riparia riparia,11,8,2006,Caño Navarro,Coria del Rio,Sevilla,3,0,M. Vazquez,8,407.4810089617044,Anillamiento,2006-08-11,anillamiento,2006-08-19,Cantaritas,Puebla del Rio,Sevilla,-6.063133,37.2694065,-3.74922,40.46366700000001,3,0,JL Arroyo,8,18,control,control
A,223521,Hirundo rustica,18,8,1997,Hato Blanco,Aznalcazar,Sevilla,1,0,M. Vazquez,33,412.3208271094924,Anillamiento,1997-08-18,anillamiento,1997-09-20,Puebla del Rio,Puebla del Rio,Sevilla,-6.2495424999999996,37.3047112,-3.74922,40.46366700000001,3,0,Otro,33,16,control,control
A,232835,Hirundo rustica,15,4,1988,Torrebalnca de los Caños,Sevilla,Sevilla,1,0,LEO BIAGGI,1301,392.4820327268004,Anillamiento,1988-04-15,anillamiento,1991-11-07,Tarifa,Tarifa,Cadiz,-5.9844589,37.3890924,-3.74922,40.46366700000001,2,0,Particular,1297,154,Encontrada solo anilla,muerto
A,AC4253,Hirundo rustica,21,8,1999,Laguna Cerro de las Cigüeñas,Los Palacios,Sevilla,3,0,M. Vazquez,14,430.97312743180424,Anillamiento,1999-08-21,anillamiento,1999-09-04,El Convento,Las Cabezas de San Juan,Sevilla,-5.9383291,36.9802873,-3.74922,40.46366700000001,3,0,GOSUR,14,19,control,control
A,AC4292,Hirundo rustica,21,8,1999,Laguna Cerro de las Cigüeñas,Los Palacios,Sevilla,3,0,M. Vazquez,718,407.4810089617044,Anillamiento,1999-08-21,anillamiento,2001-08-08,Cantaritas,Puebla del Rio,Sevilla,-6.063133,37.2694065,-3.74922,40.46366700000001,4,0,JL Arroyo,717,35,control,control
A,AC5088,Hirundo rustica,21,8,1999,Laguna Cerro de las Cigüeñas,Los Palacios,Sevilla,3,0,M. Vazquez,13,430.97312743180424,Anillamiento,1999-08-21,anillamiento,1999-09-03,El Convento,Las Cabezas de San Juan,Sevilla,-5.9383291,36.9802873,-3.74922,40.46366700000001,3,0,GOSUR,13,19,control,control
A,AC5514,Hirundo rustica,21,8,1999,Laguna Cerro de las Cigüeñas,Los Palacios,Sevilla,3,0,M. Vazquez,6,430.97312743180424,Anillamiento,1999-08-21,anillamiento,1999-08-27,El Convento,Las Cabezas de San Juan,Sevilla,-5.9383291,36.9802873,-3.74922,40.46366700000001,3,0,GOSUR,6,19,control,control
A,AC5515,Hirundo rustica,21,8,1999,Laguna Cerro de las Cigüeñas,Los Palacios,Sevilla,3,0,M. Vazquez,13,430.97312743180424,Anillamiento,1999-08-21,anillamiento,1999-09-03,El Convento,Las Cabezas de San Juan,Sevilla,-5.9383291,36.9802873,-3.74922,40.46366700000001,3,0,GOSUR,13,19,control,control
A,AC5563,Hirundo rustica,21,8,1999,Laguna Cerro de las Cigüeñas,Los Palacios,Sevilla,3,0,M. Vazquez,14,430.97312743180424,Anillamiento,1999-08-21,anillamiento,1999-09-04,El Convento,Las Cabezas de San Juan,Sevilla,-5.9383291,36.9802873,-3.74922,40.46366700000001,3,0,GOSUR,14,19,control,control
A,AC5577,Hirundo rustica,21,8,1999,Laguna Cerro de las Cigüeñas,Los Palacios,Sevilla,3,0,M. Vazquez,14,430.97312743180424,Anillamiento,1999-08-21,anillamiento,1999-09-04,El Convento,Las Cabezas de San Juan,Sevilla,-5.9383291,36.9802873,-3.74922,40.46366700000001,3,0,GOSUR,14,19,control,control
A,AE1102,Hirundo rustica,30,7,1999,El Convento,Las Cabezas de San Juan,Sevilla,3,0,GOSUR,23,430.97312743180424,Anillamiento,1999-07-30,anillamiento,1999-08-22,Laguna Cerro de las Cigüeñas,Los Palacios,Sevilla,-5.9383291,36.9802873,-3.74922,40.46366700000001,3,0,M. Vazquez,23,19,control,control
A,AE1167,Hirundo rustica,30,7,1999,El Convento,Las Cabezas de San Juan,Sevilla,3,0,GOSUR,23,430.97312743180424,Anillamiento,1999-07-30,anillamiento,1999-08-22,Laguna Cerro de las Cigüeñas,Los Palacios,Sevilla,-5.9383291,36.9802873,-3.74922,40.46366700000001,3,0,M. Vazquez,23,19,control,control
A,AF1147,Hirundo rustica,21,8,1999,Laguna Cerro de las Cigüeñas,Los Palacios,Sevilla,3,0,M. Vazquez,239,407.4810089617044,Anillamiento,1999-08-21,anillamiento,2000-04-16,Los Olivillos,Puebla del Rio,Sevilla,-6.063133,37.2694065,-3.74922,40.46366700000001,5,2,M. Vazquez,NA,NA,control,control
A,L342691,Hirundo rustica,23,6,2003,Cañada de los Pajaros,Puebla del Rio,Sevilla,3,0,M. Vazquez,262,407.4810089617044,Anillamiento,2003-06-23,anillamiento,2004-03-11,Peñon de Zapata,Alhaurin de la Torre,Malaga,-6.063133,37.2694065,-3.74922,40.46366700000001,4,0,SEO Malaga,262,149,control,control
A,L453456,Hirundo rustica,13,6,2001,Cortijo Los Llanes,Almogia,Malaga,1,0,G Luscinia,45,368.0531177927046,Anillamiento,2001-06-13,anillamiento,2001-07-28,Laguna del Gobierno,La Lantejuela,Sevilla,-5.2227526,37.3544458,-3.74922,40.46366700000001,3,0,Zamalla,45,83,control,control
A,269950,Motacilla alba,28,12,1988,C/ Sanchez Arjona,Sevilla,Sevilla,2,0,LEO BIAGGI,38,405.22968988311436,Anillamiento,1988-12-28,anillamiento,1989-02-04,Caño Navarro,Coria del Rio,Sevilla,-6.0533598,37.2882628,-3.74922,40.46366700000001,4,0,J Ayala,NA,NA,control,control
A,3063926,Upupa epops,12,8,1997,El Alcornocal,Los Palacios,Sevilla,3,0,M. Vazquez,18,412.6666644829645,Anillamiento,1997-08-12,anillamiento,1997-08-30,Rio Lora,Los Palacios,Sevilla,-5.9244808,37.1584636,-3.74922,40.46366700000001,3,0,GOSUR,18,3,control,control
A,3118061,Cuculus canorus,15,7,1995,Dehesa La Romera,Los Palacios,Sevilla,2,0,EBD,11,412.6666644829645,Anillamiento,1995-07-15,anillamiento,1995-07-26,Dehesa La Romera,Los Palacios,Sevilla,-5.9244808,37.1584636,-3.74922,40.46366700000001,2,0,M. Vazquez,NA,NA,Caido en un estanque,muerto
A,4026160,Cuculus canorus,11,5,1990,Los Palacios,Los Palacios,Sevilla,1,0,GOSUR,2586,412.6666644829645,Anillamiento,1990-05-11,anillamiento,1997-06-09,El Alcornocal,Los Palacios,Sevilla,-5.9244808,37.1584636,-3.74922,40.46366700000001,A,0,M. Vazquez,2586,2,control,control
A,4048425,Cuculus canorus,25,9,1994,La Rocina PND,Almonte,Huelva,4,2,EBD,564,429.15373265750225,Anillamiento,1994-09-25,anillamiento,1996-04-11,El Rincon,Almonte,Huelva,-6.516975299999999,37.2596578,-3.74922,40.46366700000001,8,0,M. Vazquez,564,1,control,control
A,4054065,Cuculus canorus,1,7,1993,Los Palacios,Los Palacios,Sevilla,1,0,G Nevadensis,688,412.6666644829645,Anillamiento,1993-07-01,anillamiento,1995-05-20,El Alcornocal,Los Palacios,Sevilla,-5.9244808,37.1584636,-3.74922,40.46366700000001,7,0,M. Vazquez,688,1,control,control
A,3037214,Glareola pratincola,4,6,1996,La Fao PND,Aznalcazar,Sevilla,1,0,L. Garcia,11,412.3208271094924,Anillamiento,1996-06-04,anillamiento,1996-06-15,La Fao PND,Aznalcazar,Sevilla,-6.2495424999999996,37.3047112,-3.74922,40.46366700000001,1,0,B Calvo,NA,1,control,control
A,3037215,Glareola pratincola,4,6,1996,La Fao PND,Aznalcazar,Sevilla,1,0,L. Garcia,11,412.3208271094924,Anillamiento,1996-06-04,anillamiento,1996-06-15,La Fao PND,Aznalcazar,Sevilla,-6.2495424999999996,37.3047112,-3.74922,40.46366700000001,1,0,B Calvo,NA,1,control,control
A,3037226,Glareola pratincola,9,7,1999,Los Olivillos,Puebla del Rio,Sevilla,1,0,L. Garcia,2,407.4810089617044,Anillamiento,1999-07-09,anillamiento,1999-07-11,Los Olivillos,Puebla del Rio,Sevilla,-6.063133,37.2694065,-3.74922,40.46366700000001,1,0,M. Vazquez,2,1,control,control
A,3037228,Glareola pratincola,9,7,1999,Los Olivillos,Puebla del Rio,Sevilla,1,0,L. Garcia,2,407.4810089617044,Anillamiento,1999-07-09,anillamiento,1999-07-11,Los Olivillos,Puebla del Rio,Sevilla,-6.063133,37.2694065,-3.74922,40.46366700000001,1,0,M. Vazquez,2,1,control,control
A,4090208,Tringa totanus,29,9,2000,Marismas del Odiel,Huelva,Huelva,4,0,JM Sayago,152,450.656040995016,Anillamiento,2000-09-29,anillamiento,2001-02-28,Marismas del Odiel,Huelva,Huelva,-6.9427327,37.2619585,-3.74922,40.46366700000001,4,0,M. Vazquez,152,1,Capturada por buho o rapaz,muerto
A,B19663,Buteo buteo,26,11,2000,CREA San Jeronimo,Sevilla,Sevilla,3,0,SEO Sevilla,50,392.4820327268004,Anillamiento,2000-11-26,anillamiento,2001-01-15,El Alamillo,Sevilla,Sevilla,-5.9844589,37.3890924,-3.74922,40.46366700000001,2,0,M. Vazquez,50,5,Colision con tendido electrico,muerto
A,9015919,Ciconia ciconia,6,6,1993,El Bosque,El Bosque,Cadiz,1,0,O. del Junco,393,412.6666644829645,Anillamiento,1993-06-06,anillamiento,1994-07-04,Don Rodrigo,Los Palacios,Sevilla,-5.9244808,37.1584636,-3.74922,40.46366700000001,5,0,M. Vazquez,393,6,Cazada escopeta,muerto
A,9025606,Ciconia ciconia,9,5,1997,Dehesa de Abajo,Puebla del Rio,Sevilla,1,0,L. Garcia,371,407.4810089617044,Anillamiento,1997-05-09,anillamiento,1998-05-15,Dehesa de Abajo,Puebla del Rio,Sevilla,-6.063133,37.2694065,-3.74922,40.46366700000001,2,0,M. Vazquez,NA,1,Encontrada solo anilla,muerto
A,8002105,Ardea cinerea,15,8,1990,Cañada de los Pajaros,Puebla del Rio,Sevilla,2,0,LEO BIAGGI,449,407.4810089617044,Anillamiento,1990-08-15,anillamiento,1991-11-07,Veta La Palma,Puebla del Rio,Sevilla,-6.063133,37.2694065,-3.74922,40.46366700000001,2,0,L. Garcia,NA,NA,control,control
A,8002108,Ardea cinerea,30,8,1990,Cañada de los Pajaros,Puebla del Rio,Sevilla,2,0,LEO BIAGGI,1183,407.4810089617044,Anillamiento,1990-08-30,anillamiento,1993-11-25,Isla Mayor,Isla Mayor,Sevilla,-6.063133,37.2694065,-3.74922,40.46366700000001,2,0,ADENEX,NA,NA,control,control
A,G09594,Ciconia ciconia,29,5,1986,Alcala de los Gazules,Alcala de los Gazules,Cadiz,1,0,O. del Junco,2919,476.4768496686545,Anillamiento,1986-05-29,anillamiento,1994-05-26,Cañada de los Pajaros,Puebla del Rio,Sevilla,-5.7245344,36.4617479,-3.74922,40.46366700000001,a,0,M. Vazquez,NA,NA,Encontrada muerta,muerto
A,9004862,Ciconia ciconia,10,6,1992,Fuente Palmera,Fuente Palmera,Cordoba,1,0,FS Tortosa,3190,327.75869359461177,Anillamiento,1992-06-10,anillamiento,2001-03-05,Arroyo Gascon,Marchena,Sevilla,-5.1002203,37.7053654,-3.74922,40.46366700000001,A,0,Zamalla,NA,NA,Encontrada muerta,muerto
A,LV0109,Ciconia ciconia,9,6,1984,Dehesa de Abajo,Puebla del Rio,Sevilla,1,0,GOSUR,5802,407.4810089617044,Anillamiento,1984-06-09,anillamiento,2000-04-28,Dehesa de Abajo,Puebla del Rio,Sevilla,-6.063133,37.2694065,-3.74922,40.46366700000001,A,0,M. Vazquez,1,5802,Encontrada solo anilla,muerto
A,C20781,Ciconia ciconia,15,5,1982,Dehesa de Abajo,Puebla del Rio,Sevilla,1,0,Museo Ciencias,4415,407.4810089617044,Anillamiento,1982-05-15,anillamiento,1994-06-16,Dehesa de Abajo,Puebla del Rio,Sevilla,-6.063133,37.2694065,-3.74922,40.46366700000001,A,0,M. Vazquez,1,4408,Encontrada solo anilla,muerto
A,4089951,Himantopus himantopus,29,7,1999,Isla Menor,Puebla del Rio,Sevilla,4,1,M. Vazquez,17,407.4810089617044,Anillamiento,1999-07-29,anillamiento,1999-08-15,Brazo del Este,Puebla del Rio,Sevilla,-6.063133,37.2694065,-3.74922,40.46366700000001,2,0,Otro,17,1,Encontrada muerta,muerto
A,5055481,Streptopelia decaocto,1,11,2000,El Alamillo,Sevilla,Sevilla,2,0,M. Vazquez,80,392.4820327268004,Anillamiento,2000-11-01,anillamiento,2001-01-20,Sevilla,Sevilla,Sevilla,-5.9844589,37.3890924,-3.74922,40.46366700000001,2,0,GOSUR,80,4,Encontrada muerta,muerto
A,347316,Motacilla alba,2,11,1989,Jimena,Jimena,Cadiz,3,2,Milvus Goes,374,NA,Anillamiento,1989-11-02,anillamiento,1990-11-11,Cantera del Duende,El Rubio,Sevilla,NA,NA,-3.74922,40.46366700000001,4,0,M. Vazquez,374,112,control,control
A,3010919,Sturnus unicolor,13,7,1987,Pinares de Hinojos,Hinojos,Huelva,2,0,PND,50,433.60334440874635,Anillamiento,1987-07-13,anillamiento,1987-09-01,El Marmol,Puebla del Rio,Sevilla,-6.386442799999999,37.1467738,-3.74922,40.46366700000001,2,0,M. Vazquez,48,69,Cazado con red de suelo,muerto
A,3010921,Sturnus unicolor,13,7,1987,Pinares de Hinojos,Hinojos,Huelva,2,0,PND,50,433.60334440874635,Anillamiento,1987-07-13,anillamiento,1987-09-01,El Marmol,Puebla del Rio,Sevilla,-6.386442799999999,37.1467738,-3.74922,40.46366700000001,2,0,M. Vazquez,48,69,Cazado con red de suelo,muerto
A,3010941,Sturnus unicolor,15,7,1987,Pinares de Hinojos,Hinojos,Huelva,2,0,PND,48,433.60334440874635,Anillamiento,1987-07-15,anillamiento,1987-09-01,El Marmol,Puebla del Rio,Sevilla,-6.386442799999999,37.1467738,-3.74922,40.46366700000001,2,0,M. Vazquez,46,69,Cazado con red de suelo,muerto
A,3010944,Sturnus unicolor,15,7,1987,Pinares de Hinojos,Hinojos,Huelva,2,0,PND,48,433.60334440874635,Anillamiento,1987-07-15,anillamiento,1987-09-01,El Marmol,Puebla del Rio,Sevilla,-6.386442799999999,37.1467738,-3.74922,40.46366700000001,2,0,M. Vazquez,46,69,Cazado con red de suelo,muerto
A,3010948,Sturnus unicolor,15,7,1987,Pinares de Hinojos,Hinojos,Huelva,2,0,PND,48,433.60334440874635,Anillamiento,1987-07-15,anillamiento,1987-09-01,El Marmol,Puebla del Rio,Sevilla,-6.386442799999999,37.1467738,-3.74922,40.46366700000001,2,0,M. Vazquez,46,69,Cazado con red de suelo,muerto
A,3010950,Sturnus unicolor,15,7,1987,Pinares de Hinojos,Hinojos,Huelva,2,0,PND,48,433.60334440874635,Anillamiento,1987-07-15,anillamiento,1987-09-01,El Marmol,Puebla del Rio,Sevilla,-6.386442799999999,37.1467738,-3.74922,40.46366700000001,2,0,M. Vazquez,46,69,Cazado con red de suelo,muerto
A,3010951,Sturnus unicolor,15,7,1987,Pinares de Hinojos,Hinojos,Huelva,2,0,PND,48,433.60334440874635,Anillamiento,1987-07-15,anillamiento,1987-09-01,El Marmol,Puebla del Rio,Sevilla,-6.386442799999999,37.1467738,-3.74922,40.46366700000001,2,0,M. Vazquez,46,69,Cazado con red de suelo,muerto
A,3027893,Sturnus unicolor,28,1,1989,Lucio Poco Abrigo,Puebla del Rio,Sevilla,4,0,M. Vazquez,220,407.4810089617044,Anillamiento,1989-01-28,anillamiento,1989-09-05,Vuelta la Arena,Puebla del Rio,Sevilla,-6.063133,37.2694065,-3.74922,40.46366700000001,4,0,Cazador,NA,NA,Cazado con red de suelo,muerto
A,3036532,Cyanopica cyana,24,9,1994,Torrecuadros,Hinojos,Huelva,3,0,J Ayala,2557,433.60334440874635,Anillamiento,1994-09-24,anillamiento,2001-09-24,Torrecuadros,Hinojos,Huelva,-6.386442799999999,37.1467738,-3.74922,40.46366700000001,A,0,M. Vazquez,2554,1,control,control
A,5055319,Corvus monedula,28,10,2002,Cañada de los Pajaros,Puebla del Rio,Sevilla,3,0,CDP,1265,407.4810089617044,Anillamiento,2002-10-28,anillamiento,2006-04-15,Dehesa de Abajo,Puebla del Rio,Sevilla,-6.063133,37.2694065,-3.74922,40.46366700000001,A,0,M. Vazquez,1265,6,control,control
A,L262573,Cettia cetti,14,10,1999,La Marmoleja,Puebla del Rio,Sevilla,2,0,M. Vazquez,727,407.4810089617044,Anillamiento,1999-10-14,anillamiento,2001-10-10,Cantaritas,Puebla del Rio,Sevilla,-6.063133,37.2694065,-3.74922,40.46366700000001,4,2,JL Arroyo,727,19,control,control
A,L958478,Cettia cetti,12,7,2004,Laguna del Gobierno,La Lantejuela,Sevilla,3,2,M Vega,778,368.0531177927046,Anillamiento,2004-07-12,anillamiento,2006-08-29,Cantaritas,Puebla del Rio,Sevilla,-5.2227526,37.3544458,-3.74922,40.46366700000001,4,0,JL Arroyo,778,87,control,control
A,N317803,Locustella luscinioides,2,8,2006,Cantaritas,Puebla del Rio,Sevilla,3,0,JL Arroyo,26,407.4810089617044,Anillamiento,2006-08-02,anillamiento,2006-08-28,Caño Navarro,Coria del Rio,Sevilla,-6.063133,37.2694065,-3.74922,40.46366700000001,3,0,M. Vazquez,26,18,control,control
A,N365286,Acrocephalus schoenobaenus,6,8,2006,Cantaritas,Puebla del Rio,Sevilla,4,0,JL Arroyo,5,407.4810089617044,Anillamiento,2006-08-06,anillamiento,2006-08-11,Caño Navarro,Coria del Rio,Sevilla,-6.063133,37.2694065,-3.74922,40.46366700000001,4,0,M. Vazquez,5,18,control,control
A,178269,Acrocephalus scirpaceus,16,9,1997,Castronuño,Castronuño,Valladolid,3,0,G Nycticorax,32,368.0531177927046,Anillamiento,1997-09-16,anillamiento,1997-10-18,Laguna del Gobierno,La Lantejuela,Sevilla,-5.2227526,37.3544458,-3.74922,40.46366700000001,2,0,M Vega,32,450,Encontrada muerta,muerto
A,BS4548,Acrocephalus scirpaceus,27,5,2003,PNAE Roncaires,Castello D´Empuries,Girona,4,0,ICO,100,407.4810089617044,Anillamiento,2003-05-27,anillamiento,2003-09-04,Veta La Palma,Puebla del Rio,Sevilla,-6.063133,37.2694065,-3.74922,40.46366700000001,4,0,M. Vazquez,100,973,control,control
A,CS0350,Acrocephalus scirpaceus,18,8,2005,Muro de los Pobres,Puebla del Rio,Sevilla,3,0,SEO Sevilla,6,407.4810089617044,Anillamiento,2005-08-18,anillamiento,2005-08-24,Caño Navarro,Coria del Rio,Sevilla,-6.063133,37.2694065,-3.74922,40.46366700000001,3,0,M. Vazquez,6,18,control,control
A,L358585,Acrocephalus scirpaceus,15,8,2001,Curva del Convento,Las Cabezas de San Juan,Sevilla,3,0,GOSUR,1430,405.22968988311436,Anillamiento,2001-08-15,anillamiento,2005-07-15,Caño Navarro,Coria del Rio,Sevilla,-6.0533598,37.2882628,-3.74922,40.46366700000001,4,0,M. Vazquez,1430,35,control,control
A,L467833,Acrocephalus scirpaceus,11,5,2001,Coria del Rio,Coria del Rio,Sevilla,4,2,Zamalla,86,404.97992157396976,Anillamiento,2001-05-11,anillamiento,2001-08-05,Utrera,Utrera,Sevilla,-5.7882209,37.1824545,-3.74922,40.46366700000001,4,0,GOSUR,86,29,control,control
A,L705800,Acrocephalus scirpaceus,18,7,2004,Cantaritas,Puebla del Rio,Sevilla,3,0,JL Arroyo,754,407.4810089617044,Anillamiento,2004-07-18,anillamiento,2006-08-11,Caño Navarro,Coria del Rio,Sevilla,-6.063133,37.2694065,-3.74922,40.46366700000001,4,0,M. Vazquez,754,18,control,control
A,L851416,Acrocephalus scirpaceus,24,7,2004,Caño Navarro,Coria del Rio,Sevilla,3,0,M. Vazquez,642,405.22968988311436,Anillamiento,2004-07-24,anillamiento,2006-04-27,Manecorro PN Doñana,Almonte,Huelva,-6.0533598,37.2882628,-3.74922,40.46366700000001,4,0,EBD,642,47,control,control
A,L937723,Acrocephalus scirpaceus,17,3,2004,Las Gallegas,Malaga,Malaga,4,0,SEO Malaga,162,405.60913592847083,Anillamiento,2004-03-17,anillamiento,2004-08-26,Caño Navarro,Coria del Rio,Sevilla,-6.0613366,37.2878742,-3.74922,40.46366700000001,4,0,M. Vazquez,162,153,control,control
A,N134977,Acrocephalus scirpaceus,24,7,2004,Puenteceso,A Coruña,A Coruña,4,2,GA Hercules,751,405.22968988311436,Anillamiento,2004-07-24,anillamiento,2006-08-14,Caño Navarro,Coria del Rio,Sevilla,-6.0533598,37.2882628,-3.74922,40.46366700000001,4,0,M. Vazquez,751,708,control,control
A,N180430,Acrocephalus scirpaceus,11,8,2005,Cantaritas,Puebla del Rio,Sevilla,3,0,JL Arroyo,365,407.4810089617044,Anillamiento,2005-08-11,anillamiento,2006-08-11,Caño Navarro,Coria del Rio,Sevilla,-6.063133,37.2694065,-3.74922,40.46366700000001,4,0,M. Vazquez,365,18,control,control
A,N206574,Acrocephalus scirpaceus,29,7,2005,Caño Navarro,Coria del Rio,Sevilla,3,0,M. Vazquez,13,407.4810089617044,Anillamiento,2005-07-29,anillamiento,2005-08-11,Cantaritas,Puebla del Rio,Sevilla,-6.063133,37.2694065,-3.74922,40.46366700000001,3,0,JL Arroyo,13,18,control,control
A,N206635,Acrocephalus scirpaceus,29,7,2005,Caño Navarro,Coria del Rio,Sevilla,4,0,M. Vazquez,10,407.4810089617044,Anillamiento,2005-07-29,anillamiento,2005-08-08,Cantaritas,Puebla del Rio,Sevilla,-6.063133,37.2694065,-3.74922,40.46366700000001,4,0,JL Arroyo,10,18,control,control
A,N206647,Acrocephalus scirpaceus,29,7,2005,Caño Navarro,Coria del Rio,Sevilla,3,0,M. Vazquez,7,407.4810089617044,Anillamiento,2005-07-29,anillamiento,2005-08-05,Cantaritas,Puebla del Rio,Sevilla,-6.063133,37.2694065,-3.74922,40.46366700000001,3,0,JL Arroyo,7,18,control,control
A,N206648,Acrocephalus scirpaceus,29,7,2005,Caño Navarro,Coria del Rio,Sevilla,3,0,M. Vazquez,18,407.4810089617044,Anillamiento,2005-07-29,anillamiento,2005-08-16,Cantaritas,Puebla del Rio,Sevilla,-6.063133,37.2694065,-3.74922,40.46366700000001,3,0,JL Arroyo,18,18,control,control
A,N207313,Acrocephalus scirpaceus,7,9,2005,Caño Navarro,Coria del Rio,Sevilla,3,0,M. Vazquez,338,407.4810089617044,Anillamiento,2005-09-07,anillamiento,2006-08-11,Cantaritas,Puebla del Rio,Sevilla,-6.063133,37.2694065,-3.74922,40.46366700000001,4,0,JL Arroyo,338,18,control,control
A,N246713,Acrocephalus scirpaceus,25,9,2005,Parque del Alamillo,Sevilla,Sevilla,3,0,GOSUR,332,405.22968988311436,Anillamiento,2005-09-25,anillamiento,2006-08-23,Caño Navarro,Coria del Rio,Sevilla,-6.0533598,37.2882628,-3.74922,40.46366700000001,4,0,M. Vazquez,332,18,control,control
A,N294592,Acrocephalus scirpaceus,21,8,2005,Cantaritas,Puebla del Rio,Sevilla,3,0,JL Arroyo,367,407.4810089617044,Anillamiento,2005-08-21,anillamiento,2006-08-23,Caño Navarro,Coria del Rio,Sevilla,-6.063133,37.2694065,-3.74922,40.46366700000001,4,0,M. Vazquez,367,18,control,control
A,N317999,Acrocephalus scirpaceus,3,8,2006,Cantaritas,Puebla del Rio,Sevilla,5,2,JL Arroyo,15,407.4810089617044,Anillamiento,2006-08-03,anillamiento,2006-08-18,Caño Navarro,Coria del Rio,Sevilla,-6.063133,37.2694065,-3.74922,40.46366700000001,4,0,M. Vazquez,15,18,control,control
A,N353540,Acrocephalus scirpaceus,23,5,2006,Veta La Palma,Puebla del Rio,Sevilla,5,0,O. Gonzalez,80,407.4810089617044,Anillamiento,2006-05-23,anillamiento,2006-08-11,Caño Navarro,Coria del Rio,Sevilla,-6.063133,37.2694065,-3.74922,40.46366700000001,4,0,M. Vazquez,80,18,control,control
A,N364189,Acrocephalus scirpaceus,28,8,2006,Caño Navarro,Coria del Rio,Sevilla,4,0,M. Vazquez,263,405.22968988311436,Anillamiento,2006-08-28,anillamiento,2007-05-18,Desembocadura Rio Guadiaro,San Roque,Cadiz,-6.0533598,37.2882628,-3.74922,40.46366700000001,4,0,Milvus Goes,263,130,control,control
A,N491140,Acrocephalus scirpaceus,20,8,2006,Cantaritas,Puebla del Rio,Sevilla,3,0,JL Arroyo,8,407.4810089617044,Anillamiento,2006-08-20,anillamiento,2006-08-28,Caño Navarro,Coria del Rio,Sevilla,-6.063133,37.2694065,-3.74922,40.46366700000001,3,0,M. Vazquez,8,18,control,control
