MODO,METAL,NOMBRE_COMUN,ESPECIE,FAMILIA,ORDEN,GRUPO,DIA,MES,AÑO,LUGAR,MUNICIPIO,PROVINCIA,EDAD,SEXO,ANILLADOR,Dias,Kms,Observaciones,FECHA CONTROL 1,Observaciones simple,FECHA CONTROL 2,LUGAR CONTROL 2,MUNICIPIO CONTROL 2,PROVINCIA CONTROL 2,LONGITUDE CONTROL 1,LATITUDE CONTROL 1,LONGITUDE CONTROL 2,LATITUDE CONTROL 2,EDAD CONTROL 2,SEXO CONTROL 2,ANILLADOR CONTROL 2,Dias anotados,Kms anotados,Observaciones control 2,Observaciones simple control 2
A,G02003,American Flamingo,Phoenicopterus ruber,Phoenicopteridae (Flamingos),Phoenicopteriformes,Flamingos,28,9,1984,Lucio del Buen Tiro PND,Aznalcazar,Sevilla,1.0,0.0,EBD,5923,450.656040995016,Anillamiento,1984-09-28,anillamiento,2000-12-16,Marismas del Odiel,Huelva,Huelva,-6.9427327,37.2619585,-3.74922,40.46366700000001,A,0,Particular,5923.0,57.0,Encontrado muerto,muerto
A,C04646,Eurasian Spoonbill,Platalea leucorodia,Threskiornithidae (Ibises and Spoonbills),Pelecaniformes,"Herons, Ibis, and Allies",23,5,1970,Martinazo PND,Almonte,Huelva,1.0,0.0,PV. Belman,7132,407.4810089617044,Anillamiento,1970-05-23,anillamiento,1989-12-01,Puebla del Rio,Puebla del Rio,Sevilla,-6.063133,37.2694065,-3.74922,40.46366700000001,A,0,Particular,,,Cazada escopeta solo anilla,muerto
A,F01078,Eurasian Spoonbill,Platalea leucorodia,Threskiornithidae (Ibises and Spoonbills),Pelecaniformes,"Herons, Ibis, and Allies",13,6,1966,Martinazo PND,Almonte,Huelva,1.0,0.0,EBD,8572,407.4810089617044,Anillamiento,1966-06-13,anillamiento,1989-12-01,Puebla del Rio,Puebla del Rio,Sevilla,-6.063133,37.2694065,-3.74922,40.46366700000001,A,0,Particular,,,Cazada escopeta solo anilla,muerto
A,F01465,Eurasian Spoonbill,Platalea leucorodia,Threskiornithidae (Ibises and Spoonbills),Pelecaniformes,"Herons, Ibis, and Allies",11,6,1968,Martinazo PND,Almonte,Huelva,1.0,0.0,E. Mackrill,7843,407.4810089617044,Anillamiento,1968-06-11,anillamiento,1989-12-01,Puebla del Rio,Puebla del Rio,Sevilla,-6.063133,37.2694065,-3.74922,40.46366700000001,A,0,Particular,,,Cazada escopeta solo anilla,muerto
A,F01764,Eurasian Spoonbill,Platalea leucorodia,Threskiornithidae (Ibises and Spoonbills),Pelecaniformes,"Herons, Ibis, and Allies",17,6,1969,La Aulaga PND,Almonte,Huelva,,,EBD,7472,407.4810089617044,Anillamiento,1969-06-17,anillamiento,1989-12-01,Puebla del Rio,Puebla del Rio,Sevilla,-6.063133,37.2694065,-3.74922,40.46366700000001,A,0,Particular,,,Cazada escopeta solo anilla,muerto
A,G04345,Eurasian Spoonbill,Platalea leucorodia,Threskiornithidae (Ibises and Spoonbills),Pelecaniformes,"Herons, Ibis, and Allies",8,4,1983,Marismas del Odiel,Huelva,Huelva,1.0,0.0,L. Garcia,2429,408.523674456632,Anillamiento,1983-04-08,anillamiento,1989-12-01,Puebla del Rio,Puebla del Rio,Sevilla,-6.0702956,37.261833,-3.74922,40.46366700000001,A,0,Particular,,,Cazada escopeta solo anilla,muerto
A,G06032,Eurasian Spoonbill,Platalea leucorodia,Threskiornithidae (Ibises and Spoonbills),Pelecaniformes,"Herons, Ibis, and Allies",8,4,1983,Marismas del Odiel,Huelva,Huelva,1.0,0.0,L. Garcia,2429,408.523674456632,Anillamiento,1983-04-08,anillamiento,1989-12-01,Puebla del Rio,Puebla del Rio,Sevilla,-6.0702956,37.261833,-3.74922,40.46366700000001,A,0,Particular,,,Cazada escopeta solo anilla,muerto
A,G08673,Eurasian Spoonbill,Platalea leucorodia,Threskiornithidae (Ibises and Spoonbills),Pelecaniformes,"Herons, Ibis, and Allies",22,4,1987,Marismas del Odiel,Huelva,Huelva,1.0,0.0,EBD,181,445.7026658392172,Anillamiento,1987-04-22,anillamiento,1987-10-20,Las Nuevas PND,Doñana,Huelva,-6.4344467,37.0427289,-3.74922,40.46366700000001,3,0,Particular,,,Ala rota,control
A,G08904,Eurasian Spoonbill,Platalea leucorodia,Threskiornithidae (Ibises and Spoonbills),Pelecaniformes,"Herons, Ibis, and Allies",8,4,1987,Marismas del Odiel,Huelva,Huelva,1.0,0.0,EBD,80,445.7026658392172,Anillamiento,1987-04-08,anillamiento,1987-06-27,Las Nuevas PND,Doñana,Huelva,-6.4344467,37.0427289,-3.74922,40.46366700000001,3,0,Particular,,,Cazada escopeta,muerto
A,G23028,Eurasian Spoonbill,Platalea leucorodia,Threskiornithidae (Ibises and Spoonbills),Pelecaniformes,"Herons, Ibis, and Allies",26,5,1998,Ayamonte,Ayamonte,Huelva,1.0,0.0,L. Garcia,67,480.36358148262417,Anillamiento,1998-05-26,anillamiento,1998-08-01,Laguna de los Tollos,El Cuervo,Sevilla,-7.4043413,37.2141237,-3.74922,40.46366700000001,3,0,JA. Cabral,68.0,125.0,Encontrado muerto,muerto
A,7062761,Glossy Ibis,Plegadis falcinellus,Threskiornithidae (Ibises and Spoonbills),Pelecaniformes,"Herons, Ibis, and Allies",23,5,2003,La Fao PND,Aznalcazar,Sevilla,1.0,0.0,L. Garcia,572,412.3208271094924,Anillamiento,2003-05-23,anillamiento,2004-12-15,Puebla del Rio,Puebla del Rio,Sevilla,-6.2495425,37.3047112,-3.74922,40.46366700000001,3,0,M.Vazquez,572.0,24.0,Cazada escopeta,muerto
A,5096911,Little Grebe,Tachybaptus ruficollis,Podicipedidae (Grebes),Podicipediformes,Grebes,11,8,2005,Veta La Palma,Puebla del Rio,Sevilla,3.0,0.0,JL. Valle,383,443.9341897129595,Anillamiento,2005-08-11,anillamiento,2006-08-29,Moguer,Moguer,Huelva,-6.8369079,37.27464,-3.74922,40.46366700000001,5,0,M.Vazquez,383.0,59.0,Encontrado muerto,muerto
A,6004230,Little Grebe,Tachybaptus ruficollis,Podicipedidae (Grebes),Podicipediformes,Grebes,20,8,1985,Lucio del Buen Tiro PND,Doñana,Sevilla,1.0,0.0,P.Rodriguez,612,412.4398062948355,Anillamiento,1985-08-20,anillamiento,1987-04-24,Aznalcazar,Aznalcazar,Sevilla,-6.2477539,37.3026045,-3.74922,40.46366700000001,2,0,Cazador,614.0,31.0,Cazada escopeta,muerto
A,G3349,Little Grebe,Tachybaptus ruficollis,Podicipedidae (Grebes),Podicipediformes,Grebes,30,7,1968,Lucio Marilopez PND,Aznalcazar,Sevilla,1.0,0.0,P.Rodriguez,7808,412.3208271094924,Anillamiento,1968-07-30,anillamiento,1989-12-15,Puebla del Rio,Puebla del Rio,Sevilla,-6.2495425,37.3047112,-3.74922,40.46366700000001,A,0,Cazador,,25.0,Cazada escopeta solo anilla,muerto
A,D05757,Mallard,Anas platyrhynchos,"Anatidae (Ducks, Geese, and Waterfowl)",Anseriformes,Waterfowl,1,5,1965,RB Doñana,Almonte,Huelva,4.0,1.0,EBD,8994,407.4810089617044,Anillamiento,1965-05-01,anillamiento,1989-12-15,Puebla del Rio,Puebla del Rio,Sevilla,-6.063133,37.2694065,-3.74922,40.46366700000001,A,0,Cazador,,,Cazada escopeta solo anilla,muerto
A,E22973,Mallard,Anas platyrhynchos,"Anatidae (Ducks, Geese, and Waterfowl)",Anseriformes,Waterfowl,10,7,1984,Caño Guadiamar PND,Almonte,Huelva,1.0,0.0,A. Herrera,1128,407.4810089617044,Anillamiento,1984-07-10,anillamiento,1987-08-12,Puebla del Rio,Puebla del Rio,Sevilla,-6.063133,37.2694065,-3.74922,40.46366700000001,9,0,Cazador,,,Cazada escopeta,muerto
A,DE09420,Mallard,Anas platyrhynchos,"Anatidae (Ducks, Geese, and Waterfowl)",Anseriformes,Waterfowl,26,7,1971,Aznalcazar,Aznalcazar,Sevilla,1.0,2.0,P. Clarita,6717,412.3208271094924,Anillamiento,1971-07-26,anillamiento,1989-12-15,Puebla del Rio,Puebla del Rio,Sevilla,-6.2495425,37.3047112,-3.74922,40.46366700000001,A,0,Cazador,,,Cazada escopeta solo anilla,muerto
A,DE12562,Mallard,Anas platyrhynchos,"Anatidae (Ducks, Geese, and Waterfowl)",Anseriformes,Waterfowl,16,7,1975,Veladero PND,Aznalcazar,Sevilla,1.0,0.0,M. Espinar,5266,412.3208271094924,Anillamiento,1975-07-16,anillamiento,1989-12-15,Puebla del Rio,Puebla del Rio,Sevilla,-6.2495425,37.3047112,-3.74922,40.46366700000001,A,0,Cazador,,,Cazada escopeta solo anilla,muerto
A,DE20516,Mallard,Anas platyrhynchos,"Anatidae (Ducks, Geese, and Waterfowl)",Anseriformes,Waterfowl,26,6,1975,Veladero PND,Aznalcazar,Sevilla,1.0,1.0,P. Clarita,2334,412.3208271094924,Anillamiento,1975-06-26,anillamiento,1981-11-15,Puebla del Rio,Puebla del Rio,Sevilla,-6.2495425,37.3047112,-3.74922,40.46366700000001,A,0,Cazador,,,Cazada escopeta,muerto
A,DE25614,Mallard,Anas platyrhynchos,"Anatidae (Ducks, Geese, and Waterfowl)",Anseriformes,Waterfowl,2,6,1978,Lucio de Marilopez PND,Aznalcazar,Sevilla,1.0,1.0,P. Clarita,4214,412.3208271094924,Anillamiento,1978-06-02,anillamiento,1989-12-15,Puebla del Rio,Puebla del Rio,Sevilla,-6.2495425,37.3047112,-3.74922,40.46366700000001,A,0,Cazador,,,Cazada escopeta solo anilla,muerto
A,DE29206,Mallard,Anas platyrhynchos,"Anatidae (Ducks, Geese, and Waterfowl)",Anseriformes,Waterfowl,30,6,1978,Lucio de Marilopez PND,Aznalcazar,Sevilla,4.0,2.0,P. Clarita,4186,412.3208271094924,Anillamiento,1978-06-30,anillamiento,1989-12-15,Puebla del Rio,Puebla del Rio,Sevilla,-6.2495425,37.3047112,-3.74922,40.46366700000001,A,0,Cazador,,,Cazada escopeta solo anilla,muerto
A,H18319,Mallard,Anas platyrhynchos,"Anatidae (Ducks, Geese, and Waterfowl)",Anseriformes,Waterfowl,25,6,1972,Lucio Redondo PND,Aznalcazar,Sevilla,1.0,1.0,A. Sanchez,6382,412.3208271094924,Anillamiento,1972-06-25,anillamiento,1989-12-15,Puebla del Rio,Puebla del Rio,Sevilla,-6.2495425,37.3047112,-3.74922,40.46366700000001,A,0,Cazador,,,Cazada escopeta solo anilla,muerto
A,H18865,Mallard,Anas platyrhynchos,"Anatidae (Ducks, Geese, and Waterfowl)",Anseriformes,Waterfowl,6,7,1972,Caño Travieso PND,Aznalcazar,Sevilla,4.0,1.0,M. Espinar,6371,412.3208271094924,Anillamiento,1972-07-06,anillamiento,1989-12-15,Puebla del Rio,Puebla del Rio,Sevilla,-6.2495425,37.3047112,-3.74922,40.46366700000001,A,0,Cazador,,,Cazada escopeta solo anilla,muerto
A,H18754,Mallard,Anas platyrhynchos,"Anatidae (Ducks, Geese, and Waterfowl)",Anseriformes,Waterfowl,27,6,1972,Caño Travieso PND,Aznalcazar,Sevilla,1.0,2.0,M. Espinar,6380,412.3208271094924,Anillamiento,1972-06-27,anillamiento,1989-12-15,Puebla del Rio,Puebla del Rio,Sevilla,-6.2495425,37.3047112,-3.74922,40.46366700000001,A,0,Cazador,,,Cazada escopeta solo anilla,muerto
A,7004906,Mallard,Anas platyrhynchos,"Anatidae (Ducks, Geese, and Waterfowl)",Anseriformes,Waterfowl,3,6,1986,Lucio del Molino PND,Aznalcazar,Sevilla,1.0,2.0,A. Herrera,438,412.3208271094924,Anillamiento,1986-06-03,anillamiento,1987-08-15,Puebla del Rio,Puebla del Rio,Sevilla,-6.2495425,37.3047112,-3.74922,40.46366700000001,5,2,Cazador,,,Cazada escopeta,muerto
A,7013573,Mallard,Anas platyrhynchos,"Anatidae (Ducks, Geese, and Waterfowl)",Anseriformes,Waterfowl,7,7,1986,Las Nuevas PND,Aznalcazar,Sevilla,2.0,0.0,PND,108,412.3208271094924,Anillamiento,1986-07-07,anillamiento,1986-10-23,Cantaritas,Puebla del Rio,Sevilla,-6.2495425,37.3047112,-3.74922,40.46366700000001,2,0,FG. Vilches,,,Encontrado muerto,muerto
A,7014321,Mallard,Anas platyrhynchos,"Anatidae (Ducks, Geese, and Waterfowl)",Anseriformes,Waterfowl,25,6,1987,Caño Cardales PND,Aznalcazar,Sevilla,1.0,1.0,I. Fernandez,10,412.3208271094924,Anillamiento,1987-06-25,anillamiento,1987-07-05,Lucio del Cangrejo PND,Aznalcazar,Sevilla,-6.2495425,37.3047112,-3.74922,40.46366700000001,3,1,M. Vazquez,,,Encontrado muerto,muerto
A,7015686,Mallard,Anas platyrhynchos,"Anatidae (Ducks, Geese, and Waterfowl)",Anseriformes,Waterfowl,6,6,1986,Lucio de la Piedra PND,Aznalcazar,Sevilla,4.0,2.0,A. Herrera,893,412.3208271094924,Anillamiento,1986-06-06,anillamiento,1988-11-15,Puebla del Rio,Puebla del Rio,Sevilla,-6.2495425,37.3047112,-3.74922,40.46366700000001,8,2,M. Vazquez,,,Cazada escopeta,muerto
A,7015752,Mallard,Anas platyrhynchos,"Anatidae (Ducks, Geese, and Waterfowl)",Anseriformes,Waterfowl,12,6,1986,Caño Travieso PND,Aznalcazar,Sevilla,4.0,1.0,A. Herrera,887,412.3208271094924,Anillamiento,1986-06-12,anillamiento,1988-11-15,Puebla del Rio,Puebla del Rio,Sevilla,-6.2495425,37.3047112,-3.74922,40.46366700000001,8,2,M. Vazquez,,,Cazada escopeta,muerto
A,7016118,Mallard,Anas platyrhynchos,"Anatidae (Ducks, Geese, and Waterfowl)",Anseriformes,Waterfowl,8,6,1987,Lucio del Rey PND,Aznalcazar,Sevilla,1.0,0.0,A. Herrera,526,412.3208271094924,Anillamiento,1987-06-08,anillamiento,1988-11-15,Puebla del Rio,Puebla del Rio,Sevilla,-6.2495425,37.3047112,-3.74922,40.46366700000001,5,0,M. Vazquez,,,Cazada escopeta,muerto
A,7016346,Mallard,Anas platyrhynchos,"Anatidae (Ducks, Geese, and Waterfowl)",Anseriformes,Waterfowl,30,6,1987,La Gaveta PND,Aznalcazar,Sevilla,1.0,2.0,A. Herrera,504,412.3208271094924,Anillamiento,1987-06-30,anillamiento,1988-11-15,Puebla del Rio,Puebla del Rio,Sevilla,-6.2495425,37.3047112,-3.74922,40.46366700000001,5,2,M. Vazquez,,,Cazada escopeta,muerto
A,7016521,Mallard,Anas platyrhynchos,"Anatidae (Ducks, Geese, and Waterfowl)",Anseriformes,Waterfowl,12,7,1987,Lucio del Bolin PND,Almonte,Huelva,3.0,0.0,F. Ibañez,34,407.4810089617044,Anillamiento,1987-07-12,anillamiento,1987-08-15,Puebla del Rio,Puebla del Rio,Sevilla,-6.063133,37.2694065,-3.74922,40.46366700000001,3,0,FG. Vilches,,,Cazada escopeta,muerto
A,7016528,Mallard,Anas platyrhynchos,"Anatidae (Ducks, Geese, and Waterfowl)",Anseriformes,Waterfowl,12,7,1987,Lucio del Bolin PND,Almonte,Huelva,3.0,1.0,F. Ibañez,187,425.115331853602,Anillamiento,1987-07-12,anillamiento,1988-01-15,Los Alamos,Isla Mayor,Sevilla,-6.1658351,37.1332508,-3.74922,40.46366700000001,5,1,FG. Vilches,,,Cazada escopeta,muerto
A,7017955,Mallard,Anas platyrhynchos,"Anatidae (Ducks, Geese, and Waterfowl)",Anseriformes,Waterfowl,20,6,1987,Caño Travieso PND,Aznalcazar,Sevilla,3.0,0.0,F. Ibañez,422,468.2448607232554,Anillamiento,1987-06-20,anillamiento,1988-08-15,Los Caños,Sanlucar de Barrameda,Cadiz,-6.3529689,36.7725774,-3.74922,40.46366700000001,5,0,FG. Vilches,,,Cazada escopeta,muerto
A,7017969,Mallard,Anas platyrhynchos,"Anatidae (Ducks, Geese, and Waterfowl)",Anseriformes,Waterfowl,21,6,1987,El Burro PND,Almonte,Huelva,3.0,1.0,F. Ibañez,211,407.4810089617044,Anillamiento,1987-06-21,anillamiento,1988-01-18,Cantaritas,Puebla del Rio,Sevilla,-6.063133,37.2694065,-3.74922,40.46366700000001,5,1,FG. Vilches,121.0,29.0,Cazada escopeta,muerto
A,7018159,Mallard,Anas platyrhynchos,"Anatidae (Ducks, Geese, and Waterfowl)",Anseriformes,Waterfowl,3,9,1986,Doñana PND,Almonte,Huelva,4.0,2.0,PND,1199,425.115331853602,Anillamiento,1986-09-03,anillamiento,1989-12-15,Isla Mayor,Isla Mayor,Sevilla,-6.1658351,37.1332508,-3.74922,40.46366700000001,A,0,Cazador,1197.0,33.0,Cazada escopeta solo anilla,muerto
A,7027848,Mallard,Anas platyrhynchos,"Anatidae (Ducks, Geese, and Waterfowl)",Anseriformes,Waterfowl,4,8,1988,El Puntal PND,Almonte,Huelva,3.0,2.0,PND,355,407.4810089617044,Anillamiento,1988-08-04,anillamiento,1989-07-25,Lucio Las Gavetas,Puebla del Rio,Sevilla,-6.063133,37.2694065,-3.74922,40.46366700000001,5,2,P. Rodriguez,,,Encontrado muerto,muerto
A,E23000,Gadwall,Mareca strepera,"Anatidae (Ducks, Geese, and Waterfowl)",Anseriformes,Waterfowl,10,7,1984,Caño Guadiamar PND,Aznalcazar,Sevilla,4.0,1.0,A. Herrera,1984,412.3208271094924,Anillamiento,1984-07-10,anillamiento,1989-12-15,Puebla del Rio,Puebla del Rio,Sevilla,-6.2495425,37.3047112,-3.74922,40.46366700000001,A,0,Cazador,,,Cazada escopeta solo anilla,muerto
A,M1954,Gadwall,Mareca strepera,"Anatidae (Ducks, Geese, and Waterfowl)",Anseriformes,Waterfowl,19,8,1971,Lucio de Marilopez PND,Aznalcazar,Sevilla,4.0,2.0,EBD,6710,412.3208271094924,Anillamiento,1971-08-19,anillamiento,1990-01-01,Antequera,Antequera,Malaga,-6.2495425,37.3047112,-3.74922,40.46366700000001,A,0,Cazador,6710.0,157.0,Cazada escopeta solo anilla,muerto
A,6002116,Gadwall,Mareca strepera,"Anatidae (Ducks, Geese, and Waterfowl)",Anseriformes,Waterfowl,24,6,1987,Caño Cardales PND,Aznalcazar,Sevilla,1.0,1.0,P. Clarita,11,412.3208271094924,Anillamiento,1987-06-24,anillamiento,1987-07-05,Lucio del Cangrejo PND,Aznalcazar,Sevilla,-6.2495425,37.3047112,-3.74922,40.46366700000001,3,1,P. Rodriguez,,,Encontrado muerto,muerto
A,5006800,Marbled Teal,Marmaronetta angustirostris,"Anatidae (Ducks, Geese, and Waterfowl)",Anseriformes,Waterfowl,6,8,1987,Cañada de los Pajaros,Puebla del Rio,Sevilla,3.0,1.0,LEO BIAGGI,467,407.4810089617044,Anillamiento,1987-08-06,anillamiento,1988-11-15,Puebla del Rio,Puebla del Rio,Sevilla,-6.063133,37.2694065,-3.74922,40.46366700000001,5,0,Cazador,,,Cazada escopeta,muerto
A,D10764,Red-crested Pochard,Netta rufina,"Anatidae (Ducks, Geese, and Waterfowl)",Anseriformes,Waterfowl,19,7,1984,Caño Guadiamar PND,Aznalcazar,Sevilla,4.0,2.0,I. Fernandez,1610,412.3208271094924,Anillamiento,1984-07-19,anillamiento,1988-12-15,Isla Mayor,Isla Mayor,Sevilla,-6.2495425,37.3047112,-3.74922,40.46366700000001,A,0,M. Vazquez,,,Cazada escopeta,muerto
A,7009034,Red-crested Pochard,Netta rufina,"Anatidae (Ducks, Geese, and Waterfowl)",Anseriformes,Waterfowl,14,7,1985,Lucio Redondo PND,Aznalcazar,Sevilla,1.0,0.0,LEO BIAGGI,876,412.3208271094924,Anillamiento,1985-07-14,anillamiento,1987-12-07,Sueca,Sueca,Valencia,-6.2495425,37.3047112,-3.74922,40.46366700000001,7,0,Cazador,143.0,588.0,Cazada escopeta,muerto
A,7009036,Red-crested Pochard,Netta rufina,"Anatidae (Ducks, Geese, and Waterfowl)",Anseriformes,Waterfowl,14,7,1985,Lucio del Rinconcillo PND,Almonte,Huelva,2.0,1.0,LEO BIAGGI,1232,407.4810089617044,Anillamiento,1985-07-14,anillamiento,1988-11-27,Cantaritas,Puebla del Rio,Sevilla,-6.063133,37.2694065,-3.74922,40.46366700000001,2,0,Cazador,1288.0,15.0,Cazada escopeta,muerto
A,7060100,Red-crested Pochard,Netta rufina,"Anatidae (Ducks, Geese, and Waterfowl)",Anseriformes,Waterfowl,1,12,2001,Cañada de los Pajaros,Puebla del Rio,Sevilla,4.0,2.0,CDP,1789,8463.047013457866,Anillamiento,2001-12-01,anillamiento,2006-10-25,Embalse de Alanje,Alanje,Badajoz,-82.54563739999999,8.3972444,-3.74922,40.46366700000001,A,0,Particular,1789.0,180.0,Encontrado muerto,muerto
A,7064223,Common Pochard,Aythya ferina,"Anatidae (Ducks, Geese, and Waterfowl)",Anseriformes,Waterfowl,16,7,2002,Caño Cardales PND,Aznalcazar,Sevilla,3.0,2.0,F. Ibañez,1024,451.2627921041097,Anillamiento,2002-07-16,anillamiento,2005-05-05,Trebujena,Trebujena,Cadiz,-6.175237699999999,36.8704663,-3.74922,40.46366700000001,A,0,M. Vazquez,1024.0,24.0,Cazada escopeta,muerto
A,7021727,Red-crested Pochard,Netta rufina,"Anatidae (Ducks, Geese, and Waterfowl)",Anseriformes,Waterfowl,30,7,1988,Caño Travieso PND,Aznalcazar,Sevilla,1.0,1.0,A. Herrera,503,412.3208271094924,Anillamiento,1988-07-30,anillamiento,1989-12-15,Puebla del Rio,Puebla del Rio,Sevilla,-6.2495425,37.3047112,-3.74922,40.46366700000001,5,0,Cazador,,,Cazada escopeta,muerto
A,7014268,Common Pochard,Aythya ferina,"Anatidae (Ducks, Geese, and Waterfowl)",Anseriformes,Waterfowl,10,7,1986,Los Cardales PND,Hinojos,Huelva,1.0,2.0,I. Fernandez,248,433.6033444087464,Anillamiento,1986-07-10,anillamiento,1987-03-15,Isla Minima,Puebla del Rio,Sevilla,-6.386442799999999,37.1467738,-3.74922,40.46366700000001,5,0,LEO BIAGGI,,,Colision con tendido electrico,muerto
A,7031226,Common Pochard,Aythya ferina,"Anatidae (Ducks, Geese, and Waterfowl)",Anseriformes,Waterfowl,25,8,1988,PN Doñana,Almonte,Huelva,3.0,0.0,PND,353,407.4810089617044,Anillamiento,1988-08-25,anillamiento,1989-08-13,Lucio Las Gavetas,Puebla del Rio,Sevilla,-6.063133,37.2694065,-3.74922,40.46366700000001,5,0,LEO BIAGGI,,,Encontrado muerto,muerto
A,C6543,Eurasian Griffon,Gyps fulvus,"Accipitridae (Hawks, Eagles, and Kites)",Accipitriformes,"Vultures, Hawks, and Allies",28,7,1995,Alberuela de la Liena,Alberuela de la Liena,Huesca,3.0,0.0,GO Oscense,57,363.9289395762647,Anillamiento,1995-07-28,anillamiento,1995-09-23,Basurero de Ayerbe,Ayerbe,Huesca,-0.0330906,42.1639025,-3.74922,40.46366700000001,3,0,FJ Ramos,57.0,55.0,Envenenado,muerto
A,C7452,Eurasian Griffon,Gyps fulvus,"Accipitridae (Hawks, Eagles, and Kites)",Accipitriformes,"Vultures, Hawks, and Allies",4,10,1994,CREA Guadalajara,Sigüenza,Guadalajara,3.0,2.0,CREA,25,114.72823148449946,Anillamiento,1994-10-04,anillamiento,1994-10-29,El Arahal,El Arahal,Sevilla,-2.6462262,41.067066,-3.74922,40.46366700000001,3,0,Zamalla,25.0,492.0,Encontrado exahusto y liberado en buen estado,control
A,1100036,Eurasian Griffon,Gyps fulvus,"Accipitridae (Hawks, Eagles, and Kites)",Accipitriformes,"Vultures, Hawks, and Allies",13,12,1986,El Chorro,Ardales,Malaga,3.0,0.0,G Malaca,54,387.5972025869809,Anillamiento,1986-12-13,anillamiento,1987-02-05,El Arahal,El Arahal,Sevilla,-5.538686999999999,37.264519,-3.74922,40.46366700000001,5,0,Zamalla,54.0,75.0,Cazada escopeta,muerto
A,1101866,Eurasian Griffon,Gyps fulvus,"Accipitridae (Hawks, Eagles, and Kites)",Accipitriformes,"Vultures, Hawks, and Allies",9,5,1998,Valdevacas,Montejo,Segovia,1.0,0.0,G. Doval,65,327.7982269421548,Anillamiento,1998-05-09,anillamiento,1998-07-13,Constantina,Constantina,Sevilla,-5.6037465,37.887709,-3.74922,40.46366700000001,3,0,Zamalla,66.0,375.0,Encontrado exahusto y liberado en buen estado,control
A,1103443,Eurasian Griffon,Gyps fulvus,"Accipitridae (Hawks, Eagles, and Kites)",Accipitriformes,"Vultures, Hawks, and Allies",19,1,2007,Cazorla,Cazorla,Jaen,5.0,0.0,M. Vazquez,600,198.3077978263741,Anillamiento,2007-01-19,anillamiento,2008-09-10,Finca El Torilejo,Almodovar del Campo,Ciudad Real,-4.1756947,38.7082796,-3.74922,40.46366700000001,7,0,CREA,601.0,140.0,Encontrado muerto,muerto
A,8000198,Booted Eagle,Hieraaetus pennatus,"Accipitridae (Hawks, Eagles, and Kites)",Accipitriformes,"Vultures, Hawks, and Allies",8,6,1985,Hato Raton,Aznalcazar,Sevilla,1.0,0.0,L. Garcia,818,412.3208271094924,Anillamiento,1985-06-08,anillamiento,1987-09-04,La Pañoleta,Camas,Sevilla,-6.2495425,37.3047112,-3.74922,40.46366700000001,7,0,LEO BIAGGI,,,Encontrado exahusto y liberado en buen estado,control
A,8005926,Booted Eagle,Hieraaetus pennatus,"Accipitridae (Hawks, Eagles, and Kites)",Accipitriformes,"Vultures, Hawks, and Allies",8,7,2004,Cabezo de Torres,Murcia,Murcia,1.0,0.0,ANSE,194,377.01740219981696,Anillamiento,2004-07-08,anillamiento,2005-01-18,Ojuelos,Marchena,Sevilla,-5.4162096,37.3271048,-3.74922,40.46366700000001,5,0,Zamalla,194.0,380.0,Encontrado muerto,muerto
A,7044621,Common Buzzard,Buteo buteo,"Accipitridae (Hawks, Eagles, and Kites)",Accipitriformes,"Vultures, Hawks, and Allies",22,5,1999,Casilla Jona,Osuna,Sevilla,1.0,0.0,Zamalla,255,275.5273564203116,Anillamiento,1999-05-22,anillamiento,2000-02-01,Cazalilla,Cazalilla,Jaen,-3.8827129,37.9840531,-3.74922,40.46366700000001,5,0,Particular,255.0,136.0,Encontrado muerto,muerto
A,8002149,Common Buzzard,Buteo buteo,"Accipitridae (Hawks, Eagles, and Kites)",Accipitriformes,"Vultures, Hawks, and Allies",30,3,1993,Dehesa de Abajo,Puebla del Rio,Sevilla,3.0,0.0,LEO BIAGGI,1109,407.4810089617044,Anillamiento,1993-03-30,anillamiento,1996-04-12,Finca Santa Teresa,Osuna,Sevilla,-6.063133,37.2694065,-3.74922,40.46366700000001,9,0,E. Gomez,,,Encontrado muerto,muerto
A,7009784,Black Kite,Milvus migrans,"Accipitridae (Hawks, Eagles, and Kites)",Accipitriformes,"Vultures, Hawks, and Allies",9,6,1991,CREA Porzuna,Mairena del Aljarafe,Sevilla,4.0,0.0,M. Vazquez,33,399.094933586734,Anillamiento,1991-06-09,anillamiento,1991-07-12,Sevilla,Sevilla,Sevilla,-6.0520363,37.350923,-3.74922,40.46366700000001,4,0,AMA,33.0,9.0,Encontrado muerto,muerto
A,7035905,Black Kite,Milvus migrans,"Accipitridae (Hawks, Eagles, and Kites)",Accipitriformes,"Vultures, Hawks, and Allies",24,5,1996,RB Doñana,Almonte,Huelva,1.0,0.0,Vilches,3346,451.2627921041097,Anillamiento,1996-05-24,anillamiento,2005-07-22,Trebujena,Trebujena,Cadiz,-6.175237699999999,36.8704663,-3.74922,40.46366700000001,A,0,M. Vazquez,3346.0,24.0,Envenenado,muerto
A,5001284,Montagu's Harrier,Circus pygargus,"Accipitridae (Hawks, Eagles, and Kites)",Accipitriformes,"Vultures, Hawks, and Allies",8,7,1994,Almonte,Almonte,Huelva,3.0,1.0,LEO BIAGGI,74,37.70437795047768,Anillamiento,1994-07-08,anillamiento,1994-09-20,Ribatejada,Ribatejada,Madrid,-3.3930713,40.6674275,-3.74922,40.46366700000001,3,0,Particular,74.0,463.0,Encontrado muerto,muerto
