MODO,METAL,NOMBRE_COMUN,ESPECIE,FAMILIA,ORDEN,GRUPO,DIA,MES,AÑO,LUGAR,MUNICIPIO,PROVINCIA,EDAD,SEXO,ANILLADOR,Dias,Kms,Observaciones,FECHA CONTROL 1,Observaciones simple,FECHA CONTROL 2,LUGAR CONTROL 2,MUNICIPIO CONTROL 2,PROVINCIA CONTROL 2,LONGITUDE CONTROL 1,LATITUDE CONTROL 1,LONGITUDE CONTROL 2,LATITUDE CONTROL 2,EDAD CONTROL 2,SEXO CONTROL 2,ANILLADOR CONTROL 2,Dias anotados,Kms anotados,Observaciones control 2,Observaciones simple control 2
A,5010924,Montagu's Harrier,Circus pygargus,"Accipitridae (Hawks, Eagles, and Kites)",Accipitriformes,"Vultures, Hawks, and Allies",4,6,1997,Oilvares,Oilvares,Sevilla,1.0,1.0,P. Parreño,1110,409.1744524732553,Anillamiento,1997-06-04,anillamiento,2000-06-18,Escacena del Campo,Escacena del Campo,Huelva,-6.389769299999999,37.40832839999999,-3.74922,40.46366700000001,9,0,G. Alcarallon,1054.0,23.0,Atropellado,muerto
A,5012981,Montagu's Harrier,Circus pygargus,"Accipitridae (Hawks, Eagles, and Kites)",Accipitriformes,"Vultures, Hawks, and Allies",13,6,1997,Bonares,Bonares,Huelva,8.0,1.0,EBD,336,427.8260049356209,Anillamiento,1997-06-13,anillamiento,1998-05-15,Niebla,Niebla,Huelva,-6.6815182,37.3640191,-3.74922,40.46366700000001,A,0,G. Alcarallon,336.0,5.0,Atropellado,muerto
A,5056965,Montagu's Harrier,Circus pygargus,"Accipitridae (Hawks, Eagles, and Kites)",Accipitriformes,"Vultures, Hawks, and Allies",9,6,2002,Gerena,Gerena,Sevilla,1.0,1.0,EBD,325,370.4616959396403,Anillamiento,2002-06-09,anillamiento,2003-04-30,Carmona,Carmona,Sevilla,-5.6418214,37.471274,-3.74922,40.46366700000001,5,1,M. Vazquez,325.0,50.0,Atropellado,muerto
A,6022181,Montagu's Harrier,Circus pygargus,"Accipitridae (Hawks, Eagles, and Kites)",Accipitriformes,"Vultures, Hawks, and Allies",21,6,1996,Villarasa,Villarasa,Huelva,1.0,2.0,G Larus,45,344.34732495609404,Anillamiento,1996-06-21,anillamiento,1996-08-05,Laguna de Ruiz Sanchez,Ecija,Sevilla,-5.0826742,37.5414656,-3.74922,40.46366700000001,3,2,Zamalla,46.0,134.0,Encontrado muerto,muerto
A,8000273,Peregrine Falcon,Falco peregrinus,Falconidae (Falcons and Caracaras),Falconiformes,Falcons and Caracaras,28,4,1994,PN Doñana,Almonte,Huelva,1.0,0.0,L. Garcia,267,467.7605449291866,Anillamiento,1994-04-28,anillamiento,1995-01-20,Jerez de la Frontera,Jerez de la Frontera,Cadiz,-6.126074399999999,36.6850064,-3.74922,40.46366700000001,5,0,Zamalla,,,Encontrado herido y no liberado,control
A,4003502,Lesser Kestrel,Falco naumanni,Falconidae (Falcons and Caracaras),Falconiformes,Falcons and Caracaras,2,8,1990,Tarifa,Tarifa,Cadiz,3.0,0.0,M. Vazquez,99,502.51598070885353,Anillamiento,1990-08-02,anillamiento,1990-11-09,Algeciras,Algeciras,Cadiz,-5.456233,36.1407591,-3.74922,40.46366700000001,3,0,Particular,97.0,18.0,Encontrado herido y no liberado,control
A,4003533,Lesser Kestrel,Falco naumanni,Falconidae (Falcons and Caracaras),Falconiformes,Falcons and Caracaras,7,6,1991,Porzuna,Mairena del Aljarafe,Sevilla,4.0,1.0,M. Vazquez,35,399.094933586734,Anillamiento,1991-06-07,anillamiento,1991-07-12,Sevilla,Sevilla,Sevilla,-6.0520363,37.350923,-3.74922,40.46366700000001,4,1,Particular,35.0,9.0,Encontrado herido y no liberado,control
A,4021992,Lesser Kestrel,Falco naumanni,Falconidae (Falcons and Caracaras),Falconiformes,Falcons and Caracaras,6,6,1989,Mairena del Alcor,Mairena del Alcor,Sevilla,4.0,0.0,J. Negro,1083,384.2929952875325,Anillamiento,1989-06-06,anillamiento,1992-05-24,La Lantejuela,La Lantejuela,Sevilla,-5.7484139,37.3740447,-3.74922,40.46366700000001,A,0,Otis Tarda,,,Encontrado herido y no liberado,control
A,4031765,Lesser Kestrel,Falco naumanni,Falconidae (Falcons and Caracaras),Falconiformes,Falcons and Caracaras,24,4,1992,El Arahal,El Arahal,Sevilla,4.0,2.0,EBD,592,387.5972025869809,Anillamiento,1992-04-24,anillamiento,1993-12-07,Osuna,Osuna,Sevilla,-5.538686999999999,37.264519,-3.74922,40.46366700000001,6,2,Particular,592.0,40.0,Colision con tendido electrico,muerto
A,4032193,Lesser Kestrel,Falco naumanni,Falconidae (Falcons and Caracaras),Falconiformes,Falcons and Caracaras,31,7,1996,Cañada de los Pajaros,Puebla del Rio,Sevilla,3.0,1.0,CDP,3139,407.4810089617044,Anillamiento,1996-07-31,anillamiento,2005-03-05,Cordoba,Cordoba,Cordoba,-6.063133,37.2694065,-3.74922,40.46366700000001,A,1,CREA,3139.0,153.0,Encontrado muerto,muerto
A,4032457,Lesser Kestrel,Falco naumanni,Falconidae (Falcons and Caracaras),Falconiformes,Falcons and Caracaras,25,6,1992,Mairena del Alcor,Mairena del Alcor,Sevilla,4.0,1.0,EBD,1345,390.73344127896286,Anillamiento,1992-06-25,anillamiento,1996-03-01,La Ruana,Alcala de Guadaira,Sevilla,-5.8426175,37.3468188,-3.74922,40.46366700000001,A,1,EBD,1331.0,10.0,Encontrado muerto,muerto
A,4041086,Lesser Kestrel,Falco naumanni,Falconidae (Falcons and Caracaras),Falconiformes,Falcons and Caracaras,18,7,1993,Cortijo La Verea,Ecija ,Sevilla,1.0,1.0,E. Gomez,624,390.692624601768,Anillamiento,1993-07-18,anillamiento,1995-04-03,Castillo de la Luna,Alcala de Guadaira,Sevilla,-5.8421119,37.3470257,-3.74922,40.46366700000001,7,1,M. De la Riva,,,control,control
C,4041086,Lesser Kestrel,Falco naumanni,Falconidae (Falcons and Caracaras),Falconiformes,Falcons and Caracaras,3,4,1995,Castillo de la Luna,Alcala de Guadaira,Sevilla,7.0,1.0,M. De la Riva,431,391.3969863029295,control,1995-04-03,control,1996-06-07,Hacienda Soledad,Alcala de Guadaira,Sevilla,-5.8416716,37.3397234,-3.74922,40.46366700000001,9,1,M. De la Riva,,,control,control
A,4055169,Lesser Kestrel,Falco naumanni,Falconidae (Falcons and Caracaras),Falconiformes,Falcons and Caracaras,1,7,1996,Carmona,Carmona,Sevilla,1.0,0.0,M. De la Riva,683,391.4069638757081,Anillamiento,1996-07-01,anillamiento,1998-05-15,Alcala de Guadaira,Alcala de Guadaira,Sevilla,-5.8418054,37.3396769,-3.74922,40.46366700000001,7,0,Zamalla,684.0,24.0,Encontrado muerto,muerto
A,4085046,Lesser Kestrel,Falco naumanni,Falconidae (Falcons and Caracaras),Falconiformes,Falcons and Caracaras,20,6,1999,Iglesia de San Miguel,Moron de la Frontera,Sevilla,1.0,2.0,EBD,33,399.50378221162345,Anillamiento,1999-06-20,anillamiento,1999-07-23,El Arahal,El Arahal,Sevilla,-5.4541928,37.1211901,-3.74922,40.46366700000001,3,2,Particular,34.0,18.0,Encontrado herido y no liberado,control
A,5029067,Lesser Kestrel,Falco naumanni,Falconidae (Falcons and Caracaras),Falconiformes,Falcons and Caracaras,3,8,1995,Alcañiz,Alcañiz,Teruel,3.0,0.0,JM Gonzalez,14,312.18330241115285,Anillamiento,1995-08-03,anillamiento,1995-08-17,Huesca,Huesca,Huesca,-0.1335373,41.0510353,-3.74922,40.46366700000001,3,0,Zamalla,14.0,122.0,Encontrado herido y no liberado,control
A,5006591,Eurasian Kestrel,Falco tinnunculus,Falconidae (Falcons and Caracaras),Falconiformes,Falcons and Caracaras,30,6,1990,Gerena,Gerena,Sevilla,1.0,0.0,P. Parreño,184,407.4810089617044,Anillamiento,1990-06-30,anillamiento,1990-12-31,Cañada de los Pajaros,Puebla del Rio,Sevilla,-6.063133,37.2694065,-3.74922,40.46366700000001,3,0,M. Vazquez,185.0,33.0,Atropellado,muerto
A,5007066,Eurasian Kestrel,Falco tinnunculus,Falconidae (Falcons and Caracaras),Falconiformes,Falcons and Caracaras,22,6,1991,El Caracol,Carmona,Sevilla,1.0,0.0,J. Negro,359,400.5055052679365,Anillamiento,1991-06-22,anillamiento,1992-06-15,Dos Hermanas,Dos Hermanas,Sevilla,-5.9321202,37.2846247,-3.74922,40.46366700000001,5,0,Zamalla,359.0,37.0,Encontrado muerto,muerto
A,5007690,Eurasian Kestrel,Falco tinnunculus,Falconidae (Falcons and Caracaras),Falconiformes,Falcons and Caracaras,26,6,1994,Ecija,Ecija,Sevilla,1.0,0.0,Zamalla,201,344.34732495609404,Anillamiento,1994-06-26,anillamiento,1995-01-13,La Carlota,La Carlota,Cordoba,-5.0826742,37.5414656,-3.74922,40.46366700000001,5,0,Particular,201.0,18.0,Atropellado,muerto
A,5007904,Eurasian Kestrel,Falco tinnunculus,Falconidae (Falcons and Caracaras),Falconiformes,Falcons and Caracaras,7,6,1991,Porzuna,Mairena del Aljarafe,Sevilla,4.0,2.0,M. Vazquez,35,399.094933586734,Anillamiento,1991-06-07,anillamiento,1991-07-12,Sevilla,Sevilla,Sevilla,-6.0520363,37.350923,-3.74922,40.46366700000001,4,2,Particular,35.0,9.0,Encontrado herido y  liberado,control
A,5007905,Eurasian Kestrel,Falco tinnunculus,Falconidae (Falcons and Caracaras),Falconiformes,Falcons and Caracaras,7,6,1991,Porzuna,Mairena del Aljarafe,Sevilla,3.0,0.0,M. Vazquez,35,399.094933586734,Anillamiento,1991-06-07,anillamiento,1991-07-12,Sevilla,Sevilla,Sevilla,-6.0520363,37.350923,-3.74922,40.46366700000001,3,0,Particular,35.0,9.0,Encontrado herido y  liberado,control
A,5010415,Eurasian Kestrel,Falco tinnunculus,Falconidae (Falcons and Caracaras),Falconiformes,Falcons and Caracaras,27,5,1993,Osuna,Osuna,Sevilla,1.0,0.0,Zamalla,106,376.941742580906,Anillamiento,1993-05-27,anillamiento,1993-09-10,Sevilla,Sevilla,Sevilla,-5.1033081,37.2373642,-3.74922,40.46366700000001,3,0,Particular,106.0,80.0,Encontrado herido y  liberado,control
A,5010519,Eurasian Kestrel,Falco tinnunculus,Falconidae (Falcons and Caracaras),Falconiformes,Falcons and Caracaras,28,5,1993,El Rubio,El Rubio,Sevilla,1.0,0.0,Zamalla,28,361.639040174298,Anillamiento,1993-05-28,anillamiento,1993-06-25,Sevilla,Sevilla,Sevilla,-4.9909478,37.353777,-3.74922,40.46366700000001,3,0,AMA,,,control,control
A,5012671,Eurasian Kestrel,Falco tinnunculus,Falconidae (Falcons and Caracaras),Falconiformes,Falcons and Caracaras,23,5,1998,Marinaleda,Marinaleda,Sevilla,1.0,2.0,Zamalla,2056,247.4335908270108,Anillamiento,1998-05-23,anillamiento,2004-01-08,Castuera,Castuera,Badajoz,-5.5464327,38.7218983,-3.74922,40.46366700000001,A,0,Ciconia,2056.0,165.0,Atropellado,muerto
A,5013455,Eurasian Kestrel,Falco tinnunculus,Falconidae (Falcons and Caracaras),Falconiformes,Falcons and Caracaras,13,6,1996,Los Picaso,Ecija,Sevilla,1.0,0.0,Zamalla,671,352.59310773587623,Anillamiento,1996-06-13,anillamiento,1998-04-15,Ribera baja,Puente Genil,Cordoba,-4.7639445,37.3879784,-3.74922,40.46366700000001,7,0,Particular,671.0,31.0,Encontrado herido y  liberado,control
A,5067532,Eurasian Kestrel,Falco tinnunculus,Falconidae (Falcons and Caracaras),Falconiformes,Falcons and Caracaras,31,7,2000,Olivares,Olivares,Sevilla,3.0,2.0,SEO Sevilla,16,397.521664020797,Anillamiento,2000-07-31,anillamiento,2000-08-16,San Juan de Aznalfarache,San Juan de Aznalfarache,Sevilla,-6.0343054,37.3592432,-3.74922,40.46366700000001,3,2,M. Vazquez,16.0,13.0,control,control
A,5080030,Eurasian Kestrel,Falco tinnunculus,Falconidae (Falcons and Caracaras),Falconiformes,Falcons and Caracaras,20,3,2004,Brazo del Este,Puebla del Rio,Sevilla,6.0,2.0,M. Vazquez,302,407.4810089617044,Anillamiento,2004-03-20,anillamiento,2005-01-16,Dos Hermanas,Dos Hermanas,Sevilla,-6.063133,37.2694065,-3.74922,40.46366700000001,2,0,CREA,302.0,24.0,"Encontrado herido y  liberado, disparo",control
A,5087906,Eurasian Kestrel,Falco tinnunculus,Falconidae (Falcons and Caracaras),Falconiformes,Falcons and Caracaras,12,7,2004,Villaviciosa de Odon,Villaviciosa de Odon,Madrid,3.0,0.0,Halcyon,446,17.92054764039968,Anillamiento,2004-07-12,anillamiento,2005-10-01,Cantillana,Cantillana,Sevilla,-3.9139109,40.3626807,-3.74922,40.46366700000001,5,0,M. Vazquez,446.0,344.0,control,control
A,5103435,Eurasian Kestrel,Falco tinnunculus,Falconidae (Falcons and Caracaras),Falconiformes,Falcons and Caracaras,29,10,2006,El Cochinato PND,Almonte,Huelva,3.0,2.0,JL. Valle,72,412.3208271094924,Anillamiento,2006-10-29,anillamiento,2007-01-09,Aznalcazar,Aznalcazar,Sevilla,-6.2495425,37.3047112,-3.74922,40.46366700000001,5,2,M. Vazquez,293.0,18.0,control,control
A,5013463,Eurasian Kestrel,Falco tinnunculus,Falconidae (Falcons and Caracaras),Falconiformes,Falcons and Caracaras,21,11,2006,El Cochinato PND,Almonte,Huelva,5.0,2.0,JL. Valle,10,412.3208271094924,Anillamiento,2006-11-21,anillamiento,2006-12-01,Aznalcazar,Aznalcazar,Sevilla,-6.2495425,37.3047112,-3.74922,40.46366700000001,5,2,M. Vazquez,10.0,18.0,control,control
A,7021706,Western Swamphen,Porphyrio porphyrio,"Rallidae (Rails, Gallinules, and Coots)",Gruiformes,"Rails, Gallinules, and Allies",28,7,1988,Caño Travieso PND,Aznalcazar,Sevilla,1.0,0.0,A. Herrera,140,412.3208271094924,Anillamiento,1988-07-28,anillamiento,1988-12-15,Isla Mayor,Isla Mayor,Sevilla,-6.2495425,37.3047112,-3.74922,40.46366700000001,3,0,LEO BIAGGI,,,Cazada escopeta,muerto
A,7022054,Western Swamphen,Porphyrio porphyrio,"Rallidae (Rails, Gallinules, and Coots)",Gruiformes,"Rails, Gallinules, and Allies",21,7,1988,Caño Travieso PND,Aznalcazar,Sevilla,1.0,0.0,A. Herrera,112,412.3208271094924,Anillamiento,1988-07-21,anillamiento,1988-11-10,Veta La Palma,Puebla del Rio,Sevilla,-6.2495425,37.3047112,-3.74922,40.46366700000001,3,0,LEO BIAGGI,,,Cazada escopeta,muerto
A,7040792,Western Swamphen,Porphyrio porphyrio,"Rallidae (Rails, Gallinules, and Coots)",Gruiformes,"Rails, Gallinules, and Allies",29,8,1991,Laguna de Medina,Jerez de la Frontera,Cadiz,3.0,0.0,LEO BIAGGI,3,467.7605449291866,Anillamiento,1991-08-29,anillamiento,1991-09-01,Los Barrios,Los Barrios,Cadiz,-6.126074399999999,36.6850064,-3.74922,40.46366700000001,3,0,Particular,2.0,79.0,Atropellado,muerto
A,5001340,Eurasian Moorhen,Gallinula chloropus,"Rallidae (Rails, Gallinules, and Coots)",Gruiformes,"Rails, Gallinules, and Allies",29,6,1987,PN Doñana,Almonte,Huelva,3.0,0.0,PND,900,425.115331853602,Anillamiento,1987-06-29,anillamiento,1989-12-15,Isla Mayor,Isla Mayor,Sevilla,-6.1658351,37.1332508,-3.74922,40.46366700000001,7,0,LEO BIAGGI,896.0,33.0,Cazada escopeta,muerto
A,B00511,Eurasian Coot,Fulica atra,"Rallidae (Rails, Gallinules, and Coots)",Gruiformes,"Rails, Gallinules, and Allies",20,6,1984,Aznalcazar,Aznalcazar,Sevilla,1.0,0.0,EBD,939,468.2448607232554,Anillamiento,1984-06-20,anillamiento,1987-01-15,Salinas de Bonanza,Sanlucar de Barrameda,Cadiz,-6.3529689,36.7725774,-3.74922,40.46366700000001,9,0,LEO BIAGGI,,,Cazada escopeta,muerto
A,B09846,Eurasian Coot,Fulica atra,"Rallidae (Rails, Gallinules, and Coots)",Gruiformes,"Rails, Gallinules, and Allies",25,6,1985,Las Nuevas PND,Aznalcazar,Sevilla,1.0,0.0,PND,613,412.3208271094924,Anillamiento,1985-06-25,anillamiento,1987-02-28,Isla Mayor,Isla Mayor,Sevilla,-6.2495425,37.3047112,-3.74922,40.46366700000001,7,0,LEO BIAGGI,613.0,90.0,Cazada escopeta,muerto
A,DE11287,Eurasian Coot,Fulica atra,"Rallidae (Rails, Gallinules, and Coots)",Gruiformes,"Rails, Gallinules, and Allies",27,5,1973,El Desierto PND,Hinojos,Huelva,1.0,0.0,M. Espinar,6046,433.6033444087464,Anillamiento,1973-05-27,anillamiento,1989-12-15,Puebla del Rio,Puebla del Rio,Sevilla,-6.386442799999999,37.1467738,-3.74922,40.46366700000001,A,0,LEO BIAGGI,,,Cazada escopeta solo anilla,muerto
A,DE26518,Eurasian Coot,Fulica atra,"Rallidae (Rails, Gallinules, and Coots)",Gruiformes,"Rails, Gallinules, and Allies",15,5,1984,Caño Travieso PND,Aznalcazar,Sevilla,4.0,0.0,A. Herrera,883,468.2448607232554,Anillamiento,1984-05-15,anillamiento,1986-10-15,Salinas de Bonanza,Sanlucar de Barrameda,Cadiz,-6.3529689,36.7725774,-3.74922,40.46366700000001,4,0,LEO BIAGGI,,,Cazada escopeta,muerto
A,SE17585,Eurasian Coot,Fulica atra,"Rallidae (Rails, Gallinules, and Coots)",Gruiformes,"Rails, Gallinules, and Allies",2,6,1970,Lucio de Marilopez PND,Aznalcazar,Sevilla,1.0,0.0,EBD,3500,412.3208271094924,Anillamiento,1970-06-02,anillamiento,1980-01-01,Antequera,Antequera,Malaga,-6.2495425,37.3047112,-3.74922,40.46366700000001,A,0,M. Vazquez,3500.0,153.0,Cazada escopeta solo anilla,muerto
A,7003177,Eurasian Coot,Fulica atra,"Rallidae (Rails, Gallinules, and Coots)",Gruiformes,"Rails, Gallinules, and Allies",23,7,1985,Caño Cardales PND,Hinojos,Huelva,4.0,1.0,P. Clarita,450,468.2448607232554,Anillamiento,1985-07-23,anillamiento,1986-10-16,Salinas de Bonanza,Sanlucar de Barrameda,Cadiz,-6.3529689,36.7725774,-3.74922,40.46366700000001,6,0,LEO BIAGGI,,,Cazada escopeta,muerto
A,7006854,Eurasian Coot,Fulica atra,"Rallidae (Rails, Gallinules, and Coots)",Gruiformes,"Rails, Gallinules, and Allies",2,8,1986,Isla Mayor,Isla Mayor,Sevilla,3.0,0.0,LEO BIAGGI,736,412.3208271094924,Anillamiento,1986-08-02,anillamiento,1988-08-07,Lucio de Cangrejo Chico,Aznalcazar,Sevilla,-6.2495425,37.3047112,-3.74922,40.46366700000001,2,0,PND,,,Encontrado muerto,muerto
A,7006879,Eurasian Coot,Fulica atra,"Rallidae (Rails, Gallinules, and Coots)",Gruiformes,"Rails, Gallinules, and Allies",15,10,1986,Lucio del Bolin PND,Almonte,Huelva,4.0,0.0,LEO BIAGGI,36,412.3208271094924,Anillamiento,1986-10-15,anillamiento,1986-11-20,Lucio de Cangrejo ,Aznalcazar,Sevilla,-6.2495425,37.3047112,-3.74922,40.46366700000001,4,0,PND,,,Encontrado muerto,muerto
A,7006937,Eurasian Coot,Fulica atra,"Rallidae (Rails, Gallinules, and Coots)",Gruiformes,"Rails, Gallinules, and Allies",2,11,1989,Cañada de los Pajaros,Puebla del Rio,Sevilla,3.0,0.0,LEO BIAGGI,1733,407.4810089617044,Anillamiento,1989-11-02,anillamiento,1994-08-01,San Roque,San Roque,Huelva,-6.063133,37.2694065,-3.74922,40.46366700000001,2,0,PND,1733.0,131.0,Cazada escopeta,muerto
A,7007366,Eurasian Coot,Fulica atra,"Rallidae (Rails, Gallinules, and Coots)",Gruiformes,"Rails, Gallinules, and Allies",15,6,1986,PN Doñana,Almonte,Huelva,1.0,0.0,PND,823,407.4810089617044,Anillamiento,1986-06-15,anillamiento,1988-09-15,Puebla del Rio,Puebla del Rio,Sevilla,-6.063133,37.2694065,-3.74922,40.46366700000001,2,0,LEO BIAGGI,890.0,49.0,Cazada escopeta,muerto
A,7007585,Eurasian Coot,Fulica atra,"Rallidae (Rails, Gallinules, and Coots)",Gruiformes,"Rails, Gallinules, and Allies",15,6,1986,Las Nuevas PND,Aznalcazar,Sevilla,1.0,0.0,PND,122,468.2448607232554,Anillamiento,1986-06-15,anillamiento,1986-10-15,Salinas de Bonanza,Sanlucar de Barrameda,Cadiz,-6.3529689,36.7725774,-3.74922,40.46366700000001,3,0,LEO BIAGGI,,,Cazada escopeta,muerto
A,7007684,Eurasian Coot,Fulica atra,"Rallidae (Rails, Gallinules, and Coots)",Gruiformes,"Rails, Gallinules, and Allies",29,6,1986,Las Nuevas PND,Aznalcazar,Sevilla,1.0,0.0,PND,16,412.3208271094924,Anillamiento,1986-06-29,anillamiento,1986-07-15,Compuerta del Cherri,Aznalcazar,Sevilla,-6.2495425,37.3047112,-3.74922,40.46366700000001,3,0,LEO BIAGGI,,,Encontrado muerto,muerto
A,7009010,Eurasian Coot,Fulica atra,"Rallidae (Rails, Gallinules, and Coots)",Gruiformes,"Rails, Gallinules, and Allies",14,7,1985,Las Nuevas PND,Aznalcazar,Sevilla,1.0,0.0,LEO BIAGGI,80,412.3208271094924,Anillamiento,1985-07-14,anillamiento,1985-10-02,Las Cabezas de San Juan,Las Cabezas de San Juan,Sevilla,-6.2495425,37.3047112,-3.74922,40.46366700000001,3,0,Particular,102.0,138.0,Cazada escopeta,muerto
A,7012623,Eurasian Coot,Fulica atra,"Rallidae (Rails, Gallinules, and Coots)",Gruiformes,"Rails, Gallinules, and Allies",7,6,1986,Lucio de Marilopez PND,Aznalcazar,Sevilla,1.0,0.0,P. Clarita,393,412.3208271094924,Anillamiento,1986-06-07,anillamiento,1987-07-05,Lucio de Cangrejo ,Aznalcazar,Sevilla,-6.2495425,37.3047112,-3.74922,40.46366700000001,5,0,LEO BIAGGI,,,Cazada escopeta,muerto
A,7014552,Eurasian Coot,Fulica atra,"Rallidae (Rails, Gallinules, and Coots)",Gruiformes,"Rails, Gallinules, and Allies",6,6,1987,Lucio de Marilopez PND,Aznalcazar,Sevilla,1.0,0.0,P. Clarita,528,412.3208271094924,Anillamiento,1987-06-06,anillamiento,1988-11-15,Puebla del Rio,Puebla del Rio,Sevilla,-6.2495425,37.3047112,-3.74922,40.46366700000001,5,0,LEO BIAGGI,,,Cazada escopeta,muerto
A,7015352,Eurasian Coot,Fulica atra,"Rallidae (Rails, Gallinules, and Coots)",Gruiformes,"Rails, Gallinules, and Allies",15,7,1987,Caño Guadiamar PND,Aznalcazar,Sevilla,6.0,0.0,P. Clarita,884,412.3208271094924,Anillamiento,1987-07-15,anillamiento,1989-12-15,Puebla del Rio,Puebla del Rio,Sevilla,-6.2495425,37.3047112,-3.74922,40.46366700000001,2,0,LEO BIAGGI,,,Cazada escopeta,muerto
A,7017308,Eurasian Coot,Fulica atra,"Rallidae (Rails, Gallinules, and Coots)",Gruiformes,"Rails, Gallinules, and Allies",1,7,1987,Cañada de los Pajaros,Puebla del Rio,Sevilla,3.0,0.0,LEO BIAGGI,4,412.3208271094924,Anillamiento,1987-07-01,anillamiento,1987-07-05,Lucio de Cangrejo ,Aznalcazar,Sevilla,-6.2495425,37.3047112,-3.74922,40.46366700000001,3,0,PND,,,Encontrado muerto,muerto
A,7021619,Eurasian Coot,Fulica atra,"Rallidae (Rails, Gallinules, and Coots)",Gruiformes,"Rails, Gallinules, and Allies",14,7,1988,Lucio del Aro PND,Aznalcazar,Sevilla,1.0,0.0,A. Herrera,154,412.3208271094924,Anillamiento,1988-07-14,anillamiento,1988-12-15,Isla Mayor,Isla Mayor,Sevilla,-6.2495425,37.3047112,-3.74922,40.46366700000001,3,0,Particular,,,Cazada escopeta,muerto
A,7027282,Eurasian Coot,Fulica atra,"Rallidae (Rails, Gallinules, and Coots)",Gruiformes,"Rails, Gallinules, and Allies",15,7,1988,PN Doñana,Almonte,Huelva,1.0,0.0,PND,118,407.4810089617044,Anillamiento,1988-07-15,anillamiento,1988-11-10,Veta La Palma,Puebla del Rio,Sevilla,-6.063133,37.2694065,-3.74922,40.46366700000001,3,0,LEO BIAGGI,,,Cazada escopeta,muerto
A,7027286,Eurasian Coot,Fulica atra,"Rallidae (Rails, Gallinules, and Coots)",Gruiformes,"Rails, Gallinules, and Allies",15,7,1988,PN Doñana,Almonte,Huelva,1.0,0.0,PND,123,407.4810089617044,Anillamiento,1988-07-15,anillamiento,1988-11-15,Puebla del Rio,Puebla del Rio,Sevilla,-6.063133,37.2694065,-3.74922,40.46366700000001,3,0,LEO BIAGGI,,,Cazada escopeta,muerto
A,7038031,Eurasian Coot,Fulica atra,"Rallidae (Rails, Gallinules, and Coots)",Gruiformes,"Rails, Gallinules, and Allies",17,2,2003,Laguna del Gobierno,La Lantejuela,Sevilla,2.0,0.0,M. Vazquez,285,368.0531177927046,Anillamiento,2003-02-17,anillamiento,2003-11-29,L´Encanyissada,Amposta,Tarragona,-5.2227526,37.3544458,-3.74922,40.46366700000001,2,0,ICO,285.0,625.0,control,control
A,7039940,Eurasian Coot,Fulica atra,"Rallidae (Rails, Gallinules, and Coots)",Gruiformes,"Rails, Gallinules, and Allies",1,6,1999,Entremuros,Puebla del Rio,Sevilla,5.0,2.0,EBD,108,407.4810089617044,Anillamiento,1999-06-01,anillamiento,1999-09-17,Los Olivillos,Puebla del Rio,Sevilla,-6.063133,37.2694065,-3.74922,40.46366700000001,2,0,CREA,108.0,10.0,"Encontrado herido y  liberado, disparo",control
A,7044247,Eurasian Coot,Fulica atra,"Rallidae (Rails, Gallinules, and Coots)",Gruiformes,"Rails, Gallinules, and Allies",11,10,1993,Cañada de los Pajaros,Puebla del Rio,Sevilla,4.0,2.0,LEO BIAGGI,13,407.4810089617044,Anillamiento,1993-10-11,anillamiento,1993-10-24,Camas,Camas,Sevilla,-6.063133,37.2694065,-3.74922,40.46366700000001,2,0,Particular,13.0,15.0,Capturada por un animal domestico no gato,muerto
A,7060092,Eurasian Coot,Fulica atra,"Rallidae (Rails, Gallinules, and Coots)",Gruiformes,"Rails, Gallinules, and Allies",25,11,2001,Cañada de los Pajaros,Puebla del Rio,Sevilla,3.0,1.0,EBD,1734,458.9508606194482,Anillamiento,2001-11-25,anillamiento,2006-08-25,El Portil,Punta Umbria,Huelva,-6.9704976,37.1852585,-3.74922,40.46366700000001,2,0,Particular,1734.0,79.0,Encontrado muerto,muerto
A,7065250,Eurasian Coot,Fulica atra,"Rallidae (Rails, Gallinules, and Coots)",Gruiformes,"Rails, Gallinules, and Allies",25,7,2002,Veta La Palma,Puebla del Rio,Sevilla,4.0,0.0,L. Garcia,1015,451.2627921041097,Anillamiento,2002-07-25,anillamiento,2005-05-05,Trebujena,Trebujena,Cadiz,-6.175237699999999,36.8704663,-3.74922,40.46366700000001,2,0,M. Vazquez,1012.0,26.0,Cazada escopeta,muerto
A,2374331,Kentish Plover,Charadrius alexandrinus,Charadriidae (Plovers and Lapwings),Charadriiformes,Shorebirds,18,5,1992,Laguna de Fuente de Piedra,Fuente de Piedra,Malaga,2.0,1.0,J. Aguilar,2668,485.32721965074586,Anillamiento,1992-05-18,anillamiento,1999-09-07,Salina del Pilar,Puerto Real,Cadiz,-6.1831947,36.5316485,-3.74922,40.46366700000001,4,0,M. Vazquez,,,control,control
A,T007749,Kentish Plover,Charadrius alexandrinus,Charadriidae (Plovers and Lapwings),Charadriiformes,Shorebirds,17,8,1996,Marismas del Odiel,Huelva,Huelva,4.0,0.0,M. Vazquez,688,379.31840386480457,Anillamiento,1996-08-17,anillamiento,1998-07-06,Laguna de Fuente de Piedra,Fuente de Piedra,Malaga,-4.7309865,37.1341608,-3.74922,40.46366700000001,4,0,J. Aguilar,,,Encontrado muerto,muerto
