MODO,METAL,NOMBRE_COMUN,ESPECIE,FAMILIA,ORDEN,GRUPO,DIA,MES,AÑO,LOCALIDAD,PAIS,EDAD,SEXO,ANILLADOR,Dias,Kms,Observaciones,FECHA CONTROL 1,Observaciones simple,FECHA CONTROL 2,LOCALIDAD CONTROL 2,PAIS CONTROL 2,LONGITUDE CONTROL 1,LATITUDE CONTROL 1,LONGITUDE CONTROL 2,LATITUDE CONTROL 2,EDAD CONTROL 2,SEXO CONTROL 2,ANILLADOR CONTROL 2,Dias anotados,Kms anotados,Observaciones control 2,Observaciones simple control 2
A,GE7646,Common Redshank,Tringa totanus,Scolopacidae (Sandpipers and Allies),Charadriiformes,Shorebirds,17,4,1977,"Ile de Malprat, Biganos, Gironde",Francia,3,0,Extranjero,1414,985.0373522149108,Anillamiento,1977-04-17,anillamiento,1981-03-01,"Salinas de Santa Teresa,Sanlucar de Barrameda, Cadiz",España,-1.022363,44.65515600000001,-6.3733181,36.7688684,A,0,LEO BIAGGI,,,Cazado con escopeta,muerto
A,4048242,Common Redshank,Tringa totanus,Scolopacidae (Sandpipers and Allies),Charadriiformes,Shorebirds,14,9,1995,"Marismas del Odiel, Huelva",España,4,1,M. Vazquez,1333,1972.7846755694156,Anillamiento,1995-09-14,anillamiento,1999-05-09,"Westerland, Nomerpolder, Noord Holland",Holanda,-6.967282399999999,37.2088292,4.9271036,52.89157,4,0,Extranjero,1333.0,2276.0,control ,control
A,4068814,Common Redshank,Tringa totanus,Scolopacidae (Sandpipers and Allies),Charadriiformes,Shorebirds,7,10,2002,"Salina del Pilar,Puerto Real, Cadiz",España,4,0,Zamalla,1351,2015.4897772333584,Anillamiento,2002-10-07,anillamiento,2006-06-19,"Den Helder, Noord Holland",Holanda,-6.1969018,36.5333349,4.7607972,52.95628079999999,A,0,Extranjero,1351.0,2015.0,control ,control
A,GA05607,Common Redshank,Tringa totanus,Scolopacidae (Sandpipers and Allies),Charadriiformes,Shorebirds,22,8,1983,"Ujscie Redy, Gdansk",Polonia,3,0,Extranjero,5860,2741.62031980782,Anillamiento,1983-08-22,anillamiento,1999-09-07,"Salina del Pilar,Puerto Real, Cadiz",España,18.4597795,54.4244997,-6.1969018,36.5333349,A,0,Zamalla,5860.0,2768.0,control ,control
A,6283332,Spotted Redshank,Tringa erythropus,Scolopacidae (Sandpipers and Allies),Charadriiformes,Shorebirds,26,8,1972,"Rieselfelder, DFFM Munster",Alemania,3,0,Extranjero,3429,1961.011237100328,Anillamiento,1972-08-26,anillamiento,1982-01-15,"Puebla del Rio, Sevilla",España,7.654829799999999,52.0287823,-6.063133,37.2694065,A,0,LEO BIAGGI,3429.0,1999.0,Cazado con escopeta,muerto
A,4098815,Ruff,Calidris pugnax,Scolopacidae (Sandpipers and Allies),Charadriiformes,Shorebirds,3,8,2002,"Brazo del Este, Puebla del Rio, Sevilla",España,4,1,M. Vazquez,993,1974.2301750259944,Anillamiento,2002-08-03,anillamiento,2005-04-22,"Cornwerd, Friesland",Holanda,-6.0500532,37.2139446,5.3907465,53.0832949,4,1,Extranjero,966.0,1988.0,control ,control
A,GN04923,Red Knot,Calidris canutus,Scolopacidae (Sandpipers and Allies),Charadriiformes,Shorebirds,30,7,1992,"Rewa, Kosakowo, Gdansk",Polonia,4,2,Extranjero,2104,2733.9499801606644,Anillamiento,1992-07-30,anillamiento,1998-05-04,"Salinas de Bonanza,Sanlucar de Barrameda, Cadiz",España,18.4968393,54.6308248,-6.3435859,36.8758425,4,0,Zamalla,2104.0,2740.0,control ,control
A,KT13737,Dunlin,Calidris alpina,Scolopacidae (Sandpipers and Allies),Charadriiformes,Shorebirds,27,7,1988,"Sappi, Turku Pori, Abo Bjorneborg",Finlandia,6,1,Extranjero,116,3259.416133614654,Anillamiento,1988-07-27,anillamiento,1988-11-20,"Lucio del Italiano, Puebla del Rio, Sevilla",España,22.2666303,60.4518126,-6.063133,37.2694065,4,0,LEO BIAGGI,113.0,3295.0,Cazado con escopeta,muerto
A,T007228,Dunlin,Calidris alpina,Scolopacidae (Sandpipers and Allies),Charadriiformes,Shorebirds,24,9,1995,"Marismas del Odiel, Huelva",España,3,0,M. Vazquez,338,2422.642360705797,Anillamiento,1995-09-24,anillamiento,1996-08-27,"Tipperme, Jylland",Dinamarca,-6.967282399999999,37.2088292,9.3358228,56.029287,5,0,Extranjero,338.0,2360.0,control ,control
A,T013291,Dunlin,Calidris alpina,Scolopacidae (Sandpipers and Allies),Charadriiformes,Shorebirds,19,8,1998,"Salina del Pilar,Puerto Real, Cadiz",España,3,0,Zamalla,1809,1886.3460827752776,Anillamiento,1998-08-19,anillamiento,2003-08-02,"Admiral´S Farm, Norfolk",Gran Bretaña,-6.1969018,36.5333349,0.5223387,52.836575,A,0,Extranjero,1809.0,1877.0,control ,control
A,T027624,Dunlin,Calidris alpina,Scolopacidae (Sandpipers and Allies),Charadriiformes,Shorebirds,15,9,2001,"Salinas de Santa Teresa,Sanlucar de Barrameda, Cadiz",España,4,0,Zamalla,563,1108.520050504673,Anillamiento,2001-09-15,anillamiento,2003-04-01,"Res Nat de Moeze, Charente Maritime",Francia,-6.3733181,36.7688684,-1.037033,45.910503,4,0,Extranjero,563.0,1110.0,control ,control
A,NR44714,Dunlin,Calidris alpina,Scolopacidae (Sandpipers and Allies),Charadriiformes,Shorebirds,14,7,1993,"Seal Sands, Teesmoth, Cleveland",Gran Bretaña,4,0,Extranjero,2014,2045.873110467166,Anillamiento,1993-07-14,anillamiento,1999-01-18,"Salina del Pilar,Puerto Real, Cadiz",España,-1.1689767,54.6110624,-6.1969018,36.5333349,4,0,Zamalla,2014.0,2045.0,control ,control
A,NR47760,Dunlin,Calidris alpina,Scolopacidae (Sandpipers and Allies),Charadriiformes,Shorebirds,13,5,1998,"Biggar Bank, Walney Islands, Cumbria",Gran Bretaña,6,0,Extranjero,366,1964.447028283448,Anillamiento,1998-05-13,anillamiento,1999-05-14,"Salina del Pilar,Puerto Real, Cadiz",España,-3.2600031,54.09114870000001,-6.1969018,36.5333349,4,0,Zamalla,366.0,1963.0,control ,control
A,NR60648,Dunlin,Calidris alpina,Scolopacidae (Sandpipers and Allies),Charadriiformes,Shorebirds,10,5,1994,"North Gare Sands, Teesmooth, Cleveland",Gran Bretaña,6,0,Extranjero,1946,2105.084304766159,Anillamiento,1994-05-10,anillamiento,1999-09-07,"Salina del Pilar,Puerto Real, Cadiz",España,-3.435973,55.378051,-6.1969018,36.5333349,4,0,Zamalla,1946.0,2047.0,control ,control
A,NR78854,Dunlin,Calidris alpina,Scolopacidae (Sandpipers and Allies),Charadriiformes,Shorebirds,24,8,1996,"Seal Sands, Teesmoth, Cleveland",Gran Bretaña,3,0,Extranjero,1114,2045.873110467166,Anillamiento,1996-08-24,anillamiento,1999-09-12,"Salina del Pilar,Puerto Real, Cadiz",España,-1.1689767,54.6110624,-6.1969018,36.5333349,9,0,Zamalla,1114.0,2045.0,control ,control
A,NS54701,Dunlin,Calidris alpina,Scolopacidae (Sandpipers and Allies),Charadriiformes,Shorebirds,11,5,1996,"Waterfoot, Dumfries, Galloway Region",Gran Bretaña,6,2,Extranjero,713,1987.479442631701,Anillamiento,1996-05-11,anillamiento,1998-04-24,"Lucio Poco abrigo, Puebla del Rio, Sevilla",España,-3.60512,55.070859,-6.063133,37.2694065,4,0,M. Vazquez,713.0,1978.0,control ,control
A,C8628956,Dunlin,Calidris alpina,Scolopacidae (Sandpipers and Allies),Charadriiformes,Shorebirds,6,10,1997,"Jomfruland, Kragero, Telenark",Noruega,3,0,Extranjero,495,2732.317427767079,Anillamiento,1997-10-06,anillamiento,1999-02-13,"Salina del Pilar,Puerto Real, Cadiz",España,9.5664083,58.8428406,-6.1969018,36.5333349,7,0,Zamalla,495.0,2734.0,control ,control
A,JN56998,Dunlin,Calidris alpina,Scolopacidae (Sandpipers and Allies),Charadriiformes,Shorebirds,30,8,1993,"Ujscie Wisly K Swibna, Gdansk",Polonia,3,0,Extranjero,2047,2762.5077029454133,Anillamiento,1993-08-30,anillamiento,1999-04-08,"Salina del Pilar,Puerto Real, Cadiz",España,18.947157,54.351689,-6.1969018,36.5333349,A,0,Zamalla,2047.0,2757.0,control ,control
A,T007727,Curlew Sandpiper,Calidris ferruginea,Scolopacidae (Sandpipers and Allies),Charadriiformes,Shorebirds,17,8,1996,"Marismas del Odiel, Huelva",España,4,0,M. Vazquez,1436,2743.4632078556224,Anillamiento,1996-08-17,anillamiento,2000-07-23,"Ottenby, Oland",Suecia,-6.967282399999999,37.2088292,16.4528946,56.2380746,4,0,Extranjero,1436.0,2728.0,control ,control
A,81482239,Curlew Sandpiper,Calidris ferruginea,Scolopacidae (Sandpipers and Allies),Charadriiformes,Shorebirds,15,5,1993,"Central Sivash II, Crimea",Ucrania,6,0,Extranjero,2182,3513.156226659861,Anillamiento,1993-05-15,anillamiento,1999-05-06,"Salina del Pilar,Puerto Real, Cadiz",España,34.333333,46.083333,-6.1969018,36.5333349,4,0,Zamalla,2182.0,3493.0,control ,control
A,2286797,Little Stint,Calidris minuta,Scolopacidae (Sandpipers and Allies),Charadriiformes,Shorebirds,7,8,1991,"Veta la Palma, Puebla del Rio, Sevilla",España,4,1,M. Vazquez,721,3259.416133614654,Anillamiento,1991-08-07,anillamiento,1993-07-28,"Sappi Luvia, Turku Pori, Abo Bjorneborg",Finlandia,-6.063133,37.2694065,22.2666303,60.4518126,6,1,Extranjero,721.0,3309.0,control ,control
A,E81599,Pied Avocet,Recurvirostra avosetta,Recurvirostridae (Stilts and Avocets),Charadriiformes,Shorebirds,11,6,1980,"Apetlon, Nez Neusiedl, Burgenland",Austria,1,0,Extranjero,3321,2199.618256143212,Anillamiento,1980-06-11,anillamiento,1989-07-15,"Lucio de las Gavetas, Puebla del Rio",España,16.8305366,47.7458991,-6.063133,37.2694065,A,0,LEO BIAGGI,,,Encontrado muerto,muerto
A,3415965,Pied Avocet,Recurvirostra avosetta,Recurvirostridae (Stilts and Avocets),Charadriiformes,Shorebirds,22,7,1996,"Wormer-En Jisperveld, Noord Holland",Holanda,3,0,Extranjero,411,1903.2912507771791,Anillamiento,1996-07-22,anillamiento,1997-09-06,"Dehesa de Abajo, Puebla del Rio, Sevilla",España,4.7974775,52.5024285,-6.171473199999999,37.2056808,5,0,M. Vazquez,411.0,1893.0,Encontrado muerto,muerto
A,4071886,Black-winged Stilt,Himantopus himantopus,Recurvirostridae (Stilts and Avocets),Charadriiformes,Shorebirds,25,6,1998,"Los Palacios, Sevilla",España,1,0,M. Vazquez,2207,771.5011967905998,Anillamiento,1998-06-25,anillamiento,2004-07-10,"Ksar Chellala, Argelia otras Provincias",Argelia,-5.9244808,37.1584636,2.3153581,35.2181066,A,0,Extranjero,2207.0,769.0,Encontrado muerto,muerto
A,EC89687,Eurasian Thick-knee,Burhinus oedicnemus,Burhinidae (Thick-knees),Charadriiformes,Shorebirds,3,8,1994,Norfolk,Gran Bretaña,1,0,Extranjero,165,1773.873591994127,Anillamiento,1994-08-03,anillamiento,1995-01-15,"La Roda, Sevilla",España,0.8864021,52.6139686,-5.981247,37.3949104,5,0,M. Vazquez,165.0,1744.0,Cazado con escopeta,muerto
A,5202873,Lesser Black-backed Gull,Larus fuscus,"Laridae (Gulls, Terns, and Skimmers)",Charadriiformes,"Gulls, Terns, and Skimmers",25,6,1987,"ECT Terrein, Maasulakte, Zuid Holland",Holanda,1,0,Extranjero,509,1813.8438946560736,Anillamiento,1987-06-25,anillamiento,1988-11-15,"Puebla del Rio, Sevilla",España,4.0289854,51.9543831,-6.063133,37.2694065,5,0,LEO BIAGGI,505.0,1815.0,Cazado con escopeta,muerto
A,4076860,Lesser Black-backed Gull,Larus fuscus,"Laridae (Gulls, Terns, and Skimmers)",Charadriiformes,"Gulls, Terns, and Skimmers",25,7,1989,"Mikladi, Jylland, Jutland",Dinamarca,1,0,Extranjero,143,2383.170354038364,Anillamiento,1989-07-25,anillamiento,1989-12-15,"Puebla del Rio, Sevilla",España,9.3358228,56.029287,-6.063133,37.2694065,3,0,LEO BIAGGI,157.0,2818.0,Cazado con escopeta,muerto
A,GG44185,Lesser Black-backed Gull,Larus fuscus,"Laridae (Gulls, Terns, and Skimmers)",Charadriiformes,"Gulls, Terns, and Skimmers",8,7,1990,"Ordfordness, Suffolk",Gran Bretaña,1,0,Extranjero,428,1735.3347866618622,Anillamiento,1990-07-08,anillamiento,1991-09-09,"Isla Mayor, Sevilla",España,1.5340168,52.0945787,-5.9127402,37.3868107,5,0,LEO BIAGGI,426.0,1770.0,Encontrado muerto,muerto
A,4167111,Lesser Black-backed Gull,Larus fuscus,"Laridae (Gulls, Terns, and Skimmers)",Charadriiformes,"Gulls, Terns, and Skimmers",18,6,1991,"Rauna, Farsund, Vest Agder",Noruega,1,0,Extranjero,1838,2523.445532934764,Anillamiento,1991-06-18,anillamiento,1996-06-29,"Marismas del Odiel, Huelva",España,6.673594199999999,58.0582757,-6.967282399999999,37.2088292,A,0,M. Vazquez,1960.0,2523.0,control ,control
A,4224148,Lesser Black-backed Gull,Larus fuscus,"Laridae (Gulls, Terns, and Skimmers)",Charadriiformes,"Gulls, Terns, and Skimmers",12,7,2002,"Rauna, Farsund, Vest Agder",Noruega,1,0,Extranjero,436,2459.698396307347,Anillamiento,2002-07-12,anillamiento,2003-09-21,"Laguna del Gobierno, Lantejuela,Sevilla",España,6.673594199999999,58.0582757,-5.2270807,37.3626595,5,0,M. Vazquez,436.0,2457.0,control ,control
A,6017280,Lesser Black-backed Gull,Larus fuscus,"Laridae (Gulls, Terns, and Skimmers)",Charadriiformes,"Gulls, Terns, and Skimmers",30,8,1990,"Cañada de los Pajaros, Puebla del Rio, Sevilla",España,4,0,LEO BIAGGI,729,2062.788838279222,Anillamiento,1990-08-30,anillamiento,1992-08-28,"Merrynton, Near Larkhall, Strathclyde Region",Gran Bretaña,-6.129244,37.2385346,-3.971699,55.737744,8,0,Extranjero,729.0,2060.0,Colision con tendido electrico,muerto
A,MA11008,Common Gull,Larus canus,"Laridae (Gulls, Terns, and Skimmers)",Charadriiformes,"Gulls, Terns, and Skimmers",5,7,1985,"Skurvene, Hisoy, Aust Agder",Noruega,1,0,Extranjero,579,2573.4481346316206,Anillamiento,1985-07-05,anillamiento,1987-02-04,"Corta de la Cartuja, Sevilla",España,8.7562765,58.4399527,-6.007222,37.398611,7,0,LEO BIAGGI,,,Encontrado herida y no liberada,control
A,4T65312,Black-headed Gull,Chroicocephalus ridibundus,"Laridae (Gulls, Terns, and Skimmers)",Charadriiformes,"Gulls, Terns, and Skimmers",10,6,1989,"Genk, Limburg",Belgica,1,0,Extranjero,453,1782.3125553933585,Anillamiento,1989-06-10,anillamiento,1990-09-06,"Cañada de los Pajaros, Puebla del Rio, Sevilla",España,5.5021822,50.9662102,-6.129244,37.2385346,5,0,LEO BIAGGI,451.0,1775.0,Encontrado muerto,muerto
A,FS11577,Black-headed Gull,Chroicocephalus ridibundus,"Laridae (Gulls, Terns, and Skimmers)",Charadriiformes,"Gulls, Terns, and Skimmers",1,6,1988,"Clepe, Loire",Francia,1,0,Extranjero,830,1278.0779306652428,Anillamiento,1988-06-01,anillamiento,1990-09-09,"Cañada de los Pajaros, Puebla del Rio, Sevilla",España,4.181789999999999,45.770135,-6.129244,37.2385346,7,0,LEO BIAGGI,828.0,1272.0,Encontrado muerto,muerto
A,3438899,Black-headed Gull,Chroicocephalus ridibundus,"Laridae (Gulls, Terns, and Skimmers)",Charadriiformes,"Gulls, Terns, and Skimmers",8,6,1988,"Hellegatsplein, Noord Brabant",Holanda,1,0,Extranjero,1153,1816.835664982187,Anillamiento,1988-06-08,anillamiento,1991-08-05,"Aznalcazar, Sevilla",España,5.2321687,51.4826537,-6.2495425,37.3047112,9,0,LEO BIAGGI,1152.0,1806.0,Encontrado muerto,muerto
A,311365,Black-headed Gull,Chroicocephalus ridibundus,"Laridae (Gulls, Terns, and Skimmers)",Charadriiformes,"Gulls, Terns, and Skimmers",2,6,1988,"Gagzdai, Klaipeda",Lituania,1,0,Extranjero,458,2903.1693354952863,Anillamiento,1988-06-02,anillamiento,1989-09-03,"Puebla del Rio, Sevilla",España,21.3806819,55.7059659,-6.063133,37.2694065,5,0,LEO BIAGGI,456.0,2901.0,Encontrado muerto,muerto
A,375328,Black-headed Gull,Chroicocephalus ridibundus,"Laridae (Gulls, Terns, and Skimmers)",Charadriiformes,"Gulls, Terns, and Skimmers",1,6,1991,"Zatysiai, Jonava",Lituania,1,0,Extranjero,192,3016.393006000229,Anillamiento,1991-06-01,anillamiento,1991-12-10,"Puebla del Rio, Sevilla",España,24.1469808,55.051641,-6.063133,37.2694065,3,0,LEO BIAGGI,189.0,3008.0,Encontrado muerto,muerto
A,4003721,Black-headed Gull,Chroicocephalus ridibundus,"Laridae (Gulls, Terns, and Skimmers)",Charadriiformes,"Gulls, Terns, and Skimmers",7,9,1989,"Cañada de los Pajaros, Puebla del Rio, Sevilla",España,4,0,LEO BIAGGI,1662,1845.438689178504,Anillamiento,1989-09-07,anillamiento,1994-03-27,"Koln Longerich, Koln",Alemania,-6.129244,37.2385346,6.9160488,50.9985042,A,0,Extranjero,1662.0,1837.0,Encontrado muerto,muerto
A,4030527,Black-headed Gull,Chroicocephalus ridibundus,"Laridae (Gulls, Terns, and Skimmers)",Charadriiformes,"Gulls, Terns, and Skimmers",3,9,1990,"Cañada de los Pajaros, Puebla del Rio, Sevilla",España,3,0,LEO BIAGGI,615,1741.4101207792346,Anillamiento,1990-09-03,anillamiento,1992-05-10,"Moerbeke Waas, Flandes Oriental",Belgica,-6.129244,37.2385346,3.9407302,51.17429809999999,7,0,Extranjero,,,Encontrado muerto,muerto
A,ST52707,Black-headed Gull,Chroicocephalus ridibundus,"Laridae (Gulls, Terns, and Skimmers)",Charadriiformes,"Gulls, Terns, and Skimmers",30,6,1988,"Lieksa, Phojois Karjalan, Mikkili San Miguel",Finlandia,4,0,Extranjero,200,3723.738638110567,Anillamiento,1988-06-30,anillamiento,1989-01-16,"El Rubio, Sevilla",España,30.0264527,63.3185051,-4.9909478,37.353777,4,0,LEO BIAGGI,200.0,3707.0,Cazado con escopeta,muerto
A,1373245,Sandwich Tern,Thalasseus sandvicensis,"Laridae (Gulls, Terns, and Skimmers)",Charadriiformes,"Gulls, Terns, and Skimmers",29,5,1998,"Griend, Griend",Holanda,1,0,Extranjero,1204,2042.281481828851,Anillamiento,1998-05-29,anillamiento,2001-09-14,"Salinas de Santa Teresa,Sanlucar de Barrameda, Cadiz",España,5.2544388,53.2519072,-6.3733181,36.7688684,4,0,M. Vazquez,1204.0,2040.0,control ,control
A,5063406,Eurasian Collared-Dove,Streptopelia decaocto,Columbidae (Pigeons and Doves),Columbiformes,Pigeons and Doves,4,10,2003,"Cañada de los Pajaros, Puebla del Rio, Sevilla",España,3,0,M. Vazquez,355,161.89147981212574,Anillamiento,2003-10-04,anillamiento,2004-09-23,"Ria de Alvor, Faro, Algarve",Portugal,-6.129244,37.2385346,-7.9304397,37.0193548,5,0,Extranjero,355.0,216.0,control ,control
A,H78185,Barn Owl,Tyto alba,Tytonidae (Barn-Owls),Strigiformes,Owls,23,6,1996,"Biwer, Luxemburgo",Luxemburgo,1,0,Extranjero,161,1796.725797334947,Anillamiento,1996-06-23,anillamiento,1996-12-01,"Vejer de la Frontera, Cadiz",España,6.370933,49.706594,-5.9667359,36.252034,3,0,M. Vazquez,161.0,1797.0,Atropellado,muerto
A,SA34145,Common Swift,Apus apus,Apodidae (Swifts),Caprimulgiformes,Swifts,22,6,1973,"Knresborogh, North Yorkshire",Gran Bretaña,4,0,Extranjero,4133,1816.5684128809955,Anillamiento,1973-06-22,anillamiento,1984-10-15,"Cazalla de la Sierra, Sevilla",España,-1.4645728,54.0074396,-5.759653900000001,37.9330547,A,0,LEO BIAGGI,3414.0,1819.0,Cazado con escopeta,muerto
A,3194350,Eurasian Hoopoe,Upupa epops,Upupidae (Hoopoes),Bucerotiformes,Hoopoes,24,3,2005,"Laguna del Gobierno, Lantejuela,Sevilla",España,4,0,Zamalla,762,798.5261791686318,Anillamiento,2005-03-24,anillamiento,2007-04-25,"Monsegur, Landes",Francia,-5.2270807,37.3626595,-0.5419349,43.604236,4,0,Extranjero,762.0,799.0,Atropellado,muerto
A,220413,Graylag Goose,Anser anser,"Anatidae (Ducks, Geese, and Waterfowl)",Anseriformes,Waterfowl,11,8,1983,Gulper See,Alemania,3,1,Extranjero,7981,2269.790047460233,Anillamiento,1983-08-11,anillamiento,2005-06-17,"Moguer, Huelva",España,12.2516128,52.7376486,-6.8369079,37.27464,A,0,M. Vazquez,7981.0,2273.0,Encontrada solo anilla,muerto
A,9030456,White Stork,Ciconia ciconia,Ciconiidae (Storks),Ciconiiformes,Storks,17,6,2004,"Dehesa de Abajo, Puebla del Rio, Sevilla",España,1,0,M. Vazquez,2209,2301.673501193361,Anillamiento,2004-06-17,anillamiento,2010-07-05,Ayoun El Atrouss,Mauritania,-6.171473199999999,37.2056808,-9.6063006,16.6592113,A,0,CRBPO,2209.0,2297.0,Encontrado muerto,muerto
A,A5114,White Stork,Ciconia ciconia,Ciconiidae (Storks),Ciconiiformes,Storks,13,6,2006,"Manhein, Nordbaden, Karlsruhe",Alemania,1,0,M. Vazquez,68,1863.422670096952,Anillamiento,2006-06-13,anillamiento,2006-08-20,"Puerto Real, Cadiz",España,8.466039499999999,49.4874592,-6.1831947,36.5316485,3,0,Extranjero,68.0,1860.0,Colision con tendido electrico,muerto
A,DD62652,Sandwich Tern,Thalasseus sandvicensis,"Laridae (Gulls, Terns, and Skimmers)",Charadriiformes,"Gulls, Terns, and Skimmers",1,7,2006,"Ogilby Island, Down",Gran Bretaña,1,0,M. Vazquez,255,2022.684518210645,Anillamiento,2006-07-01,anillamiento,2007-03-13,"Veta la Palma, Puebla del Rio, Sevilla",España,-3.435973,55.378051,-6.063133,37.2694065,4,0,Extranjero,255.0,1938.0,Encontrado muerto,muerto
A,2E1108,Great Cormorant,Phalacrocorax carbo,Phalacrocoracidae (Cormorants and Shags),Suliformes,Cormorants and Anhingas,14,6,1999,"Yderste Holm, Stavns Fjord, Samso",Dinamarca,1,0,Extranjero,885,2506.2008573700714,Anillamiento,1999-06-14,anillamiento,2001-11-15,"San Fernando,Cadiz",España,10.6538478,55.9025536,-6.196594800000001,36.4718646,5,0,M. Vazquez,885.0,2499.0,Cazado con escopeta,muerto
A,GG25935,Lesser Black-backed Gull,Larus fuscus,"Laridae (Gulls, Terns, and Skimmers)",Charadriiformes,"Gulls, Terns, and Skimmers",21,5,1989,"Swomer Island, Dyfed, Wales",Gran Bretaña,1,0,Extranjero,101,1661.1055453108968,Anillamiento,1989-05-21,anillamiento,1989-08-30,"Veta la Palma, Puebla del Rio, Sevilla",España,-3.7837117,52.1306607,-6.063133,37.2694065,3,0,LEO BIAGGI,,,Encontrado enfermo y  liberado,control
A,FS16993,Black-headed Gull,Chroicocephalus ridibundus,"Laridae (Gulls, Terns, and Skimmers)",Charadriiformes,"Gulls, Terns, and Skimmers",2,6,1990,"Craintilleux, Loire",Francia,1,0,Extranjero,105,1260.347137743919,Anillamiento,1990-06-02,anillamiento,1990-09-15,"Puebla del Rio, Sevilla",España,4.235228,45.583538,-6.063133,37.2694065,3,0,LEO BIAGGI,103.0,1258.0,Encontrado enfermo y  liberado,control
A,379265,Caspian Tern,Hydroprogne caspia,"Laridae (Gulls, Terns, and Skimmers)",Charadriiformes,"Gulls, Terns, and Skimmers",17,6,1986,Tombamaa,Estonia,1,0,Extranjero,1893,3110.650703426993,Anillamiento,1986-06-17,anillamiento,1991-08-23,"Isla Mayor, Sevilla",España,22.808611,58.15555599999999,-5.9127402,37.3868107,6,0,LEO BIAGGI,1891.0,3144.0,Encontrado enfermo y  liberado,control
A,SA867098,Eurasian Skylark,Alauda arvensis,Alaudidae (Larks),Passeriformes,Larks,18,10,1994,"Tremblay sur Mauldre, Yvelines, Paris",Francia,4,2,Extranjero,131,1413.2538346648062,Anillamiento,1994-10-18,anillamiento,1995-02-26,"Isla Mayor, Sevilla",España,1.878826,48.771953,-5.9127402,37.3868107,2,0,LEO BIAGGI,131.0,1448.0,Cazado con escopeta,muerto
A,232903,Bank Swallow,Riparia riparia,Hirundinidae (Swallows),Passeriformes,Martins and Swallows,15,5,1988,"La Isleta, Puebla del Rio, Sevilla",España,4,0,M. Vazquez,1041,2552.555722283279,Anillamiento,1988-05-15,anillamiento,1991-03-22,"PN Djoudj, Fleuve",Senegal,-6.0618749,37.2642283,-13.66742148218044,15.24782419915751,4,0,Extranjero,1042.0,2528.0,control ,control
A,832254,Bank Swallow,Riparia riparia,Hirundinidae (Swallows),Passeriformes,Martins and Swallows,14,8,1997,"El Pantano, Los Palacios, Sevilla",España,2,0,M. Vazquez,279,289.07509374220047,Anillamiento,1997-08-14,anillamiento,1998-05-20,"Marateca, Setubal, Estremadura",Portugal,-5.9244808,37.1584636,-8.6778791,38.5796755,4,0,Extranjero,279.0,298.0,control ,control
A,AF1338,Bank Swallow,Riparia riparia,Hirundinidae (Swallows),Passeriformes,Martins and Swallows,4,9,1999,"Laguna Cerro de las Cigüeñas, Los Palacios, Sevilla",España,3,0,M. Vazquez,289,2255.2033845808905,Anillamiento,1999-09-04,anillamiento,2000-06-19,"Mid Lairgs, Daviot, Highland Region",Gran Bretaña,-5.9584516,37.1756121,-4.137949,57.424586,4,2,Extranjero,289.0,2252.0,control ,control
A,A161871,Bank Swallow,Riparia riparia,Hirundinidae (Swallows),Passeriformes,Martins and Swallows,25,6,1998,"Paul da Madriz, Coimbra, Beira Litoral",Portugal,3,0,Extranjero,423,402.4273704826957,Anillamiento,1998-06-25,anillamiento,1999-08-22,"Laguna Cerro de las Cigüeñas, Los Palacios, Sevilla",España,-8.6397172,40.1293302,-5.9584516,37.1756121,4,0,M. Vazquez,423.0,402.0,control ,control
A,A166280,Bank Swallow,Riparia riparia,Hirundinidae (Swallows),Passeriformes,Martins and Swallows,5,7,1999,"Paul da Madriz, Coimbra, Beira Litoral",Portugal,3,0,Extranjero,48,402.4273704826957,Anillamiento,1999-07-05,anillamiento,1999-08-22,"Laguna Cerro de las Cigüeñas, Los Palacios, Sevilla",España,-8.6397172,40.1293302,-5.9584516,37.1756121,3,0,M. Vazquez,48.0,404.0,Muerto en red japonesa ahogado,muerto
A,229553,Barn Swallow,Hirundo rustica,Hirundinidae (Swallows),Passeriformes,Martins and Swallows,19,4,1988,"Puebla del Rio, Sevilla",España,1,0,LEO BIAGGI,1114,504.9641483498507,Anillamiento,1988-04-19,anillamiento,1991-05-08,Missour,Marruecos,-6.063133,37.2694065,-3.9954969,33.0460809,2,0,Extranjero,1114.0,504.0,Encontrado muerto,muerto
A,309387,Barn Swallow,Hirundo rustica,Hirundinidae (Swallows),Passeriformes,Martins and Swallows,4,5,1991,"Cortijo Saballo, Marinaleda, Sevilla",España,1,0,M. Vazquez,325,572.764147085891,Anillamiento,1991-05-04,anillamiento,1992-03-24,Beni Mellal,Marruecos,-4.9591166,37.37177010000001,-6.375799,32.342443,5,0,Particular,325.0,575.0,control ,control
A,AC5521,Barn Swallow,Hirundo rustica,Hirundinidae (Swallows),Passeriformes,Martins and Swallows,21,8,1999,"Laguna Cerro de las Cigüeñas, Los Palacios, Sevilla",España,3,0,M. Vazquez,156,3737.595281280175,Anillamiento,1999-08-21,anillamiento,2000-01-24,"Ebbajen, Boje",Nigeria,-5.9584516,37.1756121,8.8803925,6.2894715,5,0,Particular,156.0,3747.0,control ,control
